N	2gram	Voloshinov_1	FransuaR
1	и в	15	40
2	и его	15	17
3	прежде всего	11	16
4	в этом	13	15
5	мы уже	5	13
6	не только	5	13
7	и не	16	13
8	в его	9	13
9	что в	6	12
10	вовсе не	2	12
11	как и	6	11
12	но и	4	11
13	и т.п	2	10
14	таким образом	21	10
15	как мы	10	10
16	и все	4	9
17	может быть	13	9
18	он не	4	9
19	во время	5	8
20	отношение к	7	8
21	в том	4	8
22	и до	3	8
23	у него	3	8
24	все эти	9	8
25	в эпоху	3	8
26	и с	7	8
27	той же	2	8
28	и на	3	8
29	но в	9	8
30	в своем	2	7
31	в одном	3	7
32	и др	8	7
33	то же	7	7
34	он и	2	7
35	в этих	2	6
36	к этому	7	6
37	же время	5	6
38	в самом	6	6
39	во всех	8	6
40	в своей	9	6
41	связь с	4	6
42	в то	6	6
43	до конца	5	6
44	со всеми	3	5
45	как раз	2	5
46	в нем	4	5
47	то что	10	5
48	не было	4	5
49	те же	4	5
50	а не	2	5
51	и для	2	5
52	в основе	3	5
53	в своих	4	5
54	так сказать	3	5
55	для него	5	5
56	в нашем	3	4
57	у нас	3	4
58	том что	5	4
59	смысле слова	2	4
60	до сих	3	4
61	было бы	6	4
62	в заключение	3	4
63	в ней	5	4
64	в основном	2	4
65	и потому	8	4
66	ни в	6	4
67	один из	4	4
68	жизни и	5	4
69	сих пор	3	4
70	все это	5	4
71	еще более	2	4
72	роль в	6	4
73	только на	2	4
74	и о	3	4
75	в данном	3	4
76	того чтобы	2	4
77	и даже	2	4
78	в истории	3	4
79	так как	9	4
80	в области	3	4
81	в эту	2	4
82	с его	8	3
83	всех этих	5	3
84	если бы	3	3
85	и к	7	3
86	и смерти	2	3
87	об этом	4	3
88	он был	3	3
89	в ее	4	3
90	мы видели	5	3
91	но это	2	3
92	в этой	5	3
93	для этого	4	3
94	одна из	3	3
95	еще не	7	3
96	и есть	2	3
97	как бы	11	3
98	в таких	3	3
99	со всею	3	3
100	и наконец	10	3
101	что и	2	3
102	другими словами	3	3
103	вместе с	4	3
104	так и	10	3
105	как в	3	3
106	и прежде	5	3
107	по отношению	11	3
108	не может	13	3
109	а в	6	3
110	на самом	2	3
111	самом деле	7	3
112	между ними	2	3
113	но все	2	3
114	сказать что	6	3
115	в более	3	3
116	между тем	2	3
117	при этом	7	3
118	одно из	3	3
119	нуждается в	2	3
120	они не	2	3
121	в себе	4	3
122	только в	6	3
123	на протяжении	5	3
124	связанные с	2	3
125	их в	2	3
126	не менее	3	2
127	есть и	2	2
128	в состоянии	2	2
129	чем он	2	2
130	хотя бы	7	2
131	большую роль	2	2
132	в течение	2	2
133	это не	2	2
134	из этих	4	2
135	в условиях	3	2
136	что он	8	2
137	и вот	6	2
138	можно сказать	4	2
139	освобождение от	2	2
140	мы знаем	7	2
141	как его	2	2
142	все же	5	2
143	следовательно и	2	2
144	мы остановимся	2	2
145	в дальнейшем	2	2
146	на этом	5	2
147	но не	5	2
148	все что	9	2
149	мы увидим	4	2
150	конечно не	3	2
151	из важнейших	2	2
152	и другие	2	2
153	века в	2	2
154	к нему	7	2
155	одним из	3	2
156	из этого	2	2
157	его отношение	2	2
158	у самого	2	2
159	и очень	2	2
160	думать что	2	2
161	слова и	2	2
162	отношению к	9	2
163	дело в	2	2
164	в целом	2	2
165	данном случае	3	2
166	в этот	4	2
167	при анализе	3	2
168	этом отношении	2	2
169	именно в	3	2
170	с помощью	9	2
171	из этой	2	2
172	должны быть	3	2
173	и у	6	2
174	рядом с	2	2
175	нас в	2	2
176	характер и	2	2
177	потому что	4	2
178	с этим	6	2
179	точки зрения	13	2
180	ко всему	2	2
181	наших дней	2	2
182	и ее	3	2
183	выражение в	2	2
184	все то	2	2
185	далеко не	4	2
186	мы не	4	2
