N	2gram	Vygotskiy__5	Literetu
1	не только	16	24
2	при этом	8	19
3	в качестве	2	17
4	но и	6	17
5	а не	8	16
6	в том	27	16
7	в частности	4	15
8	том что	21	14
9	может быть	11	13
10	и не	6	12
11	в этом	14	12
12	состоит в	3	11
13	прежде всего	4	11
14	в своем	6	11
15	то что	37	10
16	произведение искусства	6	8
17	не в	8	8
18	в целом	5	8
19	и в	30	8
20	только в	5	8
21	как это	7	8
22	в его	4	7
23	как бы	19	7
24	в себе	5	7
25	как и	6	6
26	связи с	2	6
27	того что	8	6
28	точки зрения	7	6
29	то есть	13	6
30	с его	2	5
31	казалось бы	4	5
32	с этой	2	5
33	что он	17	5
34	же в	2	5
35	искусства и	5	5
36	как в	3	5
37	не может	9	5
38	то же	7	5
39	в отличие	2	5
40	уже в	6	5
41	в данном	3	5
42	в то	2	5
43	отличие от	2	5
44	для этого	9	4
45	это не	3	4
46	в конце	4	4
47	в силу	3	4
48	но не	7	4
49	еще не	5	4
50	еще в	2	4
51	и тем	6	4
52	все же	7	4
53	из них	2	4
54	по преимуществу	2	4
55	в своей	4	4
56	данном случае	3	4
57	со стороны	3	4
58	так и	3	4
59	никогда не	9	4
60	и его	6	4
61	как раз	13	4
62	в своих	5	4
63	не как	3	4
64	в этой	5	4
65	в основе	7	3
66	в душе	2	3
67	что в	24	3
68	и есть	5	3
69	с другой	9	3
70	сводится к	5	3
71	одна из	3	3
72	что ему	2	3
73	в самом	14	3
74	несмотря на	5	3
75	у него	3	3
76	один из	5	3
77	исходит из	4	3
78	жизни и	6	3
79	ли не	2	3
80	в их	3	3
81	приводит к	2	3
82	по отношению	2	3
83	а в	4	3
84	таким образом	20	3
85	тем же	3	3
86	и даже	2	3
87	той же	3	3
88	эстетический объект	3	3
89	потому что	23	3
90	но в	5	3
91	исходя из	2	3
92	произведения искусства	2	3
93	дело в	2	3
94	в виду	4	3
95	на этом	6	2
96	как все	2	2
97	а как	2	2
98	должна быть	2	2
99	искусства как	4	2
100	по этому	5	2
101	из этих	3	2
102	их не	2	2
103	своего героя	2	2
104	в себя	2	2
105	к тому	8	2
106	и татьяны	3	2
107	и того	2	2
108	в другом	3	2
109	в нашей	2	2
110	или иной	2	2
111	того же	2	2
112	отношения между	2	2
113	для него	3	2
114	одной стороны	12	2
115	было бы	5	2
116	по поводу	3	2
117	в искусстве	6	2
118	следующим образом	2	2
119	не является	2	2
120	должен быть	2	2
121	в нем	7	2
122	то это	4	2
123	не есть	4	2
124	на том	2	2
125	в сущности	12	2
126	художественное произведение	5	2
127	только на	4	2
128	и только	3	2
129	этом отношении	3	2
130	с одной	12	2
131	все эти	2	2
132	из того	3	2
133	для читателя	2	2
134	самом деле	8	2
135	бы на	2	2
136	хотя бы	3	2
137	с точки	2	2
138	можно было	3	2
139	в сферу	2	2
140	и то	9	2
141	тем что	6	2
142	могут быть	8	2
143	как будто	6	2
144	ту же	2	2
145	о том	10	2
146	как он	2	2
147	полагал что	2	2
