N	2gram	Nazirov_Vr_1	Myshleni
1	в этом	8	29
2	точки зрения	2	28
3	и в	8	26
4	не только	9	24
5	то что	7	24
6	таким образом	2	23
7	с точки	2	21
8	в том	3	18
9	и не	5	18
10	том что	3	17
11	как и	6	15
12	так же	4	14
13	что в	7	12
14	вместе с	2	12
15	и его	3	12
16	но и	7	11
17	не может	2	11
18	тем что	3	9
19	в себе	2	9
20	же как	2	8
21	то же	5	8
22	что он	4	8
23	может быть	4	7
24	и то	2	7
25	как бы	4	6
26	и что	8	6
27	все же	6	6
28	в виду	4	5
29	и с	6	5
30	в начале	6	5
31	не менее	2	4
32	никогда не	2	4
33	что у	3	4
34	в конце	3	4
35	на то	3	4
36	в котором	6	4
37	целый ряд	4	4
38	в момент	2	4
39	и во	3	4
40	в его	3	4
41	о том	4	4
42	но в	6	4
43	о чем	2	4
44	связи с	3	4
45	еще не	2	4
46	в той	2	4
47	я не	3	3
48	все это	4	3
49	это не	4	3
50	но это	2	3
51	для него	2	3
52	в ней	4	3
53	его с	2	3
54	он не	3	3
55	с ним	4	3
56	об этом	5	3
57	в то	5	3
58	и о	3	3
59	в этот	3	3
60	в своей	2	3
61	как раз	2	3
62	в этой	2	3
63	в чем	3	3
64	уже в	4	2
65	его и	2	2
66	столь же	2	2
67	мы знаем	2	2
68	для нас	4	2
69	в свою	2	2
70	несмотря на	4	2
71	не мог	2	2
72	одним из	3	2
73	в нем	6	2
74	отношение к	2	2
75	сказал он	2	2
76	отношения к	2	2
77	а в	2	2
78	в своих	4	2
79	но он	3	2
80	его в	3	2
81	в известном	2	2
82	во время	2	2
83	к этому	3	2
84	в одну	2	2
85	раз в	3	2
86	наряду с	3	2
87	том же	2	2
88	в период	2	2
89	и он	2	2
90	и ее	2	2
91	ответ на	2	2
