N	2gram	Bakhtin_Pr_1	KFilosof
1	может быть	26	43
2	в его	43	39
3	в нем	15	31
4	не может	27	27
5	и не	42	26
6	по отношению	21	25
7	и в	38	22
8	в котором	2	21
9	отношению к	19	21
10	в себе	4	21
11	не есть	6	19
12	в ее	4	17
13	а не	5	17
14	и его	16	17
15	только в	13	16
16	точки зрения	8	13
17	в этом	15	13
18	ни в	11	12
19	но не	12	12
20	и это	3	12
21	все эти	5	11
22	как момент	3	11
23	в своей	7	11
24	не в	7	11
25	к нему	10	11
26	в едином	2	10
27	в своем	5	10
28	это не	5	10
29	все это	3	10
30	во всех	11	10
31	с точки	6	10
32	и есть	2	9
33	в целом	3	9
34	но и	9	9
35	в их	10	9
36	как бы	22	9
37	и все	3	9
38	его целом	5	9
39	для нее	8	9
40	и для	11	9
41	не было	2	8
42	лишь в	2	8
43	мир в	2	8
44	если бы	3	8
45	было бы	8	8
46	момент его	2	8
47	поступка и	9	7
48	на основе	6	7
49	и здесь	2	7
50	во всем	2	7
51	в единстве	12	7
52	вовсе не	2	7
53	конечно не	5	7
54	должен быть	2	7
55	что и	2	7
56	то что	8	7
57	себя в	2	7
58	я должен	2	7
59	в себя	2	7
60	быть только	5	7
61	я не	2	6
62	в том	8	6
63	но это	3	6
64	лишь момент	3	6
65	отношение к	10	6
66	и только	4	6
67	в мире	3	6
68	но лишь	2	6
69	отнюдь не	19	6
70	этот момент	2	6
71	совершенно не	7	6
72	он не	3	6
73	менее всего	3	6
74	никогда не	5	5
75	хотя бы	4	5
76	то же	5	5
77	его как	3	5
78	и содержание	3	5
79	не имеет	9	5
80	должно быть	5	5
81	в основе	5	5
82	но как	2	5
83	его в	9	5
84	событие в	2	5
85	с ним	5	5
86	но в	4	5
87	эстетического созерцания	3	5
88	не знает	3	5
89	в событии	3	5
90	как и	7	5
91	есть лишь	3	5
92	не только	9	5
93	все же	6	5
94	бытия в	3	5
95	мы имеем	2	5
96	там где	6	5
97	место в	8	4
98	что в	7	4
99	входит в	8	4
100	ни было	3	4
101	здесь мы	2	4
102	при этом	5	4
103	чем не	2	4
104	в своих	2	4
105	с ними	4	4
106	между тем	7	4
107	проникает в	2	4
108	вне ее	2	4
109	том что	3	4
110	ценности и	2	4
111	только как	6	4
112	как его	3	4
113	а в	6	4
114	тем самым	4	4
115	изнутри самого	3	4
116	познания и	30	4
117	в эстетическом	3	4
118	в чем	2	4
119	а лишь	2	3
120	и весь	2	3
121	независимо от	13	3
122	должна быть	4	3
123	что это	2	3
124	не менее	4	3
125	в каждом	2	3
126	и должна	3	3
127	лишь как	4	3
128	в свою	2	3
129	не дает	2	3
130	и пр	2	3
131	нем и	2	3
132	в виду	4	3
133	здесь нет	2	3
134	и тем	3	3
135	в корне	2	3
136	событии бытия	2	3
137	того что	2	3
138	рядом с	5	3
139	и на	3	3
140	в ней	4	3
141	в то	4	3
142	того или	2	3
143	о том	4	3
144	но здесь	3	3
145	этом смысле	3	3
146	ясно что	3	3
147	или иного	2	3
148	но конечно	4	3
149	от него	3	3
150	еще не	7	3
151	нет и	3	3
152	в современной	2	3
153	в единство	2	3
154	но можно	2	3
155	бы не	2	3
156	на самом	4	3
157	эти моменты	2	3
158	культуры и	3	3
159	всех своих	2	3
160	самом деле	6	3
161	для того	2	3
162	что не	4	3
163	к чему	2	3
164	тем как	5	3
165	тем что	2	3
166	могут быть	5	3
167	в другом	2	3
168	здесь не	4	3
169	и этим	6	3
170	ничего не	6	3
171	слова в	7	2
172	или иное	2	2
173	культурной области	2	2
174	то ни	3	2
175	принципиально не	4	2
176	содержания но	3	2
177	прежде всего	13	2
178	вследствие этого	3	2
179	содержание и	2	2
180	или иной	2	2
181	тем не	3	2
182	войти в	2	2
183	и как	8	2
184	основе своей	3	2
185	только по	4	2
186	чтобы стать	4	2
187	может представиться	2	2
188	же время	3	2
189	он может	2	2
190	события и	2	2
191	поступающего сознания	2	2
192	себя и	3	2
193	в него	2	2
194	психический процесс	2	2
195	как к	2	2
196	содержания и	6	2
197	и других	2	2
198	познавательный акт	5	2
199	действительности в	2	2
200	может обосновать	3	2
201	может иметь	5	2
202	к себе	2	2
203	той или	2	2
204	говорить о	3	2
205	события так	2	2
206	подхода к	2	2
207	себя как	5	2
208	ни к	2	2
209	а как	3	2
210	в событие	2	2
211	с его	2	2
212	для эстетического	6	2
213	что эта	2	2
214	познания но	2	2
215	раз и	2	2
216	к этому	2	2
217	суждения и	2	2
218	что он	2	2
219	бы то	3	2
220	познавательного акта	2	2
221	каждый момент	4	2
222	всех его	4	2
223	не нужно	5	2
224	имеют место	2	2
225	со всеми	3	2
226	есть его	3	2
227	к содержанию	17	2
228	ни одна	2	2
229	и потому	4	2
230	оно не	3	2
231	можно и	2	2
232	к ценности	3	2
233	и именно	2	2
234	не остается	2	2
235	так и	5	2
236	как в	4	2
237	содержание не	2	2
238	дело с	6	2
239	нами в	2	2
240	в виде	2	2
241	и поступка	15	2
242	момент ее	3	2
243	мы здесь	4	2
244	того чтобы	2	2
245	и эта	2	2
246	случае мы	2	2
247	то или	2	2
248	в данном	4	2
249	дело в	2	2
250	или как	3	2
251	едва ли	3	2
252	в области	11	2
253	место и	2	2
