N	2gram	Bakhtin_Pr_3	Russkaja
1	не может	2	22
2	и не	15	19
3	в том	14	17
4	в этом	8	17
5	и в	53	14
6	то что	9	13
7	таким образом	6	11
8	то же	6	11
9	точки зрения	4	11
10	же время	5	10
11	но и	7	10
12	в то	5	10
13	том что	5	9
14	не только	4	9
15	в себе	5	9
16	с точки	2	9
17	может быть	12	9
18	прежде всего	15	8
19	и если	3	7
20	мы должны	4	7
21	о том	2	7
22	и с	6	7
23	что он	4	6
24	и к	5	6
25	для всех	2	6
26	все это	8	6
27	и для	4	6
28	в своих	2	6
29	себя и	2	5
30	жизни в	3	5
31	хотя бы	2	5
32	и на	18	5
33	при этом	3	5
34	до сих	5	5
35	было бы	5	5
36	конечно не	4	5
37	в своей	3	5
38	он не	3	5
39	никогда не	2	5
40	в нем	10	5
41	сих пор	5	5
42	во всех	12	5
43	а между	2	5
44	по существу	5	5
45	а в	2	5
46	потому что	5	5
47	только в	4	5
48	между тем	2	5
49	но не	5	4
50	что в	2	4
51	в мире	5	4
52	как и	11	4
53	более или	3	4
54	как бы	14	4
55	жизни и	9	4
56	вместе с	2	4
57	или менее	3	4
58	в их	2	4
59	на земле	14	4
60	не в	2	4
61	во всем	2	4
62	в его	8	4
63	и т.д	2	4
64	его в	2	4
65	так как	7	4
66	он сам	4	3
67	что это	2	3
68	именно в	2	3
69	в большинстве	4	3
70	в конце	3	3
71	главным образом	3	3
72	да и	2	3
73	еще не	5	3
74	несмотря на	2	3
75	в самом	2	3
76	одной из	4	3
77	и потому	5	3
78	что и	3	3
79	из них	4	3
80	не было	4	3
81	ко всем	2	3
82	и по	3	3
83	тем что	2	3
84	и во	4	3
85	говорить о	2	3
86	одна из	7	3
87	в сознании	2	3
88	место в	2	2
89	и более	2	2
90	и от	3	2
91	с этим	2	2
92	к себе	6	2
93	но это	3	2
94	от него	3	2
95	есть и	2	2
96	проявляется в	4	2
97	и тот	3	2
98	в ней	7	2
99	и тем	2	2
100	в некоторых	4	2
101	быть и	2	2
102	ее в	3	2
103	по отношению	2	2
104	все эти	9	2
105	а не	11	2
106	и наконец	2	2
107	и даже	2	2
108	в таком	2	2
109	их в	2	2
110	мы можем	5	2
111	не о	2	2
112	даже и	2	2
113	с самим	5	2
114	мы уже	5	2
115	в начале	2	2
116	как будто	2	2
117	в этих	5	2
118	большинстве случаев	4	2
119	с ним	2	2
120	отметить что	2	2
121	в области	3	2
122	но в	5	2
