N	2gram	Losev_Dial_1	Psycholo
1	то что	13	37
2	и в	18	30
3	в том	9	27
4	что в	13	24
5	и что	12	23
6	потому что	14	23
7	том что	9	21
8	для того	2	20
9	как бы	11	19
10	что он	11	17
11	на то	5	17
12	если мы	2	16
13	и мы	5	16
14	не только	13	16
15	в самом	3	14
16	в этом	12	14
17	так же	4	13
18	как раз	4	13
19	одной стороны	2	12
20	с одной	2	12
21	если бы	12	11
22	может быть	17	11
23	о том	4	10
24	никогда не	9	9
25	с другой	6	9
26	для этого	2	9
27	мы увидим	2	9
28	не может	12	9
29	и то	9	9
30	сказать что	10	9
31	так как	11	9
32	что это	11	8
33	тому что	3	8
34	мы имеем	2	8
35	к тому	4	8
36	не в	6	8
37	а не	14	8
38	того что	2	8
39	самом деле	3	8
40	мы видим	4	8
41	могут быть	3	8
42	и это	2	8
43	на деле	2	8
44	по себе	25	7
45	в нем	16	7
46	и как	7	7
47	но не	4	7
48	мы можем	4	7
49	все же	5	7
50	и т	21	7
51	то же	10	7
52	точки зрения	17	7
53	как это	4	7
54	в основе	3	7
55	ясно что	8	6
56	в своем	5	6
57	что она	7	6
58	именно в	2	6
59	как и	2	6
60	что если	2	6
61	совершенно не	8	6
62	и для	2	6
63	но и	7	6
64	что оно	5	6
65	и не	30	6
66	жизни и	3	6
67	говорит что	3	6
68	никак не	6	6
69	на этом	2	6
70	и есть	16	5
71	что именно	2	5
72	несмотря на	10	5
73	как мы	4	5
74	и потому	3	5
75	что они	3	5
76	еще не	2	5
77	до сих	2	5
78	было бы	12	5
79	один из	3	5
80	сих пор	2	5
81	другой стороны	4	5
82	а с	2	5
83	в себе	11	5
84	но в	6	5
85	только в	3	5
86	бы в	3	5
87	как только	2	4
88	в частности	2	4
89	от него	4	4
90	сравнению с	2	4
91	друг к	2	4
92	и все	3	4
93	прежде всего	10	4
94	стороны и	3	4
95	то это	4	4
96	говорит о	5	4
97	есть не	3	4
98	указывает на	3	4
99	в своей	2	4
100	в ней	3	4
101	в его	3	4
102	в него	2	4
103	в них	3	4
104	не есть	40	4
105	по сравнению	2	4
106	к другу	2	4
107	только на	3	4
108	только что	3	4
109	а в	5	4
110	как она	7	4
111	и совершенно	2	4
112	в конце	4	4
113	что эта	4	4
114	о чем	2	4
115	в виду	5	4
116	не существует	7	3
117	что ни	3	3
118	была бы	3	3
119	хотя бы	6	3
120	это не	9	3
121	не как	2	3
122	из этих	2	3
123	к этому	2	3
124	вовсе не	7	3
125	вопрос о	2	3
126	одно и	4	3
127	меньше всего	3	3
128	об этом	4	3
129	так что	15	3
130	это есть	9	3
131	эти два	2	3
132	что здесь	2	3
133	для него	2	3
134	он не	3	3
135	что и	3	3
136	ни в	15	3
137	так и	9	3
138	со стороны	2	3
139	как в	2	3
140	в их	3	3
141	есть нечто	10	3
142	идет речь	2	3
143	т д	19	3
144	этом отношении	2	3
145	из того	2	3
146	и сейчас	2	3
147	но только	3	3
148	и о	3	3
149	можно было	5	3
150	сам по	6	3
151	в каком	8	3
152	в данном	3	3
153	т п	2	3
154	в другом	2	3
155	мы должны	5	3
156	в этих	5	3
157	иметь в	3	3
158	учения о	2	3
159	с этой	2	2
160	в отношении	5	2
161	же как	2	2
162	это может	2	2
163	говоря не	2	2
164	не является	3	2
165	в противоположность	5	2
166	с этим	2	2
167	в каждом	2	2
168	этом смысле	3	2
169	или иной	3	2
170	можно сказать	6	2
171	нас не	2	2
172	но все	3	2
173	и при	2	2
174	должна быть	3	2
175	это значит	11	2
176	что их	2	2
177	или на	2	2
178	и та	3	2
179	и эта	2	2
180	и следовательно	2	2
181	той или	7	2
182	в качестве	2	2
183	мог бы	2	2
184	о которых	2	2
185	в котором	4	2
186	себе не	5	2
187	или наоборот	2	2
188	его с	3	2
189	гораздо более	3	2
190	себе и	2	2
191	не с	5	2
192	с той	2	2
193	образом и	2	2
194	из них	2	2
195	для чего	2	2
196	быть и	4	2
197	отношения к	3	2
198	к самому	2	2
199	все это	11	2
200	отличается от	2	2
201	все равно	3	2
202	это и	4	2
203	мы находим	7	2
204	и вот	6	2
205	и другое	2	2
206	с точки	12	2
207	и даже	13	2
208	и он	5	2
209	есть только	5	2
210	должно быть	3	2
211	время как	2	2
212	ничего не	17	2
213	в которых	2	2
214	и с	5	2
215	и так	2	2
216	само по	5	2
217	даже и	3	2
218	что касается	2	2
219	как например	2	2
220	во всем	2	2
221	в то	6	2
222	что даже	2	2
223	не знает	2	2
224	как он	4	2
225	все эти	2	2
226	в полной	2	2
227	конце концов	3	2
228	и ни	6	2
229	почти не	2	2
230	нет ни	2	2
231	но она	3	2
232	на самом	3	2
