N	2gram	Bakhtin_Pr_3	Vladivir
1	и в	53	30
2	то что	9	20
3	в этом	8	20
4	в том	14	18
5	и не	15	18
6	и с	6	14
7	что он	4	13
8	в конце	3	13
9	том что	5	12
10	что в	2	12
11	не только	4	12
12	в его	8	11
13	а в	2	11
14	как мы	5	11
15	сказать что	10	11
16	а также	4	10
17	и вообще	3	10
18	и даже	2	10
19	не было	4	10
20	не в	2	9
21	кроме того	3	9
22	было бы	5	9
23	потому что	5	9
24	не может	2	9
25	в то	5	9
26	вместе с	2	8
27	но и	7	8
28	в связи	2	8
29	но в	5	8
30	не менее	3	7
31	никогда не	2	7
32	точки зрения	4	7
33	и все	10	7
34	может быть	12	7
35	а не	11	7
36	как это	2	7
37	то есть	48	7
38	хотя и	4	6
39	к этому	4	6
40	прежде всего	15	6
41	и к	5	6
42	тем не	2	6
43	только в	4	6
44	в себе	5	6
45	жизни и	9	6
46	всякого рода	3	6
47	и его	10	6
48	также и	4	6
49	как и	11	5
50	в дальнейшем	7	5
51	при этом	3	5
52	того же	2	5
53	тот же	2	5
54	в своей	3	5
55	как бы	14	5
56	так и	6	5
57	все это	8	5
58	с этим	2	5
59	все эти	9	5
60	так как	7	5
61	с ним	2	5
62	с его	2	4
63	вот что	2	4
64	именно в	2	4
65	я не	4	4
66	вовсе не	3	4
67	его в	2	4
68	можно сказать	8	4
69	и если	3	4
70	что это	2	4
71	на его	3	4
72	конечно не	4	4
73	несмотря на	2	4
74	в ней	7	4
75	он не	3	4
76	в нем	10	4
77	в этих	5	4
78	то же	6	4
79	и наконец	2	4
80	той же	5	4
81	и на	18	4
82	но это	3	4
83	в начале	2	4
84	мы должны	4	4
85	о том	2	4
86	здесь не	4	4
87	в которой	2	4
88	отношение к	6	4
89	это было	3	4
90	уже в	2	3
91	в них	2	3
92	хотя бы	2	3
93	что касается	2	3
94	же время	5	3
95	что и	3	3
96	да и	2	3
97	по существу	5	3
98	тем более	2	3
99	что я	2	3
100	более или	3	3
101	но не	5	3
102	уже на	2	3
103	и для	4	3
104	вплоть до	4	3
105	и особенно	3	3
106	еще более	5	3
107	с точки	2	3
108	во всех	12	3
109	вообще в	2	3
110	или менее	3	3
111	как в	7	3
112	таким образом	6	3
113	здесь мы	2	3
114	наконец в	2	3
115	в таком	2	3
116	даже и	2	3
117	но он	2	3
118	и это	3	3
119	нет ничего	2	3
120	в области	3	3
121	не то	3	3
122	как у	5	2
123	он сам	4	2
124	казалось бы	3	2
125	у достоевского	17	2
126	жизни в	3	2
127	это не	6	2
128	правда в	2	2
129	и от	3	2
130	бытия и	2	2
131	на все	2	2
132	мы видели	2	2
133	здесь в	10	2
134	которой мы	2	2
135	по своему	6	2
136	есть и	2	2
137	и из	3	2
138	мы уже	5	2
139	в самом	2	2
140	в сущности	10	2
141	во сне	5	2
142	не могу	3	2
143	и потому	5	2
144	наряду с	5	2
145	можно назвать	2	2
146	с ней	3	2
147	и до	5	2
148	в их	2	2
149	на земле	14	2
150	начиная с	3	2
151	в двух	2	2
152	мы находим	2	2
153	в той	2	2
154	и по	3	2
155	и прежде	6	2
156	в своих	2	2
157	их в	2	2
158	в более	4	2
159	и во	4	2
160	не о	2	2
161	как будто	2	2
162	или по	3	2
163	как он	2	2
164	и жизни	2	2
165	в чисто	2	2
166	ничего не	6	2
167	мы не	4	2
