N	2gram	Tiupa_Narr_1	FransuaR
1	и в	19	65
2	то есть	19	45
3	и др	2	24
4	как бы	4	22
5	и не	20	22
6	и т.п	8	17
7	в сущности	3	16
8	в том	18	16
9	в этом	17	15
10	но в	6	14
11	в нем	4	13
12	нового времени	2	13
13	прежде всего	4	11
14	и на	3	11
15	том числе	6	10
16	и его	5	10
17	и потому	2	10
18	не только	32	10
19	но и	23	10
20	так и	9	10
21	все эти	2	10
22	в его	9	9
23	в своем	2	8
24	в основе	5	8
25	и даже	3	8
26	его в	2	7
27	в области	2	7
28	числе и	4	7
29	жизни и	3	7
30	точки зрения	10	7
31	только в	4	7
32	никогда не	3	6
33	том что	14	6
34	все же	7	6
35	как мы	3	6
36	времени и	7	6
37	в значительной	2	6
38	еще не	7	6
39	при этом	9	6
40	может быть	25	6
41	в ней	3	6
42	сказать что	4	6
43	одно из	2	6
44	в литературе	2	6
45	с его	6	5
46	в частности	14	5
47	жизни в	3	5
48	отличие от	5	5
49	на протяжении	6	5
50	есть в	2	5
51	или иной	5	5
52	для него	2	5
53	той или	4	5
54	и одновременно	2	5
55	как в	7	5
56	как и	7	5
57	в той	6	5
58	между тем	3	5
59	и все	2	5
60	связи с	4	4
61	не в	14	4
62	в этой	5	4
63	отношение к	2	4
64	совершенно не	2	4
65	из них	3	4
66	и до	2	4
67	в отличие	5	4
68	мира и	2	4
69	между ними	2	4
70	здесь и	2	4
71	что в	3	3
72	не является	8	3
73	это не	2	3
74	что он	6	3
75	в ее	3	3
76	но все	4	3
77	самом деле	2	3
78	о нем	4	3
79	по своей	3	3
80	даже в	2	3
81	к нему	5	3
82	с точки	2	3
83	то что	11	3
84	от всех	2	3
85	как раз	2	3
86	не может	10	3
87	этом отношении	3	3
88	в себя	6	3
89	в форме	5	3
90	уже не	5	3
91	во всей	2	3
92	жизни как	3	3
93	с другой	8	3
94	в себе	8	3
95	далеко не	5	3
96	но как	2	3
97	ничего не	2	3
98	и с	4	3
99	мира в	5	3
100	но не	5	2
101	к тому	7	2
102	в противоположность	2	2
103	или даже	2	2
104	из этих	3	2
105	всех его	2	2
106	можно сказать	5	2
107	же в	4	2
108	да и	4	2
109	основе своей	4	2
110	одной стороны	7	2
111	они в	2	2
112	и он	3	2
113	несмотря на	2	2
114	например в	2	2
115	значительной степени	2	2
116	наряду с	2	2
117	при всей	4	2
118	хотя и	3	2
119	он не	3	2
120	нет и	2	2
121	и для	2	2
122	приобщение к	2	2
123	при всех	2	2
124	во второй	2	2
125	время в	2	2
126	на него	3	2
127	в эпизоде	3	2
128	приводит к	2	2
129	смерти и	2	2
130	отношения к	2	2
131	истории и	2	2
132	особенно в	3	2
133	с одной	7	2
134	что не	4	2
135	что мы	2	2
136	одним из	2	2
137	в чужой	2	2
138	роль в	2	2
139	в таком	2	2
140	или в	2	2
141	к себе	5	2
142	а иногда	2	2
143	могут быть	3	2
144	совершенно иной	2	2
145	о том	6	2
146	жизни но	2	2
147	бы быть	3	2
148	в особенности	4	2
