N	2gram	Propp_Morf_1	Psycholo
1	то что	8	32
2	и в	13	31
3	в том	6	30
4	и т	41	26
5	что в	8	23
6	может быть	52	22
7	таким образом	21	20
8	при помощи	9	20
9	ясно что	5	19
10	так как	16	18
11	не может	14	17
12	как и	3	16
13	том что	4	16
14	и не	12	16
15	точки зрения	2	15
16	только в	2	14
17	а не	11	13
18	не только	4	13
19	что и	7	13
20	так же	3	12
21	если мы	5	12
22	мы не	8	12
23	в этом	14	12
24	могут быть	16	11
25	не в	3	11
26	на то	2	10
27	в сущности	3	10
28	того что	3	10
29	потому что	3	10
30	как в	3	9
31	самом деле	4	9
32	показать что	4	8
33	т д	39	8
34	и что	2	8
35	во всяком	2	8
36	что мы	2	8
37	что он	4	7
38	того чтобы	3	7
39	тому как	5	7
40	сказать что	2	7
41	о том	2	7
42	вовсе не	4	6
43	было бы	3	6
44	если бы	2	6
45	вслед за	5	6
46	всяком случае	2	6
47	целый ряд	3	6
48	а в	7	6
49	что она	2	6
50	для того	2	6
51	и есть	2	5
52	не является	3	5
53	все же	7	5
54	мы видим	13	5
55	то время	3	5
56	для нас	2	5
57	она не	2	5
58	несмотря на	4	5
59	в какой	3	5
60	как бы	3	5
61	в целом	3	5
62	другой стороны	4	5
63	и для	2	5
64	то же	7	5
65	с другой	8	5
66	время как	3	5
67	подобно тому	6	5
68	в то	3	5
69	как будто	2	5
70	утверждать что	3	5
71	к тому	4	4
72	в которой	3	4
73	и другие	6	4
74	прежде всего	9	4
75	тому что	4	4
76	очень часто	6	4
77	по существу	12	4
78	одна из	4	4
79	мы увидим	8	4
80	у нас	2	4
81	один из	5	4
82	в этих	13	4
83	со стороны	3	4
84	к этому	3	4
85	в результате	7	4
86	мы можем	2	4
87	там где	5	4
88	между тем	5	4
89	как это	3	4
90	мы имеем	9	4
91	совсем не	3	3
92	не могут	4	3
93	с тем	2	3
94	состоит в	2	3
95	в частности	2	3
96	его и	2	3
97	та же	2	3
98	рассматриваться как	2	3
99	вопрос о	7	3
100	в собственном	3	3
101	и к	4	3
102	это и	2	3
103	но это	6	3
104	но не	4	3
105	смысле слова	4	3
106	из его	2	3
107	из которых	3	3
108	например в	2	3
109	в этой	2	3
110	хотя и	3	3
111	он не	3	3
112	но мы	3	3
113	собственном смысле	3	3
114	так и	6	3
115	что при	2	3
116	который в	2	3
117	от того	3	3
118	и по	2	3
119	в которых	2	3
120	с этим	11	3
121	что эти	2	3
122	что эта	2	3
123	но в	2	3
124	т е	21	3
125	не менее	5	2
126	не существует	3	2
127	на вопрос	2	2
128	независимо от	3	2
129	если она	2	2
130	главным образом	4	2
131	и как	5	2
132	которое может	2	2
133	должны будем	2	2
134	в основу	2	2
135	не всегда	9	2
136	и здесь	5	2
137	она в	2	2
138	или не	3	2
139	тем не	5	2
140	уже не	2	2
141	себя и	2	2
142	представляет собой	17	2
143	что они	2	2
144	более или	2	2
145	в качестве	5	2
146	есть нечто	3	2
147	от других	2	2
148	настоящее время	3	2
149	случае не	3	2
150	означает что	2	2
151	с теми	4	2
152	как таковое	2	2
153	что такое	3	2
154	и их	2	2
155	большей частью	4	2
156	видим что	10	2
157	этой формы	3	2
158	далеко не	5	2
159	и тем	2	2
160	из них	3	2
161	но и	4	2
162	или менее	2	2
163	без всякого	2	2
164	что же	2	2
165	приводит к	2	2
166	как мы	6	2
167	только что	2	2
168	и таким	2	2
169	в связи	9	2
170	в настоящее	3	2
171	на самом	4	2
172	к чему	3	2
173	к нему	3	2
174	с точки	2	2
175	ничего не	4	2
176	этой школы	4	2
177	в каком	2	2
178	мы получаем	2	2
179	как например	2	2
180	но как	2	2
181	ту же	2	2
182	если же	5	2
183	может считаться	3	2
184	его в	2	2
185	тех же	4	2
