N	2gram	Voloshinov_2	Istorich
1	и в	19	28
2	может быть	28	25
3	не может	18	15
4	а не	9	15
5	никогда не	7	14
6	что в	2	12
7	то же	16	12
8	не только	13	12
9	только в	8	11
10	что он	4	10
11	все же	5	10
12	мы увидим	2	10
13	прежде всего	7	10
14	но и	10	10
15	мы не	2	10
16	в том	7	9
17	о том	3	9
18	то что	4	9
19	и не	19	9
20	не в	10	9
21	так и	10	9
22	что это	2	8
23	если бы	11	8
24	таким образом	14	8
25	в этом	15	8
26	но в	7	8
27	в этих	3	7
28	это не	4	7
29	том что	10	7
30	здесь мы	3	7
31	еще не	3	7
32	было бы	4	7
33	в ней	3	7
34	а в	3	7
35	так же	5	7
36	и здесь	5	7
37	с другой	3	6
38	к тому	6	6
39	что и	3	6
40	в этой	3	6
41	его в	7	6
42	так как	3	6
43	вместе с	2	6
44	должна быть	4	5
45	не знает	2	5
46	вопрос о	2	5
47	что они	2	5
48	более или	2	5
49	но не	2	5
50	до сих	3	5
51	в качестве	3	5
52	сих пор	3	5
53	или менее	2	5
54	в своем	2	5
55	на основе	3	5
56	или в	2	5
57	сказать что	4	5
58	в его	5	5
59	связи с	13	4
60	там где	2	4
61	в пределах	10	4
62	на то	4	4
63	в большинстве	5	4
64	и пр	25	4
65	одной стороны	3	4
66	другими словами	2	4
67	связь с	4	4
68	в связи	7	4
69	с этим	3	4
70	с одной	3	4
71	как и	9	4
72	того что	4	4
73	должны быть	2	4
74	и даже	2	4
75	хотя бы	6	4
76	и для	7	4
77	и с	2	4
78	и на	5	4
79	то мы	2	4
80	в основе	9	4
81	могут быть	3	4
82	они не	2	4
83	все эти	3	4
84	большинстве случаев	5	4
85	мы знаем	2	4
86	точку зрения	2	3
87	в какой	3	3
88	не как	3	3
89	перед нами	3	3
90	по себе	3	3
91	не с	2	3
92	именно в	2	3
93	в начале	2	3
94	при этом	9	3
95	и их	4	3
96	в котором	3	3
97	должен быть	2	3
98	отношению к	8	3
99	исходит из	3	3
100	в форме	5	3
101	в их	5	3
102	и тогда	2	3
103	нас не	2	3
104	и его	16	3
105	если мы	6	3
106	как мы	15	3
107	мы здесь	2	3
108	и он	2	3
109	же самое	6	3
110	по отношению	8	3
111	тем что	2	3
112	в другом	3	3
113	в то	8	3
114	не существует	3	2
115	но они	2	2
116	а с	2	2
117	самого начала	5	2
118	отличие от	3	2
119	по мере	4	2
120	к этому	5	2
121	его и	3	2
122	поэтому в	2	2
123	столь же	3	2
124	и от	3	2
125	целое и	2	2
126	и потому	2	2
127	между ними	2	2
128	вовсе не	11	2
129	значение и	2	2
130	здесь в	2	2
131	в тех	2	2
132	как процесс	2	2
133	ни было	6	2
134	в ее	3	2
135	то ни	5	2
136	мы видели	4	2
137	с самого	5	2
138	в зависимости	2	2
139	и как	6	2
140	зависимости от	2	2
141	одна из	7	2
142	как о	2	2
143	связано с	3	2
144	для него	9	2
145	в данной	4	2
146	что не	2	2
147	одной из	3	2
148	первобытного мышления	2	2
149	как бы	19	2
150	относится к	3	2
151	и тем	4	2
152	в нем	11	2
153	это было	2	2
154	не есть	3	2
155	себя в	2	2
156	бы то	4	2
157	во всех	6	2
158	конечно не	4	2
159	как раз	4	2
160	не на	2	2
161	в отличие	3	2
162	в особенности	2	2
163	отношения к	2	2
164	он не	3	2
165	в виде	2	2
166	приводит к	2	2
167	не так	2	2
168	одним из	2	2
169	должно быть	3	2
170	ничего не	4	2
171	а иногда	3	2
172	между тем	6	2
173	от этого	2	2
174	вступает в	2	2
175	xix века	2	2
176	в основном	4	2
177	в себе	4	2
178	бы в	4	2
179	ответ на	2	2
180	мы постараемся	3	2
181	только с	2	2
182	оно может	3	2
