N	2gram	Ircho_Kome_2	Problemy
1	и не	14	31
2	и в	26	29
3	в его	4	24
4	может быть	11	24
5	в этом	10	22
6	как бы	2	19
7	в нем	6	19
8	точки зрения	4	19
9	не только	7	15
10	то что	6	15
11	но и	10	14
12	и его	12	14
13	то же	3	14
14	рядом с	2	14
15	как и	4	12
16	не может	3	12
17	таким образом	6	12
18	в одном	2	10
19	этом смысле	2	10
20	в самом	4	10
21	в то	6	10
22	только в	4	10
23	с его	5	9
24	это не	2	9
25	все же	4	9
26	но не	3	9
27	же время	3	9
28	если бы	9	9
29	в каждом	3	8
30	в своем	6	8
31	что он	5	8
32	что в	9	8
33	отношению к	3	8
34	как не	2	8
35	в своей	3	8
36	по отношению	3	8
37	потому что	6	8
38	в том	11	8
39	прежде всего	4	7
40	вовсе не	2	7
41	том что	9	7
42	не в	2	7
43	так и	12	7
44	а в	3	7
45	и на	7	7
46	но в	3	7
47	все это	3	6
48	в одной	2	6
49	в конце	2	6
50	в целом	4	6
51	к нему	3	6
52	одним из	2	6
53	что она	2	6
54	как в	3	6
55	в самой	3	6
56	в мире	2	6
57	его в	4	6
58	так как	4	6
59	было бы	8	5
60	но все	3	5
61	еще не	6	5
62	у него	4	5
63	он не	2	5
64	той же	3	5
65	с их	4	5
66	во всяком	2	5
67	между тем	4	5
68	и это	2	5
69	мира в	4	5
70	идет о	2	4
71	бы и	2	4
72	что и	7	4
73	должна была	2	4
74	в построении	2	4
75	и с	5	4
76	даже в	2	4
77	от того	2	4
78	и т	2	4
79	и для	4	4
80	не было	3	4
81	тем что	3	4
82	как мы	4	4
83	в этой	3	4
84	человека в	3	4
85	уже в	4	3
86	в другой	2	3
87	в них	4	3
88	с другой	2	3
89	нового времени	2	3
90	ни в	5	3
91	хоть и	5	3
92	одна из	2	3
93	в уста	2	3
94	всяком случае	2	3
95	в духе	2	3
96	в их	3	3
97	тому что	4	3
98	т п	2	3
99	например в	3	3
100	и у	2	3
101	друг друга	3	3
102	и здесь	6	3
103	как будто	4	3
104	бы в	2	3
105	все время	2	2
106	связи с	3	2
107	от ее	2	2
108	однако в	2	2
109	друг другу	3	2
110	то ни	2	2
111	хотя бы	2	2
112	с этой	3	2
113	и во	2	2
114	и от	4	2
115	вопрос о	3	2
116	и ее	2	2
117	и к	2	2
118	жизни и	3	2
119	же в	4	2
120	так что	5	2
121	из его	2	2
122	является не	2	2
123	чем в	2	2
124	бы то	2	2
125	на себя	7	2
126	тот же	2	2
127	своего времени	2	2
128	и сам	3	2
129	друг с	2	2
130	наконец в	2	2
131	что из	2	2
132	до сих	2	2
133	в котором	3	2
134	один из	5	2
135	в один	2	2
136	отношение к	2	2
137	сих пор	2	2
138	ни было	2	2
139	в изображении	2	2
140	искать в	3	2
141	в той	2	2
142	и что	2	2
143	из которых	3	2
144	на этот	4	2
145	можно было	4	2
146	в ней	3	2
147	одно из	2	2
148	на пути	2	2
149	и есть	2	2
150	в истории	5	2
151	в которой	5	2
152	же не	2	2
153	бы к	2	2
154	с этим	5	2
