N	2gram	Tiupa_Hudo_2	Dialekti
1	и не	18	30
2	т е	2	25
3	и т	4	21
4	т д	2	19
5	и в	28	18
6	ничего не	5	17
7	может быть	8	17
8	точки зрения	2	17
9	в нем	3	16
10	а не	14	14
11	потому что	2	14
12	что в	5	13
13	то что	6	13
14	не только	11	13
15	если бы	6	12
16	было бы	3	12
17	с точки	2	12
18	в этом	13	12
19	не может	4	12
20	что это	5	11
21	что он	8	11
22	как бы	5	11
23	все это	3	11
24	в себе	9	11
25	прежде всего	3	10
26	несмотря на	3	10
27	то же	6	10
28	сказать что	2	10
29	никогда не	5	9
30	отнюдь не	2	9
31	это не	6	9
32	в том	15	9
33	так и	8	9
34	том что	19	9
35	и то	2	9
36	к нему	3	8
37	вовсе не	2	7
38	то в	4	7
39	но и	9	7
40	что она	7	7
41	что не	2	7
42	с другой	3	6
43	можно сказать	6	6
44	да и	5	6
45	хотя бы	2	6
46	она не	5	6
47	ни с	2	6
48	не было	6	6
49	не в	13	6
50	в то	6	6
51	с ним	7	6
52	но в	2	6
53	я не	7	5
54	он сам	2	5
55	в этих	3	5
56	в своем	5	5
57	как же	2	5
58	говорит о	4	5
59	есть и	3	5
60	ни о	3	5
61	не с	2	5
62	все же	2	5
63	отношение к	2	5
64	и он	3	5
65	а в	6	5
66	можно было	3	5
67	и с	6	5
68	говорить о	2	5
69	и об	2	4
70	к тому	7	4
71	об этом	7	4
72	но не	4	4
73	же время	4	4
74	с какой	2	4
75	не могу	3	4
76	в котором	6	4
77	так же	3	4
78	как раз	4	4
79	как мы	2	4
80	к ней	2	4
81	о том	12	4
82	как он	3	4
83	как это	7	4
84	тому что	4	3
85	в них	3	3
86	та же	2	3
87	не является	2	3
88	или иной	2	3
89	что и	4	3
90	что я	2	3
91	что они	4	3
92	и о	4	3
93	он не	4	3
94	в его	11	3
95	если в	2	3
96	гораздо более	2	3
97	один из	2	3
98	жизни и	6	3
99	что же	2	3
100	мысли и	2	3
101	только на	5	3
102	в самом	5	3
103	еще и	2	3
104	самом деле	3	3
105	была бы	3	3
106	в данном	2	3
107	в основе	2	3
108	в ней	3	3
109	нуждается в	2	3
110	только в	4	3
111	и все	7	3
112	как у	2	2
113	как только	3	2
114	на этом	2	2
115	не менее	5	2
116	они были	2	2
117	же как	2	2
118	бы и	4	2
119	именно в	2	2
120	в виде	2	2
121	а о	2	2
122	в частности	7	2
123	в качестве	4	2
124	и состоит	3	2
125	как в	5	2
126	не как	2	2
127	и от	2	2
128	из этих	2	2
129	с другими	3	2
130	со всей	2	2
131	о которых	2	2
132	в мире	7	2
133	как и	11	2
134	как о	3	2
135	тому же	2	2
136	для него	5	2
137	до сих	2	2
138	еще не	3	2
139	одной стороны	3	2
140	для того	4	2
141	о чем	8	2
142	о своем	4	2
143	вслед за	4	2
144	зная что	2	2
145	для нее	4	2
146	из них	2	2
147	в своей	6	2
148	дело не	2	2
149	сих пор	2	2
150	со стороны	3	2
151	и тогда	2	2
152	что даже	2	2
153	т п	2	2
154	и эта	2	2
155	не зная	2	2
156	а с	3	2
157	с одной	3	2
158	чтобы не	3	2
159	уже не	10	2
160	и у	2	2
161	и для	2	2
162	себе но	2	2
163	с ними	3	2
164	ее на	2	2
165	же и	2	2
166	то и	4	2
167	в другом	2	2
168	могла бы	2	2
169	и это	3	2
170	тоже не	2	2
171	это было	2	2
