N	2gram	Bakhtin_Fr_6	Myshleni
1	в этом	12	29
2	точки зрения	2	28
3	и в	41	26
4	не только	10	24
5	то что	10	24
6	таким образом	17	23
7	с точки	2	21
8	того чтобы	4	19
9	в том	2	18
10	и не	3	18
11	том что	7	17
12	потому что	3	16
13	как и	7	15
14	того что	3	14
15	так же	5	14
16	так как	10	14
17	как мы	12	14
18	с помощью	6	13
19	что в	7	12
20	вместе с	6	12
21	и его	13	12
22	но и	13	11
23	не может	4	11
24	что они	2	10
25	в развитии	2	10
26	в самом	10	9
27	что мы	2	9
28	в сущности	8	9
29	тем что	5	9
30	в себе	5	9
31	то же	5	8
32	сказать что	6	8
33	что он	6	8
34	той же	5	8
35	только в	3	8
36	представление о	2	7
37	прежде всего	10	7
38	может быть	2	7
39	мы не	2	7
40	и то	2	7
41	именно в	4	6
42	заключается в	2	6
43	как бы	7	6
44	в ее	5	6
45	все что	4	6
46	и что	5	6
47	было бы	3	6
48	во всех	17	6
49	все эти	11	6
50	все же	4	6
51	самом деле	4	6
52	а не	2	6
53	что это	5	6
54	с этой	3	5
55	как она	2	5
56	до конца	2	5
57	одной стороны	4	5
58	и их	3	5
59	данном случае	2	5
60	с одной	4	5
61	никак не	3	5
62	и с	16	5
63	себе в	2	5
64	в начале	3	5
65	в устной	2	5
66	бы в	2	5
67	как это	2	5
68	тогда когда	2	5
69	если мы	2	5
70	и для	3	5
71	в данном	3	5
72	не могут	2	4
73	никогда не	8	4
74	с другой	4	4
75	и от	4	4
76	в конце	2	4
77	так что	2	4
78	в котором	4	4
79	и наконец	4	4
80	и во	2	4
81	в его	7	4
82	о том	9	4
83	но в	8	4
84	стороны и	2	4
85	связи с	2	4
86	одной из	3	4
87	как в	4	4
88	это и	2	4
89	в той	5	4
90	не в	4	4
91	в области	2	4
92	связана с	2	3
93	для этого	2	3
94	все это	11	3
95	из этих	2	3
96	но это	3	3
97	есть в	3	3
98	в ней	4	3
99	в основе	4	3
100	между ними	3	3
101	мы видели	2	3
102	в первой	3	3
103	этом отношении	3	3
104	мы находим	2	3
105	во втором	3	3
106	он не	2	3
107	мы уже	18	3
108	в первом	3	3
109	с ним	4	3
110	втором случае	3	3
111	первом случае	3	3
112	в пределе	2	3
113	во всем	5	3
114	в то	6	3
115	но не	2	3
116	в одной	3	3
117	до сих	3	3
118	и потому	2	3
119	в своей	2	3
120	сих пор	3	3
121	так и	5	3
122	как раз	2	3
123	из того	2	3
124	к нему	3	3
125	мы видим	6	3
126	с другими	3	3
127	в этой	8	3
128	в чем	3	3
129	перед нами	3	2
130	уже в	4	2
131	что если	2	2
132	в этих	2	2
133	котором мы	3	2
134	никто не	2	2
135	что все	2	2
136	как известно	2	2
137	для нас	2	2
138	в большинстве	4	2
139	на его	2	2
140	не мог	3	2
141	или в	6	2
142	одним из	4	2
143	но если	2	2
144	один из	6	2
145	в нем	16	2
146	есть только	3	2
147	значение в	2	2
148	где они	2	2
149	которых мы	2	2
150	образом в	2	2
151	лишь в	2	2
152	а в	4	2
153	тенденция к	2	2
154	самим собой	2	2
155	также и	6	2
156	но он	5	2
157	большинстве случаев	5	2
158	во время	9	2
159	с этим	3	2
160	вовсе не	7	2
161	но эта	2	2
162	а затем	4	2
163	раз в	2	2
164	у нас	4	2
165	ведь это	2	2
166	со всеми	2	2
167	даже в	4	2
168	и до	7	2
169	из этого	4	2
170	внимание на	2	2
171	но с	2	2
172	что не	3	2
173	и он	5	2
174	границы между	9	2
