N	2gram	Vygotskiy__6	Freidism
1	таким образом	18	24
2	и не	11	23
3	не может	19	20
4	точки зрения	13	19
5	прежде всего	2	18
6	в этом	27	15
7	в его	3	15
8	с помощью	13	14
9	мы можем	9	13
10	может быть	13	13
11	и его	3	12
12	как и	6	11
13	как бы	11	11
14	то что	28	11
15	все эти	2	11
16	с точки	10	11
17	так и	6	10
18	как мы	10	10
19	самом деле	2	10
20	его в	6	10
21	с ним	2	10
22	но в	5	10
23	с его	3	9
24	и в	28	9
25	во всех	4	9
26	по отношению	10	9
27	что он	18	8
28	отношению к	10	8
29	еще не	8	8
30	в своей	2	8
31	он не	7	8
32	не только	16	8
33	все это	2	8
34	то же	7	8
35	только в	18	8
36	и все	5	8
37	так как	10	8
38	мы знаем	4	7
39	один из	3	7
40	мы видели	8	7
41	отношение к	7	7
42	в самом	8	7
43	те же	3	7
44	и наконец	2	7
45	сказать что	13	7
46	мы уже	2	7
47	никогда не	8	6
48	точку зрения	2	6
49	для него	6	6
50	того что	24	6
51	и к	6	5
52	он сам	2	5
53	знаем что	4	5
54	но мы	3	5
55	можно сказать	6	5
56	не в	4	5
57	в этой	5	5
58	в чем	6	5
59	для этого	2	5
60	в то	6	5
61	что такое	3	5
62	что в	17	5
63	но и	10	5
64	в себя	3	5
65	для того	8	5
66	а в	2	5
67	и на	5	5
68	могут быть	5	5
69	с этим	4	5
70	мы должны	3	5
71	не менее	2	4
72	но не	10	4
73	я не	4	4
74	в котором	2	4
75	и др	2	4
76	в этих	2	4
77	из этих	3	4
78	в пределах	5	4
79	если мы	2	4
80	с другими	2	4
81	к тому	10	4
82	на этом	4	4
83	связанные с	3	4
84	при этом	3	4
85	от того	10	4
86	как раз	6	4
87	в основе	3	4
88	в зависимости	5	4
89	в нем	7	4
90	все же	2	4
91	между ними	7	4
92	того чтобы	10	4
93	с самого	7	4
94	в которой	7	4
95	той же	4	4
96	мы не	6	4
97	с ними	2	4
98	в данном	2	4
99	этот вопрос	3	4
100	потому что	22	4
101	зависимости от	5	4
102	не могут	5	3
103	самого начала	7	3
104	если бы	7	3
105	мыслей и	2	3
106	тому что	11	3
107	в них	3	3
108	развития как	3	3
109	во втором	3	3
110	и от	2	3
111	что все	5	3
112	ступенях развития	2	3
113	а только	2	3
114	в себе	4	3
115	и как	6	3
116	но это	2	3
117	по своему	2	3
118	она не	2	3
119	было бы	9	3
120	и той	3	3
121	из которого	2	3
122	ее в	2	3
123	ребенка в	8	3
124	только то	3	3
125	когда он	2	3
126	вместе с	7	3
127	приводит к	6	3
128	всем этим	2	3
129	не знает	3	3
130	как в	3	3
131	мысли и	2	3
132	одной и	3	3
133	этой области	2	3
134	и что	6	3
135	на этот	4	3
136	и по	3	3
137	между двумя	2	3
138	мы имеем	4	3
139	у него	2	3
140	в сознании	4	3
141	в отношении	10	2
142	зависит от	3	2
143	видели что	3	2
144	только не	3	2
145	и другие	2	2
146	для всех	2	2
147	в нашем	4	2
148	между собой	9	2
149	того же	7	2
150	с другой	2	2
151	это не	5	2
152	оно не	4	2
153	в конце	2	2
154	в такой	2	2
155	же самое	6	2
156	для развития	5	2
157	освобождение от	2	2
158	для ребенка	6	2
159	для нас	2	2
160	до конца	3	2
161	это и	3	2
162	том что	19	2
163	более того	2	2
164	на этой	5	2
165	чем он	2	2
166	а не	3	2
167	в настоящей	2	2
168	связано с	3	2
169	что с	3	2
170	в нашей	3	2
171	лежат в	2	2
172	из них	2	2
173	у ребенка	13	2
174	к другим	11	2
175	что мы	11	2
176	его отношение	3	2
177	но если	4	2
178	в процессе	9	2
179	относится к	4	2
180	в своем	7	2
181	себе и	2	2
182	в развитии	24	2
183	во второй	2	2
184	сих пор	3	2
185	в их	3	2
186	только на	2	2
187	отличается от	3	2
188	отношения к	3	2
189	в совершенно	2	2
190	которых мы	2	2
191	этом отношении	3	2
192	что оно	7	2
193	из того	5	2
194	в высшей	2	2
195	на первых	4	2
196	к объекту	14	2
197	так же	15	2
198	как на	3	2
199	на основе	4	2
200	мы видим	7	2
201	опирается на	2	2
202	значение для	3	2
203	и то	4	2
204	от этого	3	2
205	в психологии	3	2
206	нуждается в	3	2
207	они не	4	2
208	в своих	3	2
209	что и	4	2
210	к его	2	2
211	но как	3	2
212	в другом	2	2
213	и вообще	2	2
214	речи и	5	2
215	которые он	2	2
216	в первом	4	2
217	до сих	3	2
218	нами выше	2	2
219	когда мы	6	2
220	как это	3	2
221	в области	6	2
222	возможно только	3	2
