N	2gram	Vinokur_Ku_3	Problemy
1	и в	23	35
2	как бы	5	31
3	и не	10	27
4	что он	6	24
5	в его	11	21
6	но в	2	19
7	не может	6	18
8	как и	5	18
9	к другому	2	16
10	то же	6	15
11	но и	3	14
12	может быть	14	14
13	все это	2	14
14	в сущности	4	14
15	в этом	16	14
16	он не	3	13
17	прежде всего	9	12
18	и с	3	12
19	и к	3	12
20	в пределах	2	11
21	в то	3	11
22	слова и	7	11
23	не в	5	10
24	самом деле	14	10
25	не только	17	10
26	то что	4	10
27	в отношении	3	9
28	на самом	3	9
29	ни одного	2	9
30	я не	5	8
31	так и	6	8
32	потому что	12	8
33	все же	5	8
34	как мы	5	8
35	лишь в	8	7
36	так же	2	7
37	а в	5	7
38	точки зрения	23	7
39	вовсе не	5	7
40	еще не	9	7
41	отношению к	2	7
42	что же	5	7
43	там где	3	7
44	таким образом	9	7
45	слова в	4	6
46	что в	13	6
47	к тому	3	6
48	но это	5	6
49	что они	2	6
50	и что	7	6
51	отношение к	3	6
52	в самом	13	6
53	не знает	2	6
54	в одном	2	6
55	но не	3	6
56	в слове	4	6
57	по отношению	3	6
58	только в	6	6
59	в том	22	5
60	как к	2	5
61	этого слова	4	5
62	я все	2	5
63	на него	3	5
64	как в	4	5
65	на протяжении	2	5
66	но на	3	4
67	с другой	7	4
68	или иной	7	4
69	но все	2	4
70	не о	2	4
71	и вот	3	4
72	между тем	4	4
73	той или	5	4
74	но как	3	4
75	его в	2	4
76	так как	9	4
77	бы уже	2	4
78	как раз	4	4
79	по себе	6	4
80	по своему	2	4
81	тот же	6	4
82	в своей	4	4
83	в той	4	4
84	а не	11	4
85	что не	4	4
86	и без	2	4
87	во всяком	2	4
88	тем что	5	4
89	он в	2	4
90	я в	3	4
91	что это	3	4
92	в чем	5	4
93	уже в	3	3
94	такой же	2	3
95	тому же	3	3
96	в общем	6	3
97	как ты	3	3
98	в виду	8	3
99	в целом	4	3
100	другой стороны	3	3
101	все эти	7	3
102	того что	11	3
103	должно быть	7	3
104	это не	3	3
105	сказать что	7	3
106	говорить о	6	3
107	мы должны	3	3
108	в котором	2	3
109	с тем	6	3
110	эти слова	2	3
111	не как	2	3
112	раз и	2	3
113	в ее	4	3
114	это и	3	3
115	том что	11	3
116	слов и	5	3
117	было бы	16	3
118	за пределы	2	3
119	что и	6	3
120	когда он	2	3
121	всего этого	3	3
122	только что	2	3
123	а с	3	3
124	уже не	8	3
125	ничего не	6	3
126	так сказать	2	2
127	не менее	12	2
128	на вопрос	3	2
129	это уже	3	2
130	в этих	2	2
131	тому что	4	2
132	для этого	6	2
133	о них	4	2
134	столь же	4	2
135	с этой	3	2
136	что все	2	2
137	это в	2	2
138	вопрос о	11	2
139	что на	3	2
140	ни в	3	2
141	в дальнейшем	2	2
142	на этом	2	2
143	только слово	2	2
144	при этом	6	2
145	хотя и	5	2
146	лишь о	2	2
147	мог бы	2	2
148	речи в	7	2
149	мы видели	3	2
150	в своем	4	2
151	те же	7	2
152	не просто	2	2
153	я хочу	3	2
154	увидим что	2	2
155	тому как	2	2
156	но для	3	2
157	в которых	3	2
158	а что	2	2
159	в ней	3	2
160	ни на	2	2
161	что сам	3	2
162	о том	6	2
163	как он	2	2
164	в первом	5	2
165	слово в	3	2
166	я и	3	2
167	смысле этого	2	2
168	однако в	2	2
169	до крайности	2	2
170	материал для	2	2
171	точек зрения	2	2
172	быть в	2	2
173	и того	2	2
174	то в	3	2
175	конечно не	2	2
176	своего рода	2	2
177	вместе с	2	2
178	бы и	3	2
179	так в	2	2
180	в отличие	2	2
181	бы не	3	2
182	чтобы не	2	2
183	на этот	2	2
184	и как	2	2
185	хотя бы	9	2
186	с точки	16	2
187	той же	3	2
188	такая же	2	2
189	можно было	11	2
190	с другими	2	2
191	не случайно	4	2
192	сам по	3	2
193	и об	2	2
194	отличие от	2	2
195	если и	2	2
