N	2gram	Trubetskoy_1	Psycholo
1	и в	23	38
2	то что	18	35
3	в том	30	25
4	в самом	8	25
5	самом деле	12	21
6	что в	8	20
7	может быть	16	19
8	и что	8	18
9	на то	9	16
10	точки зрения	13	16
11	в ней	3	15
12	то есть	2	15
13	если бы	8	14
14	том что	19	14
15	как бы	10	14
16	потому что	9	14
17	в этой	6	13
18	совершенно ясно	2	13
19	в этом	12	13
20	было бы	3	12
21	не только	7	12
22	таким образом	31	12
23	не в	8	12
24	что он	7	11
25	что это	5	10
26	в сущности	2	10
27	то же	4	10
28	и не	8	10
29	и все	7	10
30	о которых	6	9
31	с точки	8	9
32	того чтобы	8	9
33	все же	13	8
34	с тем	2	8
35	с этим	11	8
36	вовсе не	2	8
37	для нас	3	8
38	как и	9	8
39	так что	5	8
40	из этого	6	8
41	для того	8	8
42	и то	4	8
43	и это	3	8
44	с другой	6	7
45	мы можем	6	7
46	не может	17	7
47	что у	2	7
48	как мы	2	7
49	может служить	3	7
50	а в	3	7
51	заключается в	2	7
52	между тем	12	7
53	мы уже	4	7
54	все то	2	7
55	из них	5	6
56	к тому	8	6
57	мы видели	2	6
58	до сих	8	6
59	она не	2	6
60	и если	6	6
61	в котором	2	6
62	тому что	2	6
63	он не	3	6
64	которых мы	3	6
65	с одной	3	6
66	так как	7	6
67	если мы	4	6
68	и на	6	6
69	в которых	2	6
70	о том	7	6
71	ясно что	8	6
72	я не	2	5
73	должна быть	5	5
74	в своем	10	5
75	на этом	2	5
76	одной стороны	2	5
77	несмотря на	6	5
78	совершенно не	3	5
79	иначе говоря	4	5
80	вместе с	6	5
81	но и	9	5
82	сих пор	8	5
83	другой стороны	5	5
84	в другом	2	5
85	о котором	7	5
86	в его	5	5
87	в которой	5	5
88	что если	3	4
89	никогда не	4	4
90	что эта	4	4
91	если он	2	4
92	в тех	3	4
93	из него	2	4
94	что они	2	4
95	в свою	2	4
96	по своему	5	4
97	при этом	9	4
98	что с	5	4
99	и для	6	4
100	конечно не	3	4
101	во всех	10	4
102	в самой	2	4
103	но если	2	4
104	в нем	3	4
105	что и	7	4
106	в целом	5	4
107	в течение	4	4
108	все эти	19	4
109	при помощи	3	4
110	того что	6	4
111	из которых	4	4
112	в своих	2	4
113	мы все	2	4
114	у него	5	4
115	только в	6	4
116	что эти	2	4
117	как будто	5	4
118	одна из	2	4
119	в себе	5	4
120	не то	3	4
121	в виду	2	4
122	страсть к	2	3
123	как на	4	3
124	что под	2	3
125	в них	2	3
126	та же	3	3
127	из этих	8	3
128	что все	5	3
129	к этому	5	3
130	из одного	2	3
131	в такой	4	3
132	и к	5	3
133	конечно в	2	3
134	того же	9	3
135	тот же	3	3
136	в один	2	3
137	мы говорили	7	3
138	в основе	2	3
139	из двух	2	3
140	все это	11	3
141	то и	2	3
142	и только	2	3
143	не так	4	3
144	по его	2	3
145	однако мы	2	3
146	что как	4	3
147	в таком	4	3
148	к ним	2	3
149	из всех	5	3
150	далеко не	5	3
151	в то	6	3
152	бы в	3	3
153	его в	5	3
154	что по	3	3
155	но в	4	3
156	к тем	2	3
157	в общем	6	2
158	в данном	3	2
159	признать что	3	2
160	не могут	4	2
161	всех этих	4	2
162	и более	2	2
163	можно назвать	3	2
164	в этих	3	2
165	отнюдь не	2	2
166	при таком	2	2
167	все они	5	2
168	между собой	4	2
169	следует что	2	2
170	хотя бы	4	2
171	столь же	5	2
172	с этой	3	2
173	при том	2	2
174	на самом	7	2
175	тем сильнее	2	2
176	во всяком	2	2
177	что оно	3	2
178	и ее	2	2
179	только что	3	2
180	у нас	3	2
181	по существу	6	2
182	это есть	4	2
183	в силу	7	2
184	такой же	2	2
185	у них	6	2
186	есть в	2	2
187	свою очередь	2	2
188	очевидно что	3	2
189	только то	2	2
190	то время	2	2
191	для него	2	2
192	он все	2	2
193	и может	3	2
194	они не	2	2
195	образом и	2	2
196	указывают на	3	2
197	всяком случае	2	2
198	для этого	7	2
199	и уже	2	2
200	с ее	2	2
201	в противоречие	2	2
202	всех остальных	2	2
203	данном случае	3	2
204	всех прочих	2	2
205	имеет место	2	2
206	что же	2	2
207	целый ряд	4	2
208	что его	4	2
209	так же	8	2
210	в совершенно	3	2
211	в виде	4	2
212	что за	2	2
213	а с	4	2
214	одной и	2	2
215	не более	2	2
216	и наконец	3	2
217	что та	4	2
218	и по	3	2
219	в конце	4	2
220	их в	2	2
221	что только	2	2
222	одно из	3	2
223	все прочие	4	2
224	как к	5	2
225	но как	2	2
226	в истории	3	2
227	этого слова	2	2
228	этими двумя	2	2
229	с ним	6	2
230	в эту	2	2
231	том и	2	2
