N	2gram	Losev_Dial_3	Problema
1	и в	24	30
2	то что	14	18
3	не только	23	18
4	том что	8	17
5	в этом	8	17
6	и даже	13	14
7	но и	9	13
8	таким образом	13	13
9	людей и	2	13
10	потому что	7	13
11	в том	5	12
12	в его	2	12
13	и не	27	12
14	а именно	2	12
15	также и	2	12
16	о том	6	12
17	в своем	3	11
18	у него	2	11
19	так что	8	11
20	в виде	8	10
21	для нас	2	10
22	точки зрения	25	10
23	все же	3	9
24	сказать что	4	9
25	но в	2	9
26	и вообще	2	9
27	только в	5	9
28	и все	6	9
29	вовсе не	13	8
30	никак не	2	8
31	хотя и	5	8
32	с точки	14	8
33	на небо	2	8
34	никогда не	7	7
35	что он	13	7
36	у нас	4	7
37	как и	7	7
38	но не	2	7
39	может быть	13	7
40	так и	5	7
41	говорит о	4	7
42	не в	3	7
43	с другой	4	6
44	прежде всего	8	6
45	уже не	5	6
46	и как	8	6
47	несмотря на	2	6
48	и для	2	6
49	как бы	3	6
50	в нем	3	6
51	что и	6	6
52	другой стороны	2	6
53	и что	15	6
54	а в	2	6
55	и его	5	6
56	и на	3	6
57	при помощи	3	6
58	так как	6	6
59	не менее	11	5
60	что в	7	5
61	что у	2	5
62	тем не	10	5
63	в силу	3	5
64	так же	4	5
65	в самом	7	5
66	и о	3	5
67	миф о	3	5
68	для себя	2	5
69	не может	19	5
70	не просто	18	5
71	а не	26	5
72	и у	2	5
73	и притом	5	5
74	что этот	2	5
75	и то	4	5
76	он и	3	5
77	как раз	7	5
78	и с	6	5
79	если не	3	4
80	еще и	2	4
81	в частности	2	4
82	как именно	2	4
83	отнюдь не	10	4
84	но даже	3	4
85	как о	4	4
86	нового времени	2	4
87	по крайней	5	4
88	тогда когда	5	4
89	ни в	9	4
90	все еще	2	4
91	ясно что	7	4
92	в смысле	2	4
93	об этом	6	4
94	не содержится	2	4
95	при этом	2	4
96	было бы	5	4
97	крайней мере	5	4
98	разного рода	2	4
99	и к	5	4
100	и он	2	4
101	или в	2	4
102	нас в	2	4
103	даже и	7	4
104	в себе	2	4
105	в то	5	4
106	из этого	2	4
107	учение о	8	3
108	все время	3	3
109	именно в	2	3
110	точно так	2	3
111	не что	6	3
112	но только	4	3
113	же в	2	3
114	что иное	6	3
115	что его	5	3
116	в сравнении	3	3
117	то время	4	3
118	только тогда	3	3
119	еще не	2	3
120	одной стороны	3	3
121	для того	3	3
122	нет никакой	4	3
123	он не	5	3
124	нет никакого	7	3
125	и тем	2	3
126	иное как	6	3
127	с одной	3	3
128	только и	2	3
129	того что	12	3
130	к нему	3	3
131	есть только	12	3
132	время как	4	3
133	жизнь и	4	3
134	быть только	2	3
135	в ней	2	3
136	сравнении с	3	3
137	в виду	7	3
138	если только	4	2
139	я не	6	2
140	не могут	4	2
141	уже и	3	2
142	и без	3	2
143	в них	5	2
144	этого мифа	2	2
145	хотя бы	4	2
146	это не	4	2
147	с этой	5	2
148	на стадии	2	2
149	раз и	3	2
150	была бы	3	2
151	по себе	20	2
152	что именно	3	2
153	на то	3	2
154	к тому	4	2
155	то же	6	2
156	как мы	2	2
157	по существу	2	2
158	мы и	4	2
159	не будет	3	2
160	и нет	7	2
161	и сама	5	2
162	кроме того	6	2
163	со всеми	2	2
164	жизни и	5	2
165	в данном	2	2
166	что не	5	2
167	при его	3	2
168	конечно не	4	2
169	но для	2	2
170	и является	2	2
171	иной раз	2	2
172	всяком случае	2	2
173	бы то	2	2
174	этот миф	3	2
175	из них	3	2
176	себя самого	2	2
177	ее в	2	2
178	все что	3	2
179	но еще	2	2
180	и тогда	5	2
181	при всем	4	2
182	то и	3	2
183	и только	6	2
184	не больше	3	2
185	или же	3	2
186	все эти	3	2
187	или к	2	2
188	и они	2	2
189	тех или	2	2
190	мы не	5	2
191	они не	2	2
192	самом деле	6	2
193	в таком	14	2
194	и тут	3	2
195	его не	2	2
196	во всяком	2	2
197	тем что	3	2
198	в одной	3	2
199	мере в	3	2
200	как с	2	2
201	о себе	2	2
202	его на	2	2
203	есть в	3	2
204	мира и	3	2
205	в чем	4	2
206	ничего не	17	2
207	таком случае	10	2
