N	2gram	Vygotskiy__5	VeschiIm
1	не есть	4	49
2	не может	9	33
3	не только	16	31
4	может быть	11	29
5	и не	6	28
6	и в	30	26
7	то что	37	24
8	и есть	5	23
9	это значит	2	22
10	и т	7	21
11	т д	3	20
12	а не	8	20
13	есть только	2	17
14	и следовательно	2	15
15	что она	6	14
16	только в	5	14
17	и что	23	13
18	того что	8	13
19	по себе	7	13
20	что это	8	12
21	было бы	5	12
22	но и	6	12
23	сказать что	9	12
24	есть не	4	12
25	все же	7	12
26	в себя	2	12
27	и то	9	12
28	таким образом	20	11
29	то же	7	10
30	в ней	4	10
31	как бы	19	10
32	потому что	23	10
33	что мы	11	10
34	есть нечто	3	10
35	в том	27	9
36	в самом	14	9
37	и с	2	9
38	прежде всего	4	9
39	себя и	2	8
40	иное как	2	8
41	на то	17	8
42	что иное	2	8
43	не что	2	8
44	в себе	5	8
45	и это	8	8
46	ничего не	2	8
47	со своим	2	7
48	совершенно не	6	7
49	что оно	6	7
50	в то	2	7
51	так как	9	7
52	том что	21	7
53	указывает на	4	7
54	как раз	13	7
55	в этом	14	7
56	так что	3	6
57	и как	7	6
58	это есть	3	6
59	что они	5	6
60	что в	24	6
61	для него	3	6
62	жизни и	6	6
63	со стороны	3	6
64	отличается от	2	6
65	и только	3	6
66	должно быть	2	6
67	в результате	4	6
68	точки зрения	7	6
69	когда мы	6	6
70	но в	5	6
71	ясно что	6	6
72	одно и	3	6
73	если мы	16	6
74	можно было	3	6
75	должна быть	2	5
76	в отношении	2	5
77	это не	3	5
78	с этой	2	5
79	не в	8	5
80	еще не	5	5
81	и до	2	5
82	для этого	9	5
83	а в	4	5
84	с тем	8	5
85	если бы	11	5
86	в свою	3	5
87	в ее	3	5
88	у нас	4	5
89	это и	2	5
90	одна из	3	5
91	но не	7	5
92	того же	2	5
93	в сущности	12	5
94	и для	6	5
95	как только	4	4
96	в своем	6	4
97	с другой	9	4
98	есть то	2	4
99	и мы	16	4
100	из них	2	4
101	в их	3	4
102	что есть	2	4
103	от того	4	4
104	и даже	2	4
105	с этим	2	4
106	о том	10	4
107	не существует	3	4
108	и все	4	4
109	то это	4	4
110	как и	6	4
111	во всех	2	4
112	и о	3	4
113	его на	2	4
114	и потому	5	4
115	должен быть	2	4
116	что и	3	4
117	быть и	2	4
118	этот вопрос	4	4
119	между ними	2	4
120	с точки	2	4
121	мы не	3	4
122	в данном	3	4
123	тем что	6	4
124	же не	2	4
125	и другое	2	3
126	никогда не	9	3
127	вопрос о	3	3
128	что именно	5	3
129	можно сказать	2	3
130	к тому	8	3
131	эти две	3	3
132	несмотря на	5	3
133	это может	2	3
134	на этом	6	3
135	в нем	7	3
136	сам по	3	3
137	все это	2	3
138	отношения к	2	3
139	мы находим	2	3
140	и ни	2	3
141	мы имеем	8	3
142	само по	2	3
143	даже и	2	3
144	к другому	2	3
145	в одном	2	3
146	один из	5	3
147	что он	17	3
148	мы видим	8	3
149	если я	2	3
150	тот же	3	3
151	по самому	2	3
152	себе не	2	3
153	в своей	4	3
154	вместе с	12	3
155	так и	3	3
156	только на	4	3
157	а с	5	3
158	из того	3	3
159	в той	3	3
160	самом деле	8	3
161	бы в	5	3
162	того чтобы	20	3
163	хотя бы	3	3
164	вопроса о	2	3
165	в основе	7	3
166	казалось бы	4	2
167	в частности	4	2
168	тому что	8	2
169	именно потому	3	2
170	была бы	3	2
171	что на	3	2
172	и можно	2	2
173	ни в	3	2
174	но все	2	2
175	что ему	2	2
176	обе эти	2	2
177	мог бы	2	2
178	и если	6	2
179	и та	2	2
180	мы уже	6	2
181	в виду	4	2
182	и тем	6	2
183	и уже	3	2
184	но она	2	2
185	образом и	2	2
186	данном случае	3	2
187	но только	3	2
188	мы говорили	4	2
189	это совершенно	2	2
190	оба эти	2	2
191	чем не	2	2
192	и вот	2	2
193	заключается в	8	2
194	бы на	2	2
195	так же	13	2
196	в своих	5	2
197	от одного	2	2
198	говорится о	2	2
199	как это	7	2
200	как она	4	2
201	то есть	13	2
202	мы можем	7	2
203	с которой	2	2
204	является в	2	2
205	мы получим	2	2
206	о чем	4	2
207	не с	2	2
208	о которых	2	2
209	а затем	2	2
210	в силу	3	2
211	в качестве	2	2
212	себе и	2	2
213	но еще	2	2
214	как вещь	2	2
215	никак не	6	2
216	об этом	3	2
217	он не	3	2
218	и когда	9	2
219	когда он	5	2
220	как в	3	2
221	находится в	2	2
222	приводит к	2	2
223	все равно	2	2
224	как мы	5	2
225	для того	20	2
226	тем же	3	2
227	и его	6	2
228	той же	3	2
229	с но	2	2
230	и таким	2	2
231	ту же	2	2
232	если же	2	2
233	дело в	2	2
