N	2gram	Propp_Isto_7	Myslijsy
1	потому что	9	49
2	для нас	6	31
3	и в	24	24
4	может быть	14	23
5	то что	7	20
6	и не	4	19
7	а не	8	18
8	в том	7	18
9	что в	13	16
10	не только	21	15
11	того же	2	14
12	при этом	4	13
13	было бы	2	13
14	не в	9	13
15	но не	6	12
16	не может	14	12
17	то же	8	12
18	мы можем	4	12
19	что мы	3	11
20	что и	8	11
21	вместе с	7	11
22	мы не	4	11
23	только в	6	11
24	таким образом	7	11
25	так что	3	10
26	как в	12	10
27	тогда как	3	10
28	так как	8	10
29	тогда когда	3	10
30	точно так	2	9
31	вовсе не	4	9
32	в нем	6	9
33	как бы	4	9
34	но и	11	9
35	то и	4	9
36	а в	10	8
37	том что	10	8
38	и на	2	8
39	в этом	12	8
40	не могут	2	7
41	прежде всего	2	7
42	во всех	7	7
43	как и	6	7
44	того что	6	7
45	тем что	6	7
46	с этим	2	7
47	в чем	5	7
48	того как	3	7
49	в состоянии	4	6
50	связи с	3	6
51	с другой	9	6
52	не можем	2	6
53	тем не	4	6
54	и т	17	6
55	не имеет	4	6
56	в то	2	6
57	уже в	3	5
58	не менее	5	5
59	с ним	5	5
60	что они	3	5
61	тот же	2	5
62	не от	2	5
63	что не	2	5
64	на то	3	5
65	о том	9	5
66	так и	5	5
67	в них	3	5
68	из них	2	5
69	все же	9	5
70	в которой	2	5
71	во время	6	4
72	никогда не	4	4
73	из этих	3	4
74	что он	21	4
75	уже не	2	4
76	одна из	7	4
77	и другое	2	4
78	до сих	2	4
79	еще не	8	4
80	и если	3	4
81	должны быть	3	4
82	в самом	2	4
83	между прочим	3	4
84	время как	2	4
85	в котором	2	4
86	сих пор	3	4
87	так в	4	4
88	с одной	5	4
89	если не	4	4
90	и что	10	4
91	они не	2	4
92	от него	3	4
93	как он	6	4
94	там где	5	4
95	то время	2	4
96	в других	4	4
97	но в	5	4
98	на вопрос	4	3
99	что это	6	3
100	так например	2	3
101	это не	10	3
102	и от	2	3
103	и все	6	3
104	думать что	2	3
105	хотя и	3	3
106	то это	5	3
107	но тем	2	3
108	одной стороны	5	3
109	кажется что	3	3
110	но это	3	3
111	например в	3	3
112	не совсем	2	3
113	же что	2	3
114	если в	2	3
115	его в	3	3
116	и тем	2	3
117	на него	2	3
118	со стороны	2	3
119	что она	5	3
120	что его	2	3
121	т д	16	3
122	на ней	3	3
123	и у	2	3
124	того кто	2	3
125	не так	2	3
126	его не	2	3
127	во многих	2	3
128	в этих	13	3
129	то не	4	3
130	которые не	2	3
131	этого не	2	2
132	всех этих	6	2
133	связанные с	2	2
134	и его	3	2
135	что во	2	2
136	что у	4	2
137	превращается в	3	2
138	но он	2	2
139	не столько	3	2
140	и это	2	2
141	к этому	2	2
142	вопрос о	3	2
143	с его	3	2
144	вместе со	2	2
145	после того	4	2
146	мы знаем	2	2
147	такое же	2	2
148	но все	4	2
149	все эти	2	2
150	так же	6	2
151	у него	10	2
152	связано с	3	2
153	случаи когда	2	2
154	и тот	2	2
155	в действительности	2	2
156	к ней	2	2
157	его на	2	2
158	для нее	2	2
159	если это	2	2
160	не все	3	2
161	один из	7	2
162	ни с	2	2
163	где оно	2	2
164	не имеют	2	2
165	все это	8	2
166	другой стороны	8	2
167	вытекает из	2	2
168	в связи	2	2
169	только после	2	2
170	образом мы	2	2
171	что за	3	2
172	что такое	2	2
173	мы видим	10	2
174	и по	3	2
175	друг друга	2	2
176	как это	2	2
177	нам по	2	2
178	или в	8	2
179	и здесь	12	2
180	сказать что	2	2
181	тому что	2	2
182	ничем не	2	2
183	во всем	2	2
184	мы должны	4	2
