N	2gram	Bakhtin_Fr_7	Hudozhes
1	том что	4	16
2	и в	41	14
3	так и	10	13
4	а не	2	12
5	в том	11	12
6	не только	5	12
7	при этом	3	12
8	о том	6	12
9	прежде всего	11	11
10	в этом	15	11
11	в себе	11	11
12	для него	6	10
13	в своей	3	10
14	у него	6	9
15	что он	3	9
16	как и	14	9
17	в качестве	9	9
18	то же	13	9
19	как в	5	8
20	то что	8	8
21	же время	9	8
22	отношению к	2	8
23	по отношению	2	8
24	в этой	13	8
25	в то	10	8
26	в его	12	8
27	ничего не	4	8
28	это не	6	7
29	к тому	2	7
30	уже не	2	7
31	не в	9	7
32	еще не	2	7
33	своего рода	2	7
34	как бы	7	7
35	не может	3	7
36	именно в	2	7
37	а в	5	7
38	никогда не	2	6
39	что в	9	6
40	было бы	4	6
41	в первой	2	6
42	человека в	2	6
43	перед нами	2	5
44	с его	2	5
45	к жизни	4	5
46	в этих	2	5
47	интерес к	2	5
48	может быть	4	5
49	только в	6	5
50	но и	9	5
51	во второй	2	5
52	жизни и	3	5
53	одновременно и	2	5
54	и его	9	5
55	можно было	3	5
56	потому что	5	5
57	ни в	6	5
58	точки зрения	5	5
59	но в	8	5
60	в своем	9	4
61	та же	4	4
62	и от	8	4
63	и все	14	4
64	и к	5	4
65	а только	2	4
66	картины мира	4	4
67	несмотря на	3	4
68	мы уже	12	4
69	в ней	5	4
70	картина мира	2	4
71	из них	3	4
72	не было	3	4
73	того что	2	4
74	он не	4	4
75	в конце	8	4
76	и это	5	4
77	с ним	2	4
78	и с	4	4
79	что у	3	3
80	но он	4	3
81	в лице	2	3
82	с этим	2	3
83	же в	2	3
84	это в	3	3
85	в литературе	2	3
86	в мире	3	3
87	как мы	11	3
88	на этом	5	3
89	по своему	2	3
90	своего времени	2	3
91	о нем	3	3
92	в нем	7	3
93	в связи	2	3
94	и для	5	3
95	этом отношении	2	3
96	все эти	13	3
97	с точки	3	3
98	и по	3	3
99	ничем не	3	3
100	тем что	3	3
101	такой же	3	3
102	и на	4	3
103	его в	3	3
104	а также	2	3
105	том как	2	3
106	поэтому и	3	2
107	в человеке	2	2
108	глядя на	2	2
109	и так	2	2
110	в одной	2	2
111	и потому	3	2
112	в себя	2	2
113	в следующем	2	2
114	остановимся на	2	2
115	одна из	4	2
116	в землю	3	2
117	до конца	2	2
118	они в	2	2
119	одной из	2	2
120	например в	3	2
121	только на	2	2
122	значительной степени	2	2
123	в третьей	3	2
124	хотя и	4	2
125	как он	2	2
126	не знаем	2	2
127	на том	2	2
128	в форме	3	2
129	в их	3	2
130	все это	10	2
131	влияние на	4	2
132	особенно в	2	2
133	не знает	3	2
134	и не	7	2
135	на самом	2	2
136	в значительной	2	2
137	не имеет	3	2
138	должно быть	4	2
139	в это	3	2
140	той же	3	2
141	с ними	3	2
142	в изображении	2	2
143	в результате	2	2
144	с ее	3	2
145	о котором	2	2
146	отсюда и	2	2
147	начинается с	2	2
148	так сказать	3	2
149	это прежде	2	2
150	по адресу	2	2
151	мы не	2	2
152	оно было	2	2
