N	2gram	Bakhtin_Fr_2	Myshleni
1	в том	3	28
2	и в	49	28
3	то что	6	28
4	в этом	15	27
5	не может	7	19
6	том что	4	19
7	таким образом	7	18
8	что он	3	18
9	только в	13	18
10	что в	2	17
11	не только	17	16
12	так же	2	15
13	по сравнению	2	15
14	сравнению с	2	14
15	может быть	5	13
16	сказать что	6	13
17	точки зрения	6	13
18	и не	15	11
19	как бы	11	11
20	в отношении	2	10
21	как мы	7	10
22	но и	13	10
23	так как	6	10
24	но не	5	10
25	того чтобы	2	10
26	с точки	5	10
27	было бы	3	9
28	мы можем	2	9
29	никогда не	5	8
30	в самом	3	8
31	мы видели	3	8
32	еще не	2	8
33	тем что	4	8
34	в нем	9	7
35	в сущности	8	7
36	в своем	5	7
37	и других	3	7
38	как известно	2	7
39	отношение к	8	7
40	вместе с	2	7
41	то же	7	7
42	можно было	3	7
43	там где	4	7
44	и к	4	6
45	для него	9	6
46	в то	6	6
47	как и	11	6
48	можно сказать	2	6
49	так и	6	6
50	в области	4	6
51	в пределах	2	5
52	на этой	2	5
53	и на	17	5
54	и все	3	5
55	но в	4	5
56	того как	2	5
57	могут быть	2	5
58	в этой	10	5
59	именно в	6	4
60	в нашем	2	4
61	на то	2	4
62	своего развития	3	4
63	целый ряд	2	4
64	на основе	2	4
65	и следовательно	2	4
66	в качестве	2	4
67	относится к	5	4
68	во всех	6	4
69	в себе	4	4
70	из этих	5	3
71	есть в	2	3
72	до конца	2	3
73	при этом	5	3
74	на его	2	3
75	в первую	2	3
76	хотя и	2	3
77	в их	2	3
78	как на	4	3
79	этом отношении	3	3
80	в своих	4	3
81	нуждается в	2	3
82	только то	2	3
83	в плане	3	3
84	с его	5	3
85	должен был	2	3
86	в них	13	3
87	на фоне	2	3
88	связанные с	2	3
89	раз в	3	3
90	это и	2	3
91	связи с	2	3
92	связано с	2	3
93	до сих	4	3
94	мы должны	2	3
95	один из	7	3
96	в его	18	3
97	сих пор	4	3
98	в себя	6	3
99	и его	17	3
100	и т.д	2	3
101	отношения к	4	3
102	и другие	2	2
103	в меру	2	2
104	в этих	4	2
105	точку зрения	2	2
106	с другой	4	2
107	в конце	2	2
108	это в	2	2
109	прежде всего	19	2
110	и своего	2	2
111	в новой	2	2
112	но это	2	2
113	и более	4	2
114	несмотря на	3	2
115	одним из	2	2
116	себе и	2	2
117	и др	9	2
118	из них	3	2
119	все это	9	2
120	другой стороны	3	2
121	в связи	2	2
122	все эти	7	2
123	форм и	2	2
124	но он	6	2
125	с ним	4	2
126	у него	2	2
127	в одном	3	2
128	по существу	2	2
129	мы уже	6	2
130	в своей	5	2
131	ключ к	2	2
132	еще в	2	2
133	все же	7	2
134	ее в	2	2
135	а в	4	2
136	этого процесса	3	2
137	в значительной	3	2
138	в другом	2	2
139	и вообще	3	2
140	что они	2	2
