N	2gram	Losev_Vlad_3	Myshleni
1	в том	18	28
2	и в	40	28
3	то что	28	28
4	в этом	16	27
5	того что	7	24
6	потому что	11	22
7	не может	14	19
8	том что	18	19
9	таким образом	11	18
10	что он	5	18
11	только в	13	18
12	что в	17	17
13	в силу	2	17
14	не только	25	16
15	так же	8	15
16	может быть	8	13
17	сказать что	12	13
18	точки зрения	13	13
19	тому что	4	11
20	и не	25	11
21	как бы	3	11
22	что мы	2	11
23	в отношении	5	10
24	к тому	7	10
25	как мы	8	10
26	но и	18	10
27	от того	4	10
28	так как	7	10
29	но не	4	10
30	того чтобы	3	10
31	с точки	6	10
32	было бы	4	9
33	никогда не	11	8
34	в самом	4	8
35	мы видели	3	8
36	еще не	4	8
37	тем самым	2	8
38	для того	2	8
39	тем что	5	8
40	того же	2	7
41	если бы	3	7
42	в нем	3	7
43	в сущности	2	7
44	в своем	8	7
45	он не	8	7
46	вместе с	7	7
47	то же	4	7
48	можно было	5	7
49	в которой	2	7
50	и к	2	6
51	же как	3	6
52	так что	14	6
53	и как	7	6
54	и что	8	6
55	для него	8	6
56	не имеет	4	6
57	в то	7	6
58	же самое	3	6
59	его в	2	6
60	как и	7	6
61	то время	4	6
62	так и	6	6
63	как раз	10	6
64	мы не	2	6
65	в чем	3	6
66	не могут	2	5
67	это не	3	5
68	вопрос о	4	5
69	и тем	3	5
70	в разных	2	5
71	время как	2	5
72	и на	6	5
73	и все	4	5
74	но в	4	5
75	что все	7	5
76	с тем	7	5
77	то в	6	5
78	в этой	8	5
79	я не	3	4
80	именно в	3	4
81	в нашем	2	4
82	на то	4	4
83	что на	2	4
84	мы знаем	3	4
85	не в	3	4
86	мы и	2	4
87	но что	2	4
88	но если	5	4
89	не иначе	2	4
90	с этим	2	4
91	друг друга	2	4
92	мы имеем	3	4
93	знаем что	2	4
94	в качестве	3	4
95	оно не	3	4
96	что и	7	4
97	и то	9	4
98	в себе	9	4
99	независимо от	3	3
100	является как	2	3
101	из этих	3	3
102	как это	4	3
103	это есть	10	3
104	отличается от	3	3
105	до конца	4	3
106	в нашей	2	3
107	при этом	3	3
108	мог бы	4	3
109	хотя и	7	3
110	но мы	2	3
111	в целом	2	3
112	в их	2	3
113	как на	3	3
114	и только	3	3
115	этом отношении	2	3
116	и по	2	3
117	в своих	7	3
118	больше чем	2	3
119	и здесь	6	3
120	но как	2	3
121	по своей	2	3
122	только то	2	3
123	бы в	2	3
124	от этого	2	3
125	с его	2	3
126	должен был	2	3
127	по себе	6	3
128	остановиться на	2	3
129	связи с	2	3
130	мы должны	4	3
131	в его	14	3
132	только к	2	3
133	а не	8	3
134	и его	10	3
135	отношения к	5	3
136	не менее	9	2
137	он сам	2	2
138	но на	2	2
139	возникает вопрос	4	2
140	в этих	2	2
141	он мог	3	2
142	с другой	5	2
143	с этой	2	2
144	само собой	3	2
145	в конце	12	2
146	прежде всего	10	2
147	а только	7	2
148	для нас	5	2
149	но это	6	2
150	и более	2	2
151	является не	3	2
152	несмотря на	7	2
153	и от	6	2
154	вся система	2	2
155	себе и	2	2
156	в котором	4	2
157	из них	2	2
158	если мы	4	2
159	другой стороны	2	2
160	в связи	3	2
161	которых мы	2	2
162	все эти	5	2
163	можно только	2	2
164	но только	2	2
165	и наконец	2	2
166	к его	2	2
167	понятие о	2	2
168	у него	24	2
169	но когда	2	2
170	когда оно	2	2
171	раз и	8	2
172	в одном	5	2
173	этом смысле	3	2
174	этого факта	2	2
175	не с	4	2
176	у нас	5	2
177	по существу	4	2
178	чем в	4	2
179	она не	2	2
180	мы уже	5	2
181	употребляет слово	2	2
182	в своей	9	2
183	из этого	2	2
184	что если	4	2
185	еще в	5	2
186	все же	4	2
187	ее в	3	2
188	только на	5	2
189	не на	2	2
190	а и	2	2
191	а в	7	2
192	но с	2	2
193	только что	2	2
194	в данном	5	2
195	как с	2	2
196	в другом	2	2
197	и вообще	3	2
198	что эта	2	2
199	не прямо	3	2
