N	2gram	Vygotskiy__4	Komedia
1	и в	33	22
2	том что	22	12
3	в том	21	11
4	но и	3	11
5	не только	7	10
6	из них	4	10
7	в то	3	10
8	как и	5	9
9	и т	6	9
10	может быть	22	9
11	в одном	3	8
12	таким образом	13	8
13	и не	13	8
14	и его	5	8
15	о том	20	8
16	едва ли	2	7
17	в этой	9	7
18	и других	4	7
19	что в	21	6
20	в конце	8	6
21	что он	20	6
22	к тому	12	6
23	ни в	3	6
24	тому же	3	6
25	то же	9	6
26	не в	2	6
27	а в	4	6
28	в которой	4	6
29	уже в	2	5
30	с другой	2	5
31	во время	6	5
32	прежде всего	2	5
33	о которых	2	5
34	при этом	2	5
35	в его	10	5
36	один из	2	5
37	так и	3	5
38	как в	3	5
39	все это	13	5
40	другой стороны	2	5
41	то время	2	5
42	потому что	24	5
43	т п	3	5
44	именно в	2	4
45	в их	2	4
46	к этому	4	4
47	по поводу	4	4
48	ясно что	5	4
49	как мы	4	4
50	по которым	2	4
51	что они	6	4
52	же время	2	4
53	в котором	2	4
54	в нем	7	4
55	что и	3	4
56	на него	4	4
57	т д	2	4
58	тем что	3	4
59	и вот	6	4
60	время как	2	4
61	и опять	3	4
62	в результате	2	4
63	точки зрения	6	4
64	из его	2	4
65	конце концов	3	4
66	так как	12	4
67	но в	2	4
68	мы можем	5	4
69	место в	2	3
70	же как	3	3
71	казалось бы	5	3
72	на сцене	3	3
73	в них	2	3
74	вопрос о	2	3
75	идет о	3	3
76	на то	10	3
77	в тех	2	3
78	у нас	4	3
79	и как	5	3
80	здесь в	3	3
81	тот же	3	3
82	одной стороны	3	3
83	в частности	4	3
84	и о	4	3
85	у него	6	3
86	да и	3	3
87	он не	11	3
88	речь идет	3	3
89	даже в	2	3
90	все же	5	3
91	в целом	5	3
92	так же	13	3
93	с одной	3	3
94	здесь мы	3	3
95	мы не	5	3
96	как раз	9	3
97	и на	5	3
98	в этом	28	3
99	и с	2	3
100	в виде	3	3
101	и ее	2	3
102	только в	4	3
103	и все	12	3
104	его в	3	3
105	как это	14	3
106	ничего не	2	3
107	времени и	2	2
108	и здесь	3	2
109	столь же	2	2
110	трагедии в	2	2
111	на все	2	2
112	вовсе не	5	2
113	образом в	2	2
114	указывает на	3	2
115	мы знаем	2	2
116	раз в	7	2
117	такой же	2	2
118	одна из	4	2
119	на этом	3	2
120	но не	3	2
121	до конца	7	2
122	до сих	3	2
123	было бы	12	2
124	в действительности	2	2
125	и из	3	2
126	в самом	12	2
127	большей частью	2	2
128	которую он	2	2
129	самого конца	2	2
130	всяком случае	3	2
131	ни одной	3	2
132	на две	2	2
133	с ее	3	2
134	то что	44	2
135	бы то	2	2
136	вместе с	8	2
137	ее в	4	2
138	со стороны	2	2
139	вслед за	3	2
140	даже не	2	2
141	только что	15	2
142	для этого	8	2
143	в сущности	6	2
144	не может	10	2
145	этой цели	2	2
146	до самого	2	2
147	принадлежит к	2	2
148	что у	4	2
149	ни малейшего	2	2
150	из которых	3	2
151	почти всегда	2	2
152	сам автор	2	2
153	в трагедии	10	2
154	и формы	2	2
155	во всяком	3	2
156	но он	6	2
157	что касается	2	2
158	в своих	3	2
159	это время	2	2
160	в себе	6	2
161	хронологическом порядке	3	2
162	как будто	8	2
163	же самое	6	2
164	ли это	3	2
165	сих пор	3	2
