N	2gram	Vygotskiy__3	VerxiiNi
1	и в	25	26
2	таким образом	17	22
3	с тем	16	18
4	вместе с	14	15
5	в этом	14	15
6	точки зрения	6	13
7	как бы	10	12
8	в том	23	11
9	может быть	13	10
10	не только	6	10
11	из этих	4	10
12	связи с	9	9
13	что в	17	9
14	но и	4	9
15	в области	7	9
16	так как	12	9
17	с другой	6	8
18	главным образом	2	8
19	но не	6	8
20	и не	10	8
21	и у	6	8
22	как на	2	8
23	связанные с	2	7
24	том что	20	7
25	но все	2	7
26	одной стороны	5	7
27	из них	4	7
28	то что	15	7
29	а с	3	7
30	с одной	5	7
31	потому что	6	7
32	к тому	4	6
33	и потому	2	6
34	того же	6	6
35	всяком случае	4	6
36	что и	10	6
37	все же	6	6
38	так и	5	6
39	все это	6	6
40	в отношении	6	6
41	все эти	7	6
42	во всяком	4	6
43	в себе	2	6
44	мы должны	6	6
45	и т.д	5	6
46	о том	5	6
47	и к	5	5
48	друг с	5	5
49	в его	15	5
50	никогда не	4	5
51	к жизни	2	5
52	с другом	5	5
53	или менее	3	5
54	так же	17	5
55	того чтобы	8	5
56	для того	7	5
57	в силу	6	5
58	и для	2	5
59	в мире	2	5
60	в этих	2	4
61	и от	2	4
62	и вместе	2	4
63	что он	6	4
64	в нем	2	4
65	в смысле	4	4
66	из которых	5	4
67	в самом	3	4
68	в котором	3	4
69	не может	6	4
70	и только	2	4
71	а в	4	4
72	то же	2	4
73	что оно	4	4
74	в течение	2	4
75	и что	10	4
76	на этот	2	4
77	и по	5	4
78	с другими	2	4
79	в которых	3	4
80	в виде	3	4
81	он не	4	4
82	в то	4	4
83	только в	10	4
84	в этой	5	4
85	не менее	6	3
86	же как	6	3
87	что это	5	3
88	если бы	5	3
89	но по	2	3
90	к этому	3	3
91	ясно что	2	3
92	для него	5	3
93	с самого	6	3
94	так что	2	3
95	и как	5	3
96	представляет собой	6	3
97	в своем	4	3
98	в качестве	12	3
99	если в	3	3
100	тем не	5	3
101	отношению к	2	3
102	когда он	3	3
103	с ней	3	3
104	в связи	6	3
105	при этом	5	3
106	уже не	2	3
107	путь к	3	3
108	того что	10	3
109	в таком	2	3
110	или иначе	2	3
111	с этой	3	3
112	в результате	3	3
113	что эти	3	3
114	в одном	2	3
115	уже в	7	2
116	не могут	4	2
117	самого начала	6	2
118	с его	2	2
119	ни было	2	2
120	пути к	3	2
121	именно в	5	2
122	состоит в	3	2
123	к которым	4	2
124	в них	2	2
125	сравнению с	3	2
126	может ли	2	2
127	и особенно	2	2
128	не как	3	2
129	тогда когда	4	2
130	прежде всего	4	2
131	в свою	3	2
132	на то	4	2
133	или иной	3	2
134	исторического развития	2	2
135	в пользу	5	2
136	оно является	3	2
137	а также	2	2
138	и здесь	2	2
139	мы видели	6	2
140	в начале	2	2
141	этой задачи	2	2
142	по своему	11	2
143	том виде	2	2
144	все что	2	2
145	ни один	4	2
146	что мы	7	2
147	тот же	2	2
148	еще не	4	2
149	со всеми	6	2
150	вслед за	3	2
151	той или	2	2
152	стадии развития	4	2
153	один из	6	2
154	благодаря этому	6	2
155	в процессе	27	2
156	связь с	3	2
157	заключает в	2	2
158	приводит к	4	2
159	только что	2	2
160	отличается от	3	2
161	для этого	2	2
162	этом отношении	3	2
163	мы имеем	4	2
164	этой точки	2	2
165	отличаются от	5	2
166	одним из	5	2
167	на пути	2	2
168	виде в	2	2
169	и на	6	2
170	связан с	2	2
171	сказать что	4	2
172	не в	6	2
173	мы можем	7	2
174	этого периода	2	2
175	тем и	4	2
176	по своей	7	2
177	о котором	2	2
178	по сравнению	4	2
179	ничего общего	3	2
180	и все	4	2
181	и это	4	2
182	которые в	3	2
183	в эту	2	2
184	к которому	3	2
185	между тем	3	2
