N	2gram	Vygotskiy__2	DiskursI
1	в себе	2	19
2	при этом	3	17
3	состоит в	3	16
4	в качестве	4	16
5	и в	15	16
6	может быть	9	16
7	как и	6	16
8	в этом	19	16
9	и не	7	15
10	а не	3	14
11	в частности	6	12
12	и т.п	7	12
13	в отличие	3	12
14	отличие от	3	12
15	представляет собой	2	11
16	но и	10	11
17	но в	6	11
18	том что	27	10
19	не только	15	10
20	со стороны	3	10
21	так и	8	9
22	не может	9	9
23	в том	33	8
24	а также	2	8
25	как в	4	8
26	прежде всего	4	7
27	ни в	2	7
28	но не	3	7
29	в данном	3	7
30	с его	4	6
31	отнюдь не	2	6
32	все же	4	6
33	в своей	4	6
34	данном случае	3	6
35	то же	5	6
36	тем самым	3	6
37	по своей	6	6
38	в противоположность	2	5
39	а с	4	5
40	что в	14	5
41	в своем	9	5
42	с другой	6	5
43	для него	3	5
44	то что	20	5
45	в одном	2	4
46	к этому	4	4
47	к его	2	4
48	одной стороны	7	4
49	как бы	7	4
50	отношению к	5	4
51	по отношению	6	4
52	этом отношении	3	4
53	с одной	7	4
54	потому что	7	4
55	в основе	3	4
56	точки зрения	26	4
57	в этой	6	4
58	о том	9	4
59	мира и	2	4
60	не является	9	4
61	перед нами	2	3
62	подход к	2	3
63	могут быть	2	3
64	в этих	2	3
65	в них	4	3
66	столь же	2	3
67	это не	5	3
68	из виду	2	3
69	из этих	4	3
70	и все	3	3
71	или иной	2	3
72	и как	2	3
73	не в	8	3
74	можно сказать	2	3
75	он не	7	3
76	той или	2	3
77	в его	2	3
78	из двух	3	3
79	в котором	2	3
80	принадлежит к	2	3
81	из них	3	3
82	и ее	3	3
83	для данного	2	3
84	приводит к	5	3
85	иначе говоря	2	3
86	все эти	3	3
87	внутренней речи	5	3
88	также и	2	3
89	и его	4	3
90	в другом	2	3
91	только в	4	3
92	не следует	2	3
93	же как	2	2
94	никогда не	8	2
95	в целом	10	2
96	как уже	2	2
97	с таким	6	2
98	стороны и	2	2
99	идет о	3	2
100	что на	2	2
101	что он	12	2
102	всякий раз	2	2
103	того же	3	2
104	с их	2	2
105	живет в	2	2
106	отношения между	3	2
107	для себя	3	2
108	что и	2	2
109	с ее	2	2
110	с точки	18	2
111	гораздо менее	3	2
112	вместе с	6	2
113	с ней	2	2
114	что же	2	2
115	в полном	2	2
116	именно в	2	2
117	в себя	2	2
118	направленность на	3	2
119	все это	4	2
120	речи в	6	2
121	и для	2	2
122	должно быть	2	2
123	а в	4	2
124	той же	2	2
125	что как	3	2
126	тому как	2	2
127	в результате	3	2
128	их в	4	2
129	и с	4	2
130	подобно тому	2	2
131	говорить о	2	2
132	и это	3	2
133	мы имеем	3	2
