N	2gram	Losev_Dial_1	Psycholo
1	то что	13	32
2	и в	18	31
3	в том	9	30
4	и т	21	26
5	что в	13	23
6	может быть	17	22
7	ясно что	8	19
8	так как	11	18
9	не может	12	17
10	как и	2	16
11	том что	9	16
12	и не	30	16
13	т п	2	16
14	точки зрения	17	15
15	только в	3	14
16	а не	14	13
17	не только	13	13
18	что и	3	13
19	так же	4	12
20	если мы	2	12
21	в этом	12	12
22	в самом	3	11
23	могут быть	3	11
24	не в	6	11
25	на то	5	10
26	того что	2	10
27	потому что	14	10
28	по себе	25	9
29	ни в	15	9
30	как в	2	9
31	самом деле	3	9
32	никогда не	9	8
33	все это	11	8
34	т д	19	8
35	и что	12	8
36	во всяком	4	8
37	что он	11	7
38	только тогда	2	7
39	сказать что	10	7
40	о том	4	7
41	что это	11	6
42	вовсе не	7	6
43	одной стороны	2	6
44	было бы	12	6
45	если бы	12	6
46	из этих	2	6
47	вслед за	2	6
48	всяком случае	2	6
49	отнюдь не	9	6
50	а в	5	6
51	что она	7	6
52	для того	2	6
53	и даже	13	6
54	в его	3	6
55	и есть	16	5
56	само по	5	5
57	и все	3	5
58	этой точки	2	5
59	не является	3	5
60	все же	5	5
61	так что	15	5
62	мы видим	4	5
63	с одной	2	5
64	она не	6	5
65	говорит что	3	5
66	несмотря на	10	5
67	совершенно не	8	5
68	как бы	11	5
69	другой стороны	4	5
70	и для	2	5
71	то же	10	5
72	с другой	6	5
73	время как	2	5
74	это есть	9	5
75	и совершенно	2	5
76	в то	6	5
77	утверждать что	3	5
78	к тому	4	4
79	в котором	4	4
80	в виду	5	4
81	прежде всего	10	4
82	тому что	3	4
83	и так	2	4
84	в себе	11	4
85	указывает на	3	4
86	чтобы понять	3	4
87	что я	3	4
88	же как	2	4
89	мы увидим	2	4
90	и о	3	4
91	никак не	6	4
92	точка зрения	2	4
93	один из	3	4
94	в этих	5	4
95	со стороны	2	4
96	к этому	2	4
97	и у	2	4
98	с этой	2	4
99	мы можем	4	4
100	как это	4	4
101	мы имеем	2	4
102	в частности	2	3
103	в своем	5	3
104	точку зрения	3	3
105	та же	3	3
106	у пушкина	4	3
107	точно так	2	3
108	в каждом	2	3
109	должна быть	3	3
110	вопрос о	2	3
111	стороны и	3	3
112	точек зрения	3	3
113	тому же	2	3
114	себе а	2	3
115	это и	4	3
116	но это	8	3
117	но не	4	3
118	до сих	2	3
119	хотя и	4	3
120	он не	3	3
121	но к	2	3
122	себе не	5	3
123	сих пор	2	3
124	не есть	40	3
125	жизни и	3	3
126	или его	2	3
127	в своей	2	3
128	так и	9	3
129	только на	3	3
130	не было	6	3
131	что оно	5	3
132	и вот	6	3
133	но только	3	3
134	почти всегда	4	3
135	в которых	2	3
136	с этим	2	3
137	нуждается в	3	3
138	во всем	2	3
139	в конце	4	3
140	и это	2	3
141	что эта	4	3
142	конце концов	3	3
143	мысли в	2	3
144	на деле	2	3
145	но в	6	3
146	т е	25	3
147	в основе	3	2
148	не менее	2	2
149	не существует	7	2
150	тот кто	2	2
151	такой же	2	2
152	или иное	3	2
153	то я	4	2
154	сама по	8	2
155	уже и	3	2
156	она должна	2	2
157	этом смысле	3	2
158	если она	3	2
159	и как	7	2
160	и состоит	2	2
161	в них	3	2
162	и от	2	2
163	и другого	2	2
164	с ним	6	2
165	быть в	2	2
166	есть не	3	2
167	а только	3	2
168	оно есть	2	2
169	или не	5	2
170	есть для	2	2
171	уже не	2	2
172	и сейчас	2	2
173	и потому	3	2
174	и всякий	2	2
175	что они	3	2
176	более или	3	2
177	что здесь	2	2
178	что даже	2	2
179	в качестве	2	2
180	есть нечто	10	2
181	но что	3	2
182	это мы	4	2
183	ли это	3	2
184	случае не	3	2
185	и может	2	2
186	о чем	2	2
187	что такое	10	2
188	и их	2	2
189	и следовательно	2	2
190	тех или	3	2
191	в него	2	2
192	даже в	3	2
193	как результат	2	2
194	гораздо более	3	2
195	форму и	2	2
196	в нем	16	2
197	отношение к	5	2
198	из них	2	2
199	но и	7	2
200	говорит о	5	2
201	или менее	3	2
202	что же	3	2
203	мысли и	3	2
204	и тогда	2	2
205	как мы	4	2
206	только что	3	2
207	отличается от	2	2
208	как раз	4	2
209	то и	2	2
210	этом отношении	2	2
211	на самом	3	2
212	в науке	3	2
213	к нему	8	2
214	есть только	5	2
215	с точки	12	2
216	то или	3	2
217	от него	4	2
218	его не	6	2
219	что для	3	2
220	в чем	6	2
221	к чувственному	4	2
222	ничего не	17	2
223	образ и	4	2
224	к ним	2	2
225	и с	5	2
226	в каком	8	2
227	мы получаем	2	2
228	как например	2	2
229	бы и	2	2
230	но как	2	2
231	в сознании	3	2
232	и то	9	2
233	бы в	3	2
234	как он	4	2
235	почти все	2	2
236	только то	4	2
237	не то	6	2
238	как она	7	2
239	стало быть	9	2
