N	2gram	Vygotskiy__7	slovoVRo
1	и в	26	39
2	может быть	7	37
3	и его	12	33
4	не только	24	24
5	и не	18	22
6	но и	11	21
7	не может	11	20
8	в нем	2	19
9	до конца	5	17
10	все это	3	16
11	в этом	29	16
12	так и	3	15
13	а не	6	14
14	слова в	5	13
15	как в	4	13
16	отличие от	2	13
17	в процессе	5	13
18	во всех	6	12
19	в отличие	2	12
20	вовсе не	2	10
21	не в	4	9
22	и с	5	9
23	прежде всего	7	8
24	словом и	10	8
25	слова и	10	8
26	таким образом	23	8
27	точки зрения	28	8
28	для него	3	7
29	еще не	4	7
30	в его	4	7
31	как бы	6	7
32	никогда не	4	7
33	в этих	2	7
34	и потому	3	7
35	как мы	14	7
36	могут быть	2	7
37	с ним	3	7
38	и к	7	6
39	этом случае	14	6
40	все же	6	6
41	как и	15	6
42	но не	3	6
43	в большинстве	2	6
44	она не	5	6
45	в сущности	9	6
46	все эти	6	6
47	в слове	11	6
48	но в	4	6
49	не могут	4	5
50	с другой	4	5
51	это не	3	5
52	и для	5	5
53	и слова	6	5
54	по себе	3	5
55	для нас	2	5
56	том что	17	5
57	одной стороны	5	5
58	только в	8	5
59	в том	18	5
60	и их	5	5
61	один из	2	5
62	слово и	9	5
63	мышления и	9	5
64	с одной	5	5
65	и наконец	4	5
66	большинстве случаев	2	5
67	не менее	4	4
68	себя и	2	4
69	слова к	5	4
70	ни в	2	4
71	отношению к	5	4
72	в смысле	6	4
73	наконец в	2	4
74	в основном	3	4
75	в отношении	2	4
76	по отношению	6	4
77	для этого	3	4
78	входит в	2	4
79	отношения к	2	4
80	то же	8	4
81	что оно	4	4
82	и других	2	4
83	с помощью	13	4
84	в той	4	4
85	а в	2	4
86	с другими	3	4
87	слова с	4	4
88	в основе	3	4
89	в то	3	4
90	отношение к	2	4
91	его в	2	4
92	во всем	3	4
93	так как	14	4
94	перед нами	2	3
95	слове но	2	3
96	что в	12	3
97	одновременно и	2	3
98	точку зрения	2	3
99	и от	4	3
100	в собственном	3	3
101	стороны и	4	3
102	в свою	2	3
103	не исчерпывает	2	3
104	что и	3	3
105	но это	3	3
106	между словом	8	3
107	связи с	4	3
108	его от	2	3
109	слов и	2	3
110	как к	3	3
111	в ней	3	3
112	как для	2	3
113	разрыв между	2	3
114	к нему	3	3
115	собственном смысле	3	3
116	в свете	4	3
117	этом отношении	3	3
118	лишь в	2	3
119	с точки	21	3
120	той же	8	3
121	сказать что	8	3
122	речи и	30	3
123	ту же	2	3
124	в чем	3	3
125	как это	5	3
126	во всяком	2	3
127	чем в	4	2
128	в данном	5	2
129	уже в	2	2
130	в нашем	4	2
131	его и	2	2
132	на котором	3	2
133	но он	2	2
134	того как	2	2
135	тогда когда	5	2
136	речи не	5	2
137	только о	2	2
138	в себе	9	2
139	и здесь	2	2
140	что он	8	2
141	она может	2	2
142	с ее	2	2
143	речи как	6	2
144	и слово	3	2
145	из важнейших	3	2
146	свою очередь	2	2
147	все что	6	2
148	со всеми	2	2
149	только и	3	2
150	мы уже	3	2
151	к ней	2	2
152	значение в	2	2
153	слова как	5	2
154	даже в	2	2
155	но мы	3	2
156	сих пор	3	2
157	на его	2	2
158	слова оно	2	2
159	мы видели	3	2
160	то что	24	2
161	слова может	3	2
162	вместе с	12	2
163	и речи	19	2
164	в их	2	2
165	где они	2	2
166	отличается от	3	2
167	с этим	2	2
168	может и	2	2
169	которых мы	2	2
170	именно в	6	2
171	это и	4	2
172	но эта	2	2
173	мы не	7	2
174	как слово	2	2
175	того чтобы	19	2
176	для того	18	2
177	менее всего	3	2
178	одним из	2	2
179	или в	2	2
180	всем его	2	2
181	также и	2	2
182	и при	2	2
183	он не	3	2
184	нуждается в	3	2
185	к его	2	2
186	о том	4	2
187	которые в	2	2
188	можно говорить	2	2
189	здесь как	2	2
190	в области	4	2
191	до сих	3	2
