N	2gram	Bakhtin_sl_2	Myshleni
1	с помощью	4	42
2	в процессе	13	27
3	и в	39	25
4	мышления и	5	23
5	в том	5	23
6	том что	5	20
7	и речи	2	20
8	что в	3	17
9	таким образом	8	17
10	в основе	4	16
11	как и	6	15
12	то что	2	15
13	в его	7	15
14	в этом	16	14
15	вместе с	2	14
16	может быть	37	13
17	так как	4	12
18	перед нами	3	10
19	как бы	7	10
20	и не	22	10
21	что и	3	10
22	только в	5	10
23	связи с	3	9
24	как в	13	9
25	этого процесса	3	9
26	мы не	2	9
27	ни в	4	9
28	того чтобы	2	8
29	как мы	7	8
30	речи и	3	8
31	уже в	2	7
32	все эти	6	7
33	как это	3	7
34	по себе	5	7
35	для того	2	7
36	в области	2	7
37	не менее	4	6
38	с другой	5	6
39	как уже	2	6
40	в собственном	3	6
41	не в	9	6
42	один из	5	6
43	мы видели	2	6
44	не может	20	6
45	в связи	2	6
46	и на	4	6
47	в основном	4	6
48	что он	2	6
49	в отношении	4	6
50	зависимости от	4	6
51	но не	6	6
52	со всеми	2	6
53	не только	24	6
54	все же	6	6
55	собственном смысле	3	6
56	в отличие	12	6
57	точки зрения	8	6
58	все это	16	6
59	слова и	8	6
60	отличие от	13	6
61	так и	15	5
62	именно в	2	5
63	и как	3	5
64	но это	3	5
65	для него	7	5
66	одной стороны	5	5
67	при этом	7	5
68	уже сказано	2	5
69	одним из	2	5
70	с одной	5	5
71	с ее	2	5
72	человека и	3	5
73	в зависимости	4	5
74	тот факт	2	5
75	слов и	3	5
76	мы уже	2	5
77	и к	6	5
78	о том	2	5
79	входит в	4	5
80	могут быть	7	5
81	факт что	2	5
82	не могут	5	4
83	независимо от	2	4
84	никогда не	7	4
85	в своем	6	4
86	прежде всего	8	4
87	в смысле	4	4
88	всяком случае	2	4
89	но и	21	4
90	не столько	3	4
91	а в	4	4
92	сказать что	3	4
93	в то	4	4
94	с ним	7	4
95	тогда когда	2	4
96	с этим	2	4
97	и все	5	4
98	и внутренней	2	4
99	что оно	4	4
100	еще не	7	4
101	мы увидим	2	4
102	он не	2	4
103	речи как	2	4
104	той же	3	4
105	во всяком	3	4
106	там где	6	4
107	как с	2	4
108	на ряд	2	3
109	в себя	2	3
110	в свою	3	3
111	на этом	3	3
112	в него	7	3
113	связи и	2	3
114	и их	5	3
115	значение в	2	3
116	отличается от	2	3
117	по отношению	4	3
118	с ними	5	3
119	этом отношении	3	3
120	в результате	2	3
121	между тем	3	3
122	во всем	4	3
123	его в	4	3
124	как он	2	3
125	но как	2	3
126	или иной	5	3
127	или менее	2	3
128	дело с	4	3
129	и слово	2	3
130	в виде	2	3
131	которые в	2	3
132	того как	2	3
133	значение как	2	3
134	слова в	13	2
135	то же	4	2
136	включает в	2	2
137	в этих	7	2
138	все они	2	2
139	и от	3	2
140	людей с	2	2
141	для нас	5	2
142	но все	5	2
143	свою очередь	2	2
144	в новое	4	2
145	хотя и	2	2
146	той или	5	2
147	в сфере	2	2
148	эти формы	4	2
149	в нем	19	2
150	в свете	3	2
151	где они	2	2
152	для этого	4	2
153	имеет дело	2	2
154	которых мы	2	2
155	и других	4	2
156	на его	2	2
157	и здесь	2	2
158	зрения на	2	2
159	в чисто	3	2
160	в плане	5	2
161	цели и	2	2
162	с его	7	2
163	всех этих	4	2
164	однако в	2	2
165	в них	6	2
166	на котором	2	2
167	в одном	2	2
168	говорит и	2	2
169	связанные с	4	2
170	конечно в	2	2
171	является проблема	2	2
172	речи не	2	2
173	в таком	4	2
174	одна из	4	2
175	очень легко	2	2
176	все что	2	2
177	с их	3	2
178	и потому	7	2
179	а также	3	2
180	в прямой	2	2
181	оно не	8	2
182	и особенно	2	2
183	отношению к	4	2
184	слова не	4	2
185	уже не	5	2
186	к проблеме	3	2
187	и для	5	2
188	и его	33	2
189	или в	2	2
190	с другими	4	2
191	связан с	3	2
192	в себе	2	2
193	слова от	6	2
194	в чем	3	2
