N	2gram	Propp_Isto_2	Problemy
1	и в	15	43
2	и не	11	29
3	т е	29	26
4	может быть	17	23
5	как бы	6	22
6	не может	5	18
7	но и	14	14
8	как и	2	14
9	и т	19	13
10	в этом	11	13
11	что он	24	13
12	слова в	2	12
13	в нем	7	12
14	в одном	5	12
15	не в	7	11
16	не только	18	11
17	прежде всего	5	10
18	и на	4	10
19	но в	6	10
20	в его	6	10
21	никогда не	15	9
22	еще не	9	9
23	в сущности	2	9
24	он не	8	9
25	то же	10	8
26	и его	3	8
27	или в	2	8
28	перед нами	2	7
29	до сих	6	7
30	в него	2	7
31	к себе	2	7
32	то что	12	7
33	сих пор	7	7
34	а не	5	7
35	в другом	9	7
36	в этих	11	6
37	в том	6	6
38	при этом	4	6
39	в котором	5	6
40	и наконец	5	6
41	у него	4	6
42	о нем	4	6
43	приводит к	2	6
44	здесь не	2	6
45	так сказать	2	6
46	на то	3	5
47	да и	2	5
48	так что	6	5
49	к нему	5	5
50	все это	3	5
51	по отношению	3	5
52	таким образом	7	5
53	все эти	4	5
54	а в	12	5
55	и с	4	5
56	о том	3	5
57	но не	2	5
58	было бы	5	5
59	мы увидим	8	5
60	и что	6	5
61	отношению к	3	5
62	самом деле	2	5
63	в себе	4	5
64	я не	2	4
65	что в	12	4
66	с другой	2	4
67	к тому	5	4
68	но это	4	4
69	по мере	3	4
70	т д	18	4
71	их в	2	4
72	же и	3	4
73	но он	4	4
74	человека в	2	4
75	во время	2	4
76	так как	14	4
77	во всех	2	4
78	мы не	3	4
79	только в	6	4
80	и это	3	4
81	себя и	2	3
82	это не	2	3
83	в одной	4	3
84	есть и	2	3
85	он был	3	3
86	тому же	2	3
87	такой же	2	3
88	о своей	2	3
89	кроме того	2	3
90	в виду	2	3
91	здесь нет	2	3
92	и их	2	3
93	в их	3	3
94	и только	2	3
95	он и	3	3
96	и здесь	9	3
97	его в	10	3
98	в жизни	2	3
99	не знает	2	3
100	по существу	2	3
101	говорят что	5	3
102	здесь в	2	3
103	она не	5	3
104	мы уже	6	3
105	когда он	3	3
106	что и	6	3
107	все же	9	3
108	на него	5	3
109	так и	5	3
110	в себя	3	3
111	другой стороны	2	3
112	и для	2	3
113	той же	2	3
114	можно было	5	3
115	ничего не	7	3
116	тем что	4	3
117	могут быть	2	3
118	и ее	2	3
119	в эту	2	3
120	он является	2	2
121	уже в	2	2
122	его и	4	2
123	материал в	2	2
124	что у	2	2
125	из этих	3	2
126	вопрос о	4	2
127	для нас	4	2
128	ни в	2	2
129	но все	5	2
130	в глаза	2	2
131	мы здесь	6	2
132	что это	6	2
133	например в	2	2
134	и др	4	2
135	то это	6	2
136	здесь мы	3	2
137	того что	3	2
138	этих случаях	10	2
139	и герой	2	2
140	так же	13	2
141	с ними	2	2
142	в которых	2	2
143	а то	2	2
144	сказать что	2	2
145	и так	2	2
146	из них	2	2
147	как он	3	2
148	говорили что	2	2
149	превращается в	2	2
150	с этим	5	2
151	об этом	11	2
152	а затем	2	2
153	одна из	2	2
154	и пр	7	2
155	ее в	2	2
156	как в	5	2
157	для наших	2	2
158	а с	2	2
159	и они	4	2
160	том что	7	2
161	хотя бы	2	2
162	что этот	3	2
163	и то	2	2
164	мы можем	8	2
165	того как	4	2
166	вид что	2	2
