N	2gram	Losev_Dial_3	Formalny
1	и в	24	38
2	в этом	8	27
3	т е	48	26
4	может быть	13	23
5	и пр	6	21
6	и его	5	21
7	таким образом	13	20
8	и не	27	20
9	в самом	7	16
10	прежде всего	8	15
11	не в	3	15
12	и т	24	14
13	не может	19	14
14	в нем	3	13
15	но и	9	13
16	с его	2	11
17	в том	5	11
18	вовсе не	13	11
19	в его	2	10
20	и с	6	9
21	как и	7	9
22	при этом	2	9
23	не только	23	9
24	отнюдь не	10	8
25	что и	6	8
26	все же	3	8
27	так и	5	8
28	самом деле	6	8
29	тем что	3	8
30	точки зрения	25	8
31	что в	7	7
32	не могут	4	7
33	по себе	20	7
34	для него	4	7
35	по существу	2	7
36	как мы	2	7
37	уже не	5	7
38	с точки	14	7
39	в первом	2	7
40	не было	3	6
41	все время	3	6
42	то что	14	6
43	в истории	4	6
44	и ее	3	6
45	в ней	2	6
46	было бы	5	6
47	в их	2	6
48	то же	6	6
49	все эти	3	6
50	а не	26	6
51	как раз	7	6
52	могут быть	2	6
53	он не	5	6
54	только в	5	6
55	а в	2	6
56	хотя бы	4	6
57	ни о	3	5
58	должна быть	6	5
59	если бы	6	5
60	или иного	2	5
61	что он	13	5
62	именно в	2	5
63	это и	7	5
64	же время	3	5
65	в слове	3	5
66	что же	11	5
67	с этим	3	5
68	и только	6	5
69	т д	23	5
70	и для	2	5
71	всего этого	2	5
72	в основе	3	5
73	говорить о	4	5
74	в то	5	5
75	бы в	2	5
76	во всяком	2	5
77	всяком случае	2	5
78	как о	4	4
79	оно не	6	4
80	раз и	3	4
81	к тому	4	4
82	лишь как	2	4
83	все остальное	4	4
84	совершенно не	2	4
85	в сущности	10	4
86	как таковое	3	4
87	того или	3	4
88	не о	2	4
89	как бы	3	4
90	и к	5	4
91	из них	3	4
92	другой стороны	2	4
93	мы говорим	2	4
94	в особенности	7	4
95	что оно	7	4
96	что не	5	4
97	и даже	13	4
98	даже и	7	4
99	именно как	3	4
100	они не	2	4
101	ничего не	17	4
102	так как	6	4
103	но в	2	4
104	же как	2	3
105	была бы	3	3
106	с другой	4	3
107	из этих	2	3
108	как таковой	2	3
109	можно и	3	3
110	мы знаем	3	3
111	и здесь	2	3
112	и как	8	3
113	зависимости от	3	3
114	например в	2	3
115	в зависимости	2	3
116	однако не	2	3
117	то это	9	3
118	не есть	54	3
119	жизни и	5	3
120	быть и	3	3
121	только на	7	3
122	все это	6	3
123	и прежде	3	3
124	так в	2	3
125	то и	3	3
126	только и	2	3
127	к нему	3	3
128	того что	12	3
129	для того	3	3
130	мы не	5	3
131	или в	2	3
132	и на	3	3
133	сам по	5	3
134	хотя и	5	3
135	он и	3	3
136	и все	6	3
137	что это	12	3
138	это было	3	3
139	явления и	4	2
140	никогда не	7	2
141	тому что	4	2
142	для этого	2	2
143	перед нами	3	2
144	от его	2	2
145	это не	4	2
146	в одной	3	2
147	в понятии	2	2
148	не просто	18	2
149	первый план	4	2
150	как таковая	3	2
151	что именно	3	2
152	на котором	2	2
153	его как	3	2
154	том что	8	2
155	но это	5	2
156	то в	2	2
157	но не	2	2
158	или же	3	2
159	но как	2	2
160	кроме того	6	2
161	она не	3	2
162	ни на	3	2
163	на первый	4	2
164	и о	3	2
165	же и	2	2
166	но совершенно	2	2
167	сами по	3	2
168	и тем	2	2
169	есть только	12	2
170	не будет	3	2
171	ни в	9	2
172	и нужно	2	2
173	ее в	2	2
174	со стороны	2	2
175	а именно	2	2
176	даже не	6	2
177	его не	2	2
178	на этом	2	2
179	превращается в	6	2
180	тем самым	3	2
181	не имеет	11	2
182	и по	2	2
183	должно быть	3	2
184	что для	5	2
185	в таком	14	2
186	говорить не	2	2
187	и то	4	2
188	их в	2	2
189	сказать что	4	2
190	ничем не	7	2
191	и от	3	2
192	как например	2	2
193	если же	8	2
194	при помощи	3	2
195	и это	4	2
196	из этого	2	2
197	и этим	3	2
198	в чем	4	2
199	потому что	7	2
200	от всякого	5	2
201	как это	5	2
202	ибо они	2	2
203	слово в	2	2
204	в виду	7	2
