N	2gram	Berdyaev_M_2	Tvorches
1	у достоевского	34	28
2	и в	46	21
3	как бы	8	17
4	в его	5	13
5	из подполья	2	13
6	то же	5	13
7	что в	4	12
8	как и	13	12
9	достоевского в	2	12
10	с его	4	11
11	том что	4	11
12	как в	7	8
13	он не	10	8
14	то что	5	8
15	у него	22	7
16	в свою	4	7
17	в том	3	7
18	не только	18	7
19	и не	18	7
20	и на	3	7
21	но в	10	7
22	он сам	6	6
23	что он	7	6
24	жизни в	3	6
25	и все	5	6
26	достоевского не	3	6
27	для него	18	6
28	человека в	14	6
29	а в	2	6
30	и его	5	6
31	в этом	20	6
32	о том	3	6
33	в творчестве	3	6
34	а не	13	5
35	но это	8	5
36	может быть	21	5
37	в этой	7	5
38	преступление и	2	5
39	хотя бы	7	5
40	в своих	3	5
41	потому что	12	5
42	творчестве достоевского	3	5
43	как будто	2	5
44	только в	3	5
45	в русской	6	5
46	в человеке	2	4
47	в своем	8	4
48	та же	10	4
49	человека и	7	4
50	прежде всего	12	4
51	в мире	7	4
52	достоевский не	5	4
53	не имеют	2	4
54	достоевским в	3	4
55	один из	5	4
56	в своей	5	4
57	не может	15	4
58	это не	5	4
59	не случайно	2	4
60	и от	3	4
61	герои достоевского	2	4
62	для достоевского	8	4
63	не существует	3	3
64	место в	2	3
65	уже в	2	3
66	никогда не	18	3
67	что все	5	3
68	в каждом	3	3
69	я не	5	3
70	с ним	3	3
71	не был	2	3
72	творчество достоевского	3	3
73	что человек	2	3
74	человеческой личности	7	3
75	достоевский в	3	3
76	это и	3	3
77	на его	2	3
78	в самом	5	3
79	той же	3	3
80	в нем	22	3
81	к человеку	12	3
82	жизни и	6	3
83	самого достоевского	3	3
84	но и	15	3
85	ее в	2	3
86	достоевского и	2	3
87	в бесах	6	3
88	уже не	4	3
89	на земле	8	3
90	добра и	5	3
91	и других	2	3
92	того что	6	3
93	не так	3	3
94	вот почему	2	3
95	для человека	3	3
96	так же	6	3
97	в которой	2	3
98	достоевского к	5	3
99	и с	3	3
100	хотя и	2	3
101	в россии	3	3
102	приходит к	2	3
103	смешного человека	2	3
104	в идиоте	2	3
105	так как	8	3
106	я и	2	3
107	по достоевскому	2	2
108	в основе	2	2
109	сне смешного	2	2
110	личности и	2	2
111	верит в	2	2
112	и та	2	2
113	в этих	2	2
114	прогресса и	3	2
115	и мир	2	2
116	в жизни	4	2
117	личности в	2	2
118	каждом человеке	2	2
119	ее и	2	2
120	есть не	5	2
121	что и	4	2
122	с которым	3	2
123	человека его	2	2
124	так что	2	2
125	не в	9	2
126	то в	2	2
127	бога и	5	2
128	быть может	2	2
129	было в	3	2
130	до конца	4	2
131	тот же	2	2
132	и зла	6	2
133	мысль о	2	2
134	к тому	5	2
135	личности он	3	2
136	не могу	6	2
137	по преимуществу	5	2
138	и иван	3	2
139	страдания и	3	2
140	в новых	2	2
141	человека если	2	2
142	в ней	11	2
143	же и	2	2
144	к ней	2	2
145	этом он	2	2
146	людей в	2	2
147	в духе	5	2
148	не будет	3	2
149	еще в	2	2
150	и против	3	2
151	вместе с	2	2
152	но она	2	2
153	так и	4	2
154	иван карамазов	13	2
155	говорит что	2	2
156	и достоевский	8	2
157	как к	2	2
158	еще более	2	2
159	что она	5	2
160	не означает	2	2
161	свободы и	4	2
162	не мог	3	2
163	жизни он	3	2
164	что не	2	2
165	и он	11	2
166	на смену	3	2
167	ведет к	13	2
168	свою вину	2	2
169	в любви	8	2
170	людей и	3	2
171	сказать что	3	2
172	во имя	16	2
173	но он	11	2
174	сам достоевский	3	2
175	когда человек	2	2
176	в себе	10	2
177	не знает	9	2
178	и человек	3	2
179	свою противоположность	2	2
180	в сне	3	2
181	переходит в	8	2
182	в чем	3	2
183	на деле	4	2
184	нет ни	2	2
