N	2gram	Propp_Morf_1	Istorich
1	в сказке	15	47
2	и т	41	27
3	и в	13	26
4	т д	39	24
5	т е	21	18
6	так же	3	18
7	то что	8	16
8	не только	4	15
9	что в	8	14
10	может быть	52	14
11	но и	4	12
12	и пр	37	11
13	что он	4	10
14	так и	6	10
15	таким образом	21	10
16	при помощи	9	10
17	что и	7	9
18	этот случай	5	9
19	волшебное средство	10	9
20	все же	7	9
21	и не	12	9
22	его в	2	9
23	так как	16	9
24	коня и	2	8
25	на коне	5	8
26	то же	7	8
27	этих случаях	11	8
28	а в	7	8
29	в сказку	3	7
30	в этих	13	7
31	в иное	5	7
32	во время	6	7
33	об этом	4	7
34	как и	3	7
35	в качестве	5	7
36	героя в	4	7
37	он не	3	7
38	как в	3	7
39	в этом	14	7
40	мы имеем	9	7
41	не всегда	9	6
42	мы видим	13	6
43	что они	2	6
44	еще не	3	6
45	не может	14	6
46	а не	11	6
47	к нему	3	6
48	потому что	3	6
49	мы можем	2	6
50	могут быть	16	6
51	иное царство	5	6
52	и как	5	5
53	это не	6	5
54	к этому	3	5
55	это и	2	5
56	но все	3	5
57	но не	4	5
58	ничего не	4	5
59	и др	10	5
60	то это	3	5
61	в некоторых	3	5
62	как мы	6	5
63	и что	2	5
64	из которых	3	5
65	уже не	2	5
66	и по	2	5
67	не в	3	5
68	у яги	3	5
69	тем что	4	5
70	в точности	3	5
71	и здесь	5	5
72	в другом	2	5
73	мы должны	3	5
74	но в	2	5
75	раньше чем	3	5
76	с собой	3	5
77	с другой	8	4
78	вовсе не	4	4
79	вопрос о	7	4
80	в тех	6	4
81	а по	3	4
82	а на	3	4
83	другой стороны	4	4
84	здесь не	2	4
85	тогда как	2	4
86	того как	2	4
87	три года	3	4
88	в которых	2	4
89	о том	2	4
90	представляют собой	11	4
91	герой получает	5	4
92	в числе	2	4
93	только что	2	3
94	на вопрос	2	3
95	перед нами	10	3
96	он должен	2	3
97	в образе	4	3
98	все еще	3	3
99	на котором	3	3
100	же в	2	3
101	этом случае	8	3
102	для нас	2	3
103	в том	6	3
104	а затем	4	3
105	по существу	12	3
106	том что	4	3
107	но это	6	3
108	она не	2	3
109	в лес	7	3
110	и другие	6	3
111	мы увидим	8	3
112	нет необходимости	6	3
113	например в	2	3
114	на его	4	3
115	большей частью	4	3
116	как бы	3	3
117	все эти	2	3
118	а также	4	3
119	входить в	2	3
120	на то	2	3
121	но мы	3	3
122	наряду с	5	3
123	на него	3	3
124	что она	2	3
125	не на	2	3
126	о пощаде	3	3
127	или же	6	3
128	случаях когда	2	3
129	как это	3	3
130	по ночам	2	3
131	не имеет	2	3
132	или в	4	3
133	в руки	3	3
134	связи с	10	3
135	что мы	2	3
136	только в	2	3
137	с того	3	3
138	с золотыми	2	3
139	что эта	2	3
140	там где	5	3
141	на птице	2	2
142	связана с	3	2
143	не могут	4	2
144	можно показать	2	2
145	здесь можно	3	2
146	с тем	2	2
147	ниже в	2	2
148	не менее	5	2
149	и есть	2	2
150	мы пока	2	2
151	это уже	3	2
152	однако в	2	2
153	он может	2	2
154	его и	2	2
155	с этим	11	2
156	этого не	2	2
157	главным образом	4	2
158	всмотреться в	2	2
159	дает сказка	2	2
160	таких случаях	2	2
161	и тем	2	2
162	если герой	3	2
163	со сказкой	2	2
164	видим что	10	2
165	и конь	2	2
166	к отдельным	2	2
167	тем не	5	2
168	этот момент	3	2
169	представляет собой	17	2
170	поставить вопрос	2	2
171	одна из	4	2
172	на этом	3	2
173	со змеем	4	2
174	эта форма	13	2
175	есть и	4	2
176	тех случаях	2	2
177	было бы	3	2
178	но есть	3	2
179	таких случаев	2	2
180	если бы	2	2
181	или на	3	2
182	у нас	2	2
183	в частности	2	2
184	но для	2	2
185	хотя и	3	2
186	вступают в	3	2
187	хотя бы	4	2
188	герой и	3	2
189	или просто	2	2
190	здесь имеется	2	2
191	в целом	3	2
192	из них	3	2
193	не по	2	2
194	дело не	2	2
195	от того	3	2
196	в форме	6	2
197	можно вызвать	2	2
198	и их	2	2
199	в связи	9	2
200	помощи которой	2	2
201	в других	3	2
202	и наоборот	4	2
203	и за	2	2
204	этот вопрос	2	2
205	имеется в	3	2
206	здесь мы	3	2
207	того что	3	2
208	право на	2	2
209	то здесь	3	2
210	в таких	2	2
211	героя а	4	2
212	сказать что	2	2
213	можно наблюдать	3	2
214	в виде	2	2
215	имеем в	6	2
216	в этой	2	2
217	иногда в	5	2
218	собой в	2	2
219	тех же	4	2
220	и этим	5	2
221	начинается с	3	2
222	то мы	4	2
223	так например	3	2
