N	2gram	Ircho_Kome_1	Literetu
1	и не	8	22
2	и в	22	16
3	х годов	3	15
4	при этом	5	15
5	не только	10	14
6	но и	11	14
7	в этом	3	14
8	то что	2	12
9	может быть	9	12
10	в том	11	12
11	в частности	3	11
12	не в	6	10
13	такого рода	6	10
14	то же	6	9
15	так и	5	9
16	в то	10	9
17	том что	12	8
18	не может	2	8
19	в этой	7	8
20	же время	4	7
21	со стороны	2	7
22	точки зрения	4	7
23	только в	3	7
24	с другой	5	6
25	к тому	6	6
26	художественного мышления	2	6
27	еще не	2	6
28	в его	5	6
29	и его	8	6
30	в себе	2	6
31	в другом	4	6
32	о том	8	6
33	в качестве	4	5
34	в году	3	5
35	что он	6	5
36	тому же	6	5
37	как и	9	5
38	в целом	3	5
39	вместе с	2	5
40	как в	5	5
41	а в	6	5
42	этом отношении	3	5
43	именно в	4	5
44	отличие от	2	5
45	место в	3	4
46	но не	2	4
47	в рамках	2	4
48	однако в	3	4
49	даже в	3	4
50	перед лицом	3	4
51	до конца	2	4
52	одной стороны	3	4
53	в начале	3	4
54	хотя и	3	4
55	говоря уже	2	4
56	отношению к	3	4
57	из них	10	4
58	не говоря	2	4
59	по отношению	3	4
60	с одной	3	4
61	а также	4	4
62	как будто	2	4
63	в одном	8	4
64	прежде всего	5	3
65	в г	11	3
66	и как	3	3
67	на его	5	3
68	в самом	2	3
69	вслед за	2	3
70	еще в	5	3
71	и тем	2	3
72	с ее	2	3
73	потому что	5	3
74	по своей	2	3
75	уже о	2	3
76	едва ли	7	3
77	как это	3	3
78	в области	2	3
79	но в	4	3
80	между тем	5	3
81	в противоположность	2	2
82	ни было	2	2
83	что в	6	2
84	не менее	3	2
85	все более	3	2
86	и одновременно	3	2
87	то ни	2	2
88	что у	2	2
89	в конце	6	2
90	одного из	6	2
91	к этому	4	2
92	вопрос о	3	2
93	на то	3	2
94	в нем	4	2
95	и ее	3	2
96	же в	4	2
97	раз в	2	2
98	у нас	3	2
99	первой половине	2	2
100	того же	2	2
101	в свою	2	2
102	было бы	2	2
103	и сам	3	2
104	в первой	2	2
105	несмотря на	4	2
106	для себя	2	2
107	один из	5	2
108	что и	4	2
109	все же	3	2
110	бы то	2	2
111	отношение к	3	2
112	во второй	3	2
113	как мы	4	2
114	так же	3	2
115	как раз	3	2
116	еще и	2	2
117	и вот	4	2
118	в принципе	2	2
119	другой стороны	5	2
120	и даже	5	2
121	право на	2	2
122	в своих	2	2
123	и на	3	2
124	и с	3	2
125	тем что	4	2
126	на себя	2	2
127	же самое	2	2
128	его в	3	2
129	ее в	2	2
130	одном из	4	2
