N	2gram	Bakhtin_Fr_5	Narrotol
1	не только	14	32
2	может быть	2	25
3	но и	10	23
4	в качестве	2	21
5	и не	15	20
6	и в	45	19
7	то есть	25	19
8	в том	10	18
9	в этом	14	17
10	том что	7	14
11	не в	7	14
12	а не	4	12
13	своего рода	4	12
14	то что	2	11
15	а в	4	11
16	не может	5	10
17	точки зрения	4	10
18	при этом	2	9
19	так и	6	9
20	в его	13	9
21	во времени	2	8
22	и т.п	16	8
23	и т.д	2	7
24	как и	10	7
25	к тому	2	7
26	а также	4	7
27	все же	2	7
28	как в	3	7
29	том числе	4	6
30	с его	7	6
31	что он	6	6
32	но не	4	6
33	именно в	3	6
34	в себя	5	6
35	как это	4	6
36	о том	4	6
37	но в	14	6
38	и как	5	5
39	нуждается в	3	5
40	можно сказать	2	5
41	тому же	4	5
42	к нему	2	5
43	и его	13	5
44	в данном	2	5
45	в основе	4	5
46	в отличие	2	5
47	отличие от	2	5
48	в этой	6	5
49	перед нами	4	4
50	точку зрения	2	4
51	прежде всего	10	4
52	в нем	10	4
53	у него	4	4
54	то же	11	4
55	же время	9	4
56	было бы	2	4
57	связи с	6	4
58	одной из	5	4
59	как бы	12	4
60	хотя бы	2	4
61	данном случае	2	4
62	в особенности	2	4
63	не мог	4	4
64	числе и	2	4
65	не столько	2	4
66	сказать что	4	4
67	в церкви	2	4
68	только в	4	4
69	здесь не	6	4
70	и с	10	4
71	не менее	3	3
72	жизни в	2	3
73	же как	4	3
74	что в	12	3
75	из этих	3	3
76	ни в	3	3
77	это и	5	3
78	в сущности	4	3
79	на том	2	3
80	хотя и	5	3
81	в ней	8	3
82	он не	6	3
83	и даже	4	3
84	если в	2	3
85	один из	2	3
86	с ее	5	3
87	жизни и	8	3
88	когда он	2	3
89	на него	2	3
90	в эпизоде	9	3
91	а именно	2	3
92	этом отношении	5	3
93	как мы	8	3
94	и он	3	3
95	и на	5	3
96	между тем	2	3
97	этого эпизода	2	3
98	в то	11	3
99	что это	2	3
100	независимо от	2	2
101	говорит и	2	2
102	себя и	2	2
103	в своем	11	2
104	здесь и	5	2
105	от всех	5	2
106	не могло	3	2
107	что на	3	2
108	его как	4	2
109	по существу	3	2
110	есть в	3	2
111	у нее	2	2
112	в значительной	2	2
113	для него	3	2
114	в пределах	2	2
115	несмотря на	2	2
116	например в	5	2
117	вплоть до	2	2
118	и др	8	2
119	даже в	2	2
120	нет и	2	2
121	не имеет	3	2
122	во второй	2	2
123	и до	2	2
124	так же	8	2
125	как раз	5	2
126	в связи	5	2
127	и только	2	2
128	не было	3	2
129	все эти	5	2
130	самом деле	5	2
131	одним из	5	2
132	и для	3	2
133	с точки	2	2
134	это не	3	2
135	роль в	2	2
136	можно было	4	2
137	одно из	2	2
138	говорить о	2	2
139	и все	7	2
140	его в	5	2
141	зрения на	4	2
142	мира и	8	2
143	ничего не	4	2
144	о чем	3	2
145	и одновременно	3	2
