N	3gram	Voloshinov_1	Problemy
1	в то же	3	12
2	то же время	3	12
3	с самого начала	4	8
4	в отношении к	4	7
5	не может быть	13	6
6	во всяком случае	2	5
7	по отношению к	2	5
8	в этом смысле	2	4
9	с точки зрения	20	4
10	то ни было	8	4
11	бы то ни	8	4
12	и прежде всего	2	4
13	в самом деле	9	3
14	слова и его	2	3
15	в конце концов	3	3
16	с другой стороны	5	3
17	в высшей степени	3	3
18	но в то	2	3
19	смысле этого слова	2	2
20	все без исключения	3	2
21	в большинстве случаев	3	2
22	в пределах одного	2	2
23	тем не менее	2	2
24	в этом случае	3	2
25	в отличие от	5	2
26	вполне понятно что	3	2
27	и не может	9	2
28	сама по себе	2	2
29	сводится к тому	2	2
30	как мы знаем	5	2
31	внутреннего и внешнего	3	2
32	как и все	2	2
