N	2gram	Bakhtin_Pr_2	EvropaiE
1	и в	45	37
2	в пределах	4	25
3	точки зрения	19	23
4	что в	6	21
5	не только	16	18
6	с точки	9	17
7	в то	5	16
8	хотя бы	5	15
9	то же	5	15
10	в своем	5	14
11	же время	3	14
12	но и	15	14
13	и не	42	14
14	но в	6	14
15	в этом	20	12
16	в их	4	11
17	в том	8	11
18	в области	2	11
19	так и	3	10
20	прежде всего	11	9
21	в смысле	2	9
22	не может	24	9
23	в себе	5	9
24	только в	9	9
25	так же	5	9
26	в ее	3	8
27	было бы	4	8
28	в своей	6	8
29	как и	14	7
30	того что	3	7
31	так как	5	7
32	вовсе не	7	6
33	том что	7	6
34	может быть	18	6
35	на то	2	6
36	как бы	15	6
37	то что	5	6
38	во всех	4	6
39	и даже	3	6
40	и на	7	6
41	то есть	50	6
42	же как	4	5
43	не в	8	5
44	но не	6	5
45	одной из	2	5
46	со стороны	4	5
47	которую мы	2	5
48	как мы	8	5
49	в той	3	5
50	тем самым	2	5
51	и по	2	5
52	этой точки	2	5
53	и потому	6	5
54	именно в	3	4
55	или иной	3	4
56	можно сказать	2	4
57	само по	2	4
58	в самом	13	4
59	в ней	7	4
60	той или	3	4
61	даже в	6	4
62	в процессе	2	4
63	по себе	8	4
64	не на	4	4
65	не имеет	3	4
66	сказать что	5	4
67	как это	2	4
68	и к	2	3
69	в пределы	3	3
70	в сфере	2	3
71	этом отношении	2	3
72	но на	2	3
73	никогда не	17	3
74	и со	2	3
75	жизни в	2	3
76	в них	4	3
77	и от	3	3
78	с другом	2	3
79	этом смысле	5	3
80	от них	2	3
81	по своим	2	3
82	мы видели	3	3
83	мы можем	4	3
84	друг с	2	3
85	из них	9	3
86	не является	3	3
87	что и	5	3
88	ее в	2	3
89	бы и	3	3
90	как в	4	3
91	идет о	2	3
92	и некоторые	2	3
93	и для	2	3
94	и прежде	2	3
95	как на	2	3
96	в таком	3	3
97	можно было	2	3
98	к ним	3	3
99	в результате	3	3
100	потому что	8	3
101	тем что	2	3
102	во все	2	3
103	о том	3	3
104	там где	6	3
105	большинстве случаев	2	3
106	отметить что	2	3
107	что все	3	2
108	он сам	6	2
109	и более	2	2
110	для них	3	2
111	а не	10	2
112	в этих	4	2
113	сравнению с	2	2
114	по сравнению	2	2
115	в большинстве	2	2
116	в одном	6	2
117	к нему	11	2
118	представление о	2	2
119	для понимания	2	2
120	и эта	3	2
121	как же	2	2
122	и как	2	2
123	в сторону	2	2
124	есть в	8	2
125	что если	3	2
126	но как	2	2
127	между ними	4	2
128	должна быть	3	2
129	кажется что	2	2
130	она не	5	2
131	от друга	2	2
132	меньшей степени	2	2
133	дело идет	6	2
134	он не	9	2
135	в его	22	2
136	в котором	7	2
137	точка зрения	7	2
138	не есть	2	2
139	в развитии	2	2
140	в мире	3	2
141	друг от	2	2
142	жизни и	15	2
143	как не	5	2
144	в некоторых	2	2
145	что же	4	2
146	а в	3	2
147	таким образом	11	2
148	если бы	2	2
149	на них	2	2
150	и других	3	2
151	но с	3	2
152	и человеческой	2	2
153	а именно	3	2
154	и что	2	2
155	с другими	7	2
156	на основе	2	2
157	мы видим	2	2
158	или в	2	2
159	в своих	4	2
160	этот вопрос	4	2
161	и с	7	2
162	хотя и	2	2
163	могут быть	4	2
164	в истории	2	2
165	мы должны	4	2
166	далеко не	4	2
167	бы в	5	2
168	можем сказать	2	2
