N	2gram	Losev_Prob_4	OGranits
1	и в	20	13
2	и его	10	12
3	прежде всего	11	9
4	не может	5	8
5	и не	28	8
6	может быть	9	8
7	точки зрения	14	7
8	в его	3	7
9	таким образом	8	6
10	не только	24	6
11	то что	15	6
12	только в	23	6
13	мы должны	3	6
14	как бы	4	6
15	все же	2	5
16	с точки	11	5
17	хотя бы	7	5
18	и наконец	4	5
19	то же	7	4
20	не является	10	4
21	в своей	4	4
22	все это	9	4
23	еще и	3	4
24	только и	5	4
25	мы не	7	4
26	мы можем	3	4
27	было бы	14	4
28	в сознании	3	4
29	но в	8	4
30	что в	3	3
31	но и	14	3
32	так и	10	3
33	и все	8	3
34	в одном	4	3
35	здесь мы	3	3
36	самом деле	3	3
37	в ее	5	3
38	да и	5	3
39	как и	6	3
40	не в	13	3
41	за пределы	2	3
42	в которой	2	3
43	и то	2	3
44	в пределах	2	3
45	в себе	12	3
46	говорить о	2	3
47	ничего общего	5	3
48	с этим	4	3
49	и для	4	3
50	общего с	2	3
51	так как	5	3
52	и этот	3	2
53	не менее	10	2
54	для себя	2	2
55	уже в	4	2
56	и тем	7	2
57	в нем	5	2
58	сознания и	3	2
59	данном случае	5	2
60	а не	7	2
61	в отношении	4	2
62	другой стороны	6	2
63	но так	2	2
64	с другой	7	2
65	она является	2	2
66	не чем	2	2
67	в них	5	2
68	в связи	3	2
69	а в	4	2
70	все эти	16	2
71	вовсе не	21	2
72	или иного	3	2
73	есть не	6	2
74	иным как	2	2
75	к тому	3	2
76	и к	3	2
77	как в	5	2
78	если бы	8	2
79	в чем	2	2
80	не имеет	4	2
81	в том	20	2
82	что иное	2	2
83	так же	5	2
84	том что	12	2
85	в зависимости	3	2
86	с ними	2	2
87	в ряд	3	2
88	в данном	6	2
89	зависимости от	3	2
90	что они	2	2
91	в этом	9	2
92	учение о	3	2
93	тем что	3	2
94	при этом	6	2
95	чем же	3	2
96	смысле слова	15	2
97	и ее	4	2
98	не что	2	2
99	для него	3	2
100	в другом	3	2
101	во всем	2	2
102	тот же	2	2
103	и может	2	2
104	кажется что	2	2
105	несмотря на	4	2
106	того или	3	2
107	в целях	5	2
108	в области	3	2
109	нет ничего	3	2
110	в самом	2	2
111	между собою	2	2
112	в ней	7	2
113	чем иным	2	2
114	иное как	2	2
115	и является	3	2
116	символики и	2	2
117	а также	6	2
118	явлений и	3	2
