N	2gram	Propp_Isto_2	StatiiOP
1	и в	15	44
2	в том	6	36
3	и т	19	30
4	что в	12	30
5	том что	7	29
6	т д	18	21
7	в этом	11	21
8	то что	12	18
9	не только	18	18
10	было бы	5	17
11	а в	12	17
12	о том	3	17
13	и не	11	16
14	а не	5	16
15	т е	29	15
16	может быть	17	15
17	как в	5	13
18	можно было	5	13
19	не в	7	12
20	в этой	4	11
21	самом деле	2	11
22	того чтобы	2	11
23	что он	24	10
24	но и	14	10
25	но в	6	10
26	только в	6	10
27	с другой	2	9
28	как и	2	9
29	того что	3	9
30	так и	5	9
31	в его	6	9
32	например в	2	8
33	во всех	2	8
34	все же	9	8
35	из них	2	8
36	не может	5	8
37	и его	3	8
38	это не	2	8
39	я не	2	7
40	прежде всего	5	7
41	для нас	4	7
42	сих пор	7	7
43	до сих	6	7
44	другой стороны	2	7
45	таким образом	7	7
46	сказать что	2	7
47	что они	10	7
48	потому что	9	6
49	из этих	3	6
50	так что	6	6
51	но это	4	6
52	что и	6	6
53	именно в	2	6
54	на самом	2	6
55	хотя бы	2	6
56	никогда не	15	5
57	такой же	2	5
58	так же	13	5
59	что мы	3	5
60	в котором	5	5
61	в нем	7	5
62	все это	3	5
63	той же	2	5
64	то же	10	5
65	и по	2	5
66	в которых	2	5
67	и то	2	5
68	тем что	4	5
69	могут быть	2	5
70	все эти	4	5
71	так как	14	5
72	на вопрос	2	4
73	что это	6	4
74	что она	5	4
75	представление о	2	4
76	вопрос о	4	4
77	но все	5	4
78	является не	2	4
79	и что	6	4
80	в качестве	3	4
81	и почему	3	4
82	же и	3	4
83	но если	3	4
84	как бы	6	4
85	на то	3	4
86	дело не	4	4
87	не было	2	4
88	что у	2	4
89	д но	2	4
90	как будто	3	4
91	как это	3	4
92	в которой	2	4
93	к которому	5	4
94	а с	2	3
95	во время	2	3
96	и с	4	3
97	и так	2	3
98	в тех	2	3
99	очень часто	4	3
100	ни в	2	3
101	он был	3	3
102	да и	2	3
103	об этом	11	3
104	же как	5	3
105	но не	2	3
106	еще не	9	3
107	и для	2	3
108	в ней	4	3
109	не все	2	3
110	то это	6	3
111	отношению к	3	3
112	а именно	3	3
113	по отношению	3	3
114	и только	2	3
115	с одной	4	3
116	но с	2	3
117	возможно что	2	3
118	говорит что	3	3
119	и вполне	2	3
120	в очень	3	3
121	в другом	9	3
122	видно что	6	3
123	будто бы	2	3
124	если это	3	3
125	с этим	5	3
126	вот несколько	4	2
127	уже в	2	2
128	нисколько не	2	2
129	всех этих	3	2
130	в этих	11	2
131	превращается в	2	2
132	хотя в	3	2
133	смысле этого	2	2
134	этом случае	5	2
135	по существу	2	2
136	это явление	2	2
137	и более	2	2
138	при этом	4	2
139	что при	5	2
140	ни один	2	2
141	она не	5	2
142	одной стороны	3	2
143	в сущности	2	2
144	между прочим	3	2
145	должно было	3	2
146	а также	2	2
147	только у	2	2
148	на него	5	2
149	также в	2	2
150	и их	2	2
151	тем самым	2	2
152	д и	2	2
153	он должен	2	2
154	в других	3	2
155	другом месте	2	2
156	на которой	2	2
157	мы не	3	2
158	ничего не	7	2
159	не знает	2	2
160	что этот	3	2
161	можно найти	5	2
162	а то	2	2
163	их в	2	2
164	у него	4	2
165	одно из	2	2
166	он не	8	2
167	но он	4	2
168	что эта	2	2
169	в себе	4	2
170	что здесь	4	2
171	не могла	2	2
172	то не	2	2
173	его в	10	2
174	при помощи	2	2
175	и это	3	2
176	к нему	5	2
177	должен был	3	2
178	только с	2	2
179	мы имеем	15	2
