N	2gram	Bakhtin_Pr_1	formyVre
1	и в	29	50
2	в романе	9	32
3	в этом	22	25
4	в нем	19	24
5	человека в	4	17
6	и его	14	16
7	в литературе	4	16
8	прежде всего	7	15
9	и не	31	14
10	как мы	4	14
11	вовсе не	7	13
12	как раз	6	13
13	в его	24	13
14	по существу	3	12
15	так и	7	12
16	может быть	24	11
17	таким образом	12	11
18	мы уже	2	11
19	то же	14	11
20	и как	7	10
21	но в	7	10
22	в конце	6	9
23	в том	8	9
24	же время	9	9
25	и др	5	9
26	все эти	9	9
27	в то	10	9
28	не только	15	9
29	с его	9	9
30	ничего не	5	9
31	в самом	10	8
32	и т	4	8
33	но и	14	8
34	и на	7	8
35	как и	12	8
36	жизни и	2	8
37	ни в	3	8
38	т п	3	8
39	не было	4	7
40	и во	2	7
41	в условиях	2	7
42	для себя	2	7
43	героя и	10	7
44	так сказать	4	7
45	все же	9	6
46	это не	9	6
47	например в	3	6
48	в их	3	6
49	не может	12	6
50	так же	6	6
51	в результате	4	6
52	так как	6	6
53	у него	5	6
54	с этим	2	6
55	в жизни	2	6
56	связи с	2	6
57	то что	15	6
58	как в	6	6
59	что в	8	5
60	не в	7	5
61	в пределах	13	5
62	и до	3	5
63	в основе	4	5
64	точки зрения	19	5
65	всех этих	2	5
66	но все	5	5
67	если бы	9	5
68	в пространстве	3	5
69	романа в	3	5
70	но не	9	5
71	еще не	5	5
72	он не	5	5
73	отношению к	8	5
74	и у	3	5
75	могут быть	6	5
76	в своем	8	4
77	кроме того	3	4
78	до конца	8	4
79	европейского романа	2	4
80	и следовательно	4	4
81	этого мира	6	4
82	в котором	2	4
83	все это	6	4
84	для других	2	4
85	конечно и	2	4
86	потому что	8	4
87	и с	4	4
88	в ней	2	4
89	к себе	2	4
90	в них	3	4
91	конечно не	2	4
92	в процессе	4	4
93	или как	5	4
94	себе самому	3	4
95	в той	2	4
96	том что	7	4
97	и для	4	4
98	только в	10	4
99	и это	5	4
100	жизни не	2	3
101	не могут	6	3
102	себя и	2	3
103	в отношении	2	3
104	вследствие этого	2	3
105	раскрытия и	2	3
106	при этом	2	3
107	себе и	3	3
108	и уже	2	3
109	мира в	5	3
110	один из	2	3
111	в форме	7	3
112	по отношению	8	3
113	отношения к	3	3
114	этом отношении	3	3
115	именно в	5	3
116	но эта	4	3
117	они не	4	3
118	романа и	3	3
119	друг друга	3	3
120	а в	7	3
121	их в	4	3
122	сказать что	3	3
123	одно из	2	3
124	самим собою	2	3
125	его в	6	3
126	в одном	10	3
127	поэтому и	4	3
128	но они	2	3
129	а как	7	3
130	был бы	6	3
131	не знает	3	3
132	что было	4	3
133	же в	2	3
134	в сущности	5	3
135	по преимуществу	2	3
136	и потому	6	3
137	что и	4	3
138	романа как	3	3
139	сих пор	2	3
140	во всей	2	3
141	во времени	3	3
142	а не	22	3
143	между ними	2	3
144	мы видим	2	3
145	с другими	7	3
146	более того	5	3
147	во всяком	5	3
148	героев и	3	3
149	и ее	2	3
150	в себе	7	3
151	входит в	7	3
152	все его	3	3
153	до сих	2	3
154	романа не	4	2
155	уже в	3	2
156	самого начала	2	2
157	никогда не	3	2
158	друг другу	2	2
159	его и	2	2
160	точку зрения	6	2
161	с другой	3	2
162	мир и	5	2
163	и нет	2	2
164	на материале	3	2
165	нем в	2	2
166	была бы	3	2
167	вопрос о	2	2
168	нового типа	2	2
169	с их	5	2
170	лишь как	7	2
171	лишь один	2	2
172	для него	18	2
173	не о	2	2
174	его мире	2	2
175	в целом	6	2
176	отношение к	2	2
177	и изображения	7	2
178	здесь конечно	2	2
179	те же	2	2
180	в самой	6	2
181	и даже	2	2
182	рядом с	14	2
183	не входит	3	2
184	в которых	2	2
185	же и	2	2
186	но он	2	2
187	в истории	2	2
188	мы должны	3	2
189	отсюда и	2	2
190	все то	4	2
191	мир в	3	2
192	с ним	5	2
193	человек и	2	2
194	в романах	7	2
195	вне его	2	2
196	к другому	2	2
197	не как	14	2
198	же что	5	2
199	раз и	4	2
200	его целом	6	2
201	по себе	8	2
202	и к	2	2
203	время не	3	2
204	сочетается с	5	2
205	одна из	3	2
206	чем в	2	2
207	во все	2	2
208	эта форма	2	2
209	было бы	5	2
210	на почве	3	2
211	оно не	3	2
212	видения и	10	2
213	в своей	8	2
214	как бы	19	2
215	момент его	2	2
216	уже не	13	2
217	с точки	13	2
218	хотя бы	2	2
219	в которой	2	2
220	той же	5	2
221	в данном	2	2
222	пределах отдельных	2	2
223	автора и	5	2
224	тем что	4	2
225	всей его	2	2
226	на себя	2	2
227	выражение в	6	2
228	его на	2	2
229	далеко не	3	2
230	там где	10	2
