N	2gram	Bakhtin_Pr_2	Myshleni
1	в том	6	33
2	том что	2	27
3	точки зрения	13	26
4	то что	7	20
5	в этом	13	19
6	с точки	8	18
7	того что	2	17
8	и в	43	15
9	не только	11	15
10	речи и	4	15
11	что в	4	14
12	таким образом	5	14
13	что он	13	12
14	в самом	7	11
15	в процессе	2	11
16	в целом	2	10
17	но и	14	10
18	было бы	5	10
19	мы не	4	10
20	мы можем	2	10
21	в своем	4	9
22	может быть	23	9
23	не может	18	9
24	о том	5	9
25	в сущности	9	9
26	так и	3	8
27	никогда не	9	8
28	не в	11	8
29	и что	5	8
30	если бы	3	8
31	к тому	4	7
32	и не	29	7
33	как бы	22	7
34	по себе	11	7
35	тот же	3	7
36	он не	9	7
37	во всяком	2	7
38	что это	2	6
39	в отношении	3	6
40	как мы	10	6
41	мы уже	3	6
42	в виду	3	6
43	на то	5	6
44	по отношению	5	6
45	с другой	4	6
46	сказать что	2	6
47	как он	2	6
48	но в	10	6
49	вовсе не	5	6
50	и к	3	6
51	как и	14	6
52	отношение между	2	6
53	если мы	2	6
54	самом деле	5	6
55	на этот	4	6
56	там где	4	6
57	это не	3	5
58	уже в	2	5
59	вопрос о	2	5
60	и др	2	5
61	к внутренней	2	5
62	и их	3	5
63	и даже	3	5
64	речь и	2	5
65	по существу	3	5
66	отношению к	5	5
67	внутренней речи	2	5
68	приводит к	6	5
69	то же	8	5
70	можно было	3	5
71	этот вопрос	4	5
72	прежде всего	10	4
73	из этих	2	4
74	для нас	2	4
75	все это	5	4
76	в них	4	4
77	так же	2	4
78	а в	5	4
79	его мысли	2	4
80	их в	4	4
81	и с	5	4
82	так как	4	4
83	с его	4	4
84	все же	3	4
85	в своей	4	4
86	даже в	3	4
87	как в	2	4
88	как раз	4	4
89	того как	2	4
90	а с	2	4
91	хотя бы	2	4
92	и его	8	4
93	значение для	2	4
94	только в	4	4
95	в эту	3	4
96	он сам	3	3
97	мы будем	3	3
98	но на	2	3
99	для этого	2	3
100	что у	2	3
101	во время	4	3
102	человека и	2	3
103	об этом	2	3
104	и сам	7	3
105	для него	8	3
106	при этом	6	3
107	из них	2	3
108	и до	4	3
109	и только	3	3
110	все эти	5	3
111	но эта	2	3
112	в самой	4	3
113	лишь в	8	3
114	с собой	4	3
115	в которых	2	3
116	в результате	4	3
117	с ним	3	3
118	и все	6	3
119	и особенно	2	3
120	с этим	2	3
121	лежит в	2	3
122	уже говорили	3	3
123	но не	5	3
124	того же	3	3
125	он говорит	2	3
126	для себя	2	3
127	когда он	3	3
128	бы и	2	3
129	речи как	2	3
130	а не	7	3
131	речь в	2	3
132	или в	8	3
133	значение в	2	3
134	в отличие	4	3
135	и ее	3	3
136	этого слова	2	3
137	и это	4	3
138	отличие от	4	3
139	ничего не	3	3
140	реакции на	3	2
141	он является	2	2
142	не могут	4	2
143	сама по	4	2
144	что если	3	2
145	в этих	6	2
146	перед нами	7	2
147	и речь	2	2
148	в такой	2	2
149	или иной	3	2
150	человек с	2	2
151	что на	2	2
152	ни в	2	2
153	и как	2	2
154	своей жизни	2	2
155	но все	2	2
156	друг с	4	2
157	образом как	3	2
158	очень хорошо	2	2
159	той или	3	2
160	в котором	6	2
161	в первой	2	2
162	могут быть	3	2
163	его речи	2	2
164	на том	2	2
165	в их	3	2
166	целый ряд	2	2
167	должно быть	4	2
168	но для	3	2
169	теперь в	3	2
170	к себе	7	2
171	в категориях	2	2
172	также и	3	2
173	но ведь	5	2
174	еще один	3	2
175	во всем	3	2
176	в одном	12	2
177	или как	4	2
178	уже и	2	2
179	у него	6	2
180	в стороне	2	2
181	этом смысле	2	2
182	бы ни	2	2
183	и различные	2	2
184	стороны и	3	2
185	указывает на	2	2
186	друг от	2	2
187	с их	2	2
188	мы увидим	5	2
189	от друга	2	2
190	за пределы	3	2
191	том же	4	2
192	в его	10	2
193	что и	3	2
194	ее в	2	2
195	во всех	4	2
196	или менее	3	2
197	без всякого	2	2
198	что же	7	2
199	и для	3	2
200	в себя	3	2
201	и эта	2	2
202	той же	3	2
203	тем что	3	2
204	в себе	5	2
205	в другом	7	2
206	ту же	2	2
207	с другом	4	2
208	его к	2	2
209	это все	3	2
210	более или	3	2
