N	2gram	Bakhtin_fo_1	StatiiOP
1	и в	50	25
2	в этом	25	24
3	в том	9	20
4	что в	5	19
5	может быть	11	19
6	тем что	2	19
7	том что	4	15
8	в его	13	12
9	то что	6	12
10	не только	9	12
11	в этих	3	11
12	прежде всего	15	10
13	таким образом	11	10
14	и не	14	10
15	у него	6	9
16	но и	8	9
17	и т	8	8
18	все это	4	8
19	это не	6	7
20	было бы	2	7
21	с этим	6	7
22	не может	6	7
23	точки зрения	5	7
24	в то	9	7
25	место в	2	6
26	в конце	9	6
27	не в	5	6
28	только в	4	6
29	как бы	2	6
30	как в	6	6
31	а в	3	6
32	и на	8	6
33	в трагедии	2	6
34	т п	8	6
35	то же	11	5
36	в них	4	5
37	потому что	4	5
38	с другой	2	5
39	ни в	8	5
40	об этом	2	5
41	в котором	4	5
42	на почве	2	5
43	и это	4	5
44	а не	3	5
45	того что	2	5
46	он не	5	5
47	так и	12	5
48	но в	10	5
49	этом отношении	3	4
50	с тем	3	4
51	и др	9	4
52	в жизни	6	4
53	была бы	2	4
54	а как	3	4
55	мировой литературе	2	4
56	как и	8	4
57	мы видим	3	4
58	в начале	3	4
59	в качестве	3	4
60	если бы	5	4
61	например в	6	4
62	и к	2	4
63	в ней	4	4
64	к ней	2	4
65	а также	2	4
66	в своей	2	4
67	в целом	2	4
68	отношение к	2	4
69	в центре	2	4
70	в особенности	9	4
71	не было	7	4
72	в течение	2	4
73	лишь в	6	4
74	с точки	2	4
75	в чем	2	4
76	и для	4	4
77	и с	4	4
78	время как	5	4
79	можно назвать	2	4
80	сказать что	3	4
81	во всяком	3	4
82	в каком	2	4
83	все же	6	4
84	в которой	2	4
85	то время	4	4
86	ничего не	9	4
87	что все	2	3
88	уже в	2	3
89	с его	9	3
90	к этому	3	3
91	же время	9	3
92	всех этих	5	3
93	для него	2	3
94	кроме того	4	3
95	до конца	4	3
96	одной стороны	2	3
97	нет в	2	3
98	все эти	9	3
99	не является	2	3
100	в некоторых	2	3
101	в их	6	3
102	как раз	13	3
103	в связи	5	3
104	уже не	2	3
105	что мы	2	3
106	и его	16	3
107	в мировой	2	3
108	попадает в	2	3
109	но он	2	3
110	связи с	6	3
111	бы совершенно	2	3
112	так как	6	3
113	во многом	2	2
114	этот тип	2	2
115	никогда не	2	2
116	себя и	3	2
117	точку зрения	2	2
118	и у	5	2
119	но они	3	2
120	и во	7	2
121	исторического процесса	2	2
122	тогда когда	2	2
123	вовсе не	13	2
124	и ее	3	2
125	самого начала	2	2
126	или иной	2	2
127	к тому	3	2
128	как мы	14	2
129	не как	2	2
130	но все	5	2
131	есть в	2	2
132	но не	5	2
133	времени и	10	2
134	к своей	2	2
135	того же	8	2
136	в свою	2	2
137	до сих	3	2
138	еще не	5	2
139	и может	2	2
140	в это	2	2
141	одной из	3	2
142	в самом	8	2
143	в сущности	3	2
144	во всех	6	2
145	xvii века	2	2
146	одна из	2	2
147	в виду	3	2
148	нет и	2	2
149	один из	3	2
150	здесь нет	3	2
151	вместе с	3	2
152	сих пор	3	2
153	ее в	2	2
154	в форме	3	2
155	до нас	5	2
156	в отношении	3	2
157	с ее	6	2
158	с одной	3	2
159	и других	3	2
160	мы находим	2	2
161	во втором	2	2
162	с самого	2	2
163	для того	5	2
164	что не	3	2
165	и по	2	2
166	той же	2	2
167	мы не	3	2
168	на основе	2	2
169	или в	3	2
170	этот образ	2	2
171	в которых	2	2
172	в результате	6	2
173	одно из	3	2
174	могут быть	5	2
175	жизни но	5	2
176	здесь только	2	2
177	так сказать	7	2
178	не имеет	4	2
179	то есть	33	2
