N	2gram	Tiupa_Lite_2	Myslijsy
1	то есть	5	34
2	потому что	2	33
3	то что	7	29
4	может быть	17	26
5	в том	10	23
6	и в	19	23
7	в этом	9	23
8	и не	11	18
9	что в	4	17
10	при этом	6	15
11	для нас	2	14
12	как и	10	14
13	в себе	6	14
14	то же	12	14
15	того что	5	14
16	так как	3	14
17	том что	7	12
18	не было	2	12
19	а не	20	12
20	что я	2	11
21	но и	10	11
22	не в	4	11
23	не может	9	11
24	по отношению	4	10
25	не только	8	10
26	тем что	4	10
27	было бы	2	8
28	отношению к	3	8
29	мы не	4	8
30	о том	2	8
31	но в	2	8
32	с тем	2	7
33	в нем	3	7
34	что и	2	7
35	и что	2	7
36	очевидно что	2	7
37	вовсе не	2	7
38	и т	2	7
39	могут быть	2	7
40	мысли и	2	7
41	поэзии и	2	7
42	и к	2	6
43	для того	2	6
44	вместе с	5	6
45	что не	2	6
46	так и	7	6
47	уже в	2	5
48	по крайней	2	5
49	так что	4	5
50	для него	4	5
51	в его	4	5
52	как бы	2	5
53	крайней мере	2	5
54	этом случае	2	5
55	не менее	6	5
56	а в	3	5
57	с ним	2	5
58	и то	3	5
59	слова и	7	5
60	быть может	3	4
61	что он	3	4
62	тем не	2	4
63	тогда как	9	4
64	в одном	2	4
65	в сравнении	2	4
66	а именно	3	4
67	то и	3	4
68	в истории	2	4
69	тем самым	3	4
70	хотя бы	2	4
71	точки зрения	4	4
72	в данном	3	4
73	т п	2	4
74	в то	9	4
75	и с	3	4
76	никогда не	3	3
77	в них	2	3
78	мы сами	2	3
79	но это	3	3
80	же время	9	3
81	еще не	2	3
82	в виду	2	3
83	в каждом	2	3
84	но уже	2	3
85	со стороны	3	3
86	так в	5	3
87	и только	2	3
88	той же	2	3
89	все равно	2	3
90	и других	4	3
91	уже не	2	3
92	и на	6	3
93	и до	2	3
94	то в	2	3
95	даже и	2	3
96	поэзия как	2	3
97	в искусстве	4	3
98	ту же	2	3
99	в поэзии	3	3
100	с точки	3	3
101	тому как	2	2
102	я не	5	2
103	состоит в	9	2
104	и как	3	2
105	в нашем	2	2
106	и без	2	2
107	все что	2	2
108	столь же	5	2
109	с другой	8	2
110	но тем	4	2
111	слов но	2	2
112	в ее	2	2
113	у нас	5	2
114	тот же	2	2
115	в сущности	3	2
116	не могу	2	2
117	нам представляется	2	2
118	в ней	4	2
119	он не	5	2
120	не вполне	2	2
121	и др	3	2
122	даже в	4	2
123	один из	4	2
124	не с	3	2
125	в мире	9	2
126	данном случае	3	2
127	я вижу	2	2
128	быть не	2	2
129	и для	3	2
130	человека в	4	2
131	из которых	2	2
132	и даже	8	2
133	не так	2	2
134	друг друга	2	2
135	и его	3	2
136	в глазах	3	2
137	в своих	2	2
138	подобно тому	2	2
139	в первый	2	2
140	я в	7	2
141	из тех	2	2
142	одном из	2	2
143	а если	2	2
144	в области	4	2
