N	2gram	Vygotskiy__5	Literetu
1	и не	12	22
2	и в	16	16
3	при этом	4	15
4	не только	16	14
5	но и	6	14
6	в этом	25	14
7	а не	10	12
8	то что	26	12
9	может быть	9	12
10	в том	18	12
11	в частности	3	11
12	не в	6	10
13	то же	8	9
14	так и	7	9
15	того что	16	9
16	в то	5	9
17	в жизни	2	8
18	том что	15	8
19	не может	18	8
20	в этой	6	8
21	как бы	5	8
22	в своей	2	7
23	тем самым	8	7
24	точки зрения	18	7
25	только в	10	7
26	состоит в	6	6
27	с другой	4	6
28	к тому	6	6
29	еще не	4	6
30	в его	11	6
31	и его	3	6
32	в другом	6	6
33	о том	8	6
34	в качестве	4	5
35	это не	4	5
36	что он	25	5
37	тому же	2	5
38	как и	8	5
39	в целом	4	5
40	вместе с	4	5
41	как в	5	5
42	в отличие	2	5
43	а в	3	5
44	этом отношении	5	5
45	именно в	4	5
46	в основе	8	5
47	что я	2	5
48	отличие от	2	5
49	но не	10	4
50	никогда не	5	4
51	по существу	3	4
52	до конца	3	4
53	одной стороны	3	4
54	одним из	2	4
55	отношению к	12	4
56	из них	2	4
57	по отношению	12	4
58	с одной	3	4
59	должно быть	8	4
60	как будто	2	4
61	в одном	3	4
62	только для	2	3
63	на свою	2	3
64	для его	2	3
65	в единстве	2	3
66	прежде всего	3	3
67	и как	3	3
68	то в	3	3
69	о чем	2	3
70	совершенно не	2	3
71	и к	2	3
72	на его	2	3
73	в самом	4	3
74	вслед за	2	3
75	еще в	3	3
76	и тем	3	3
77	жизни и	2	3
78	самом деле	3	3
79	с точки	9	3
80	как на	3	3
81	той же	4	3
82	тому как	4	3
83	потому что	21	3
84	по своей	3	3
85	как это	8	3
86	отношения к	2	3
87	в области	12	3
88	но в	6	3
89	между тем	3	3
90	к предмету	2	2
91	сознания и	2	2
92	что в	16	2
93	не менее	3	2
94	если бы	8	2
95	в случае	2	2
96	что у	2	2
97	с этой	4	2
98	я не	2	2
99	к этому	3	2
100	вопрос о	12	2
101	по себе	7	2
102	стороны и	2	2
103	в нем	7	2
104	же в	2	2
105	у нас	2	2
106	связи с	3	2
107	знает что	2	2
108	того же	7	2
109	в свою	4	2
110	для него	5	2
111	можно сказать	5	2
112	было бы	10	2
113	со всеми	2	2
114	этот путь	2	2
115	в первой	2	2
116	во всех	2	2
117	я это	3	2
118	нас к	3	2
119	себя и	2	2
120	к жизни	3	2
121	отношением к	2	2
122	не с	2	2
123	то это	2	2
124	что и	3	2
125	всю полноту	2	2
126	все же	3	2
127	отношение к	11	2
128	во второй	2	2
129	когда он	2	2
130	как мы	10	2
131	так же	15	2
132	в совершенно	2	2
133	еще и	3	2
134	но с	2	2
135	из того	11	2
136	не означает	4	2
137	того чтобы	17	2
138	для того	14	2
139	другой стороны	2	2
140	и даже	2	2
141	в своих	2	2
142	и на	6	2
143	мы и	5	2
144	оказывается не	2	2
145	и с	3	2
146	тем что	5	2
147	он в	3	2
148	подобно тому	4	2
149	представляет собой	7	2
150	не знает	5	2
151	же самое	4	2
152	могли бы	6	2
153	его в	2	2
154	в первом	3	2
155	и потому	2	2
156	ее в	3	2
157	это будет	2	2
