N	2gram	Voloshinov_1	Narrotol
1	не только	4	26
2	а не	5	17
3	но и	3	15
4	в том	6	14
5	при этом	6	14
6	и не	10	14
7	том что	5	13
8	и в	12	13
9	в этом	4	13
10	только в	6	11
11	может быть	14	10
12	в данном	2	10
13	так и	4	9
14	то что	5	8
15	в себе	3	8
16	не может	16	8
17	не в	4	8
18	никогда не	5	6
19	в своем	2	6
20	в жизни	5	6
21	прежде всего	8	6
22	можно сказать	5	6
23	и к	4	6
24	того что	3	6
25	в его	2	6
26	данном случае	2	6
27	все же	4	6
28	как бы	13	6
29	ничего не	2	6
30	но в	5	6
31	место в	2	5
32	точки зрения	14	5
33	тем не	3	5
34	одной стороны	2	5
35	он не	2	5
36	в котором	3	5
37	в нем	6	5
38	отношению к	11	5
39	на него	2	5
40	как в	5	5
41	в форме	2	5
42	по отношению	11	5
43	таким образом	12	5
44	с одной	2	5
45	с другой	4	5
46	в то	2	5
47	о том	3	5
48	не менее	3	4
49	если бы	9	4
50	отнюдь не	5	4
51	в литературе	4	4
52	тому же	2	4
53	как и	5	4
54	что в	2	4
55	для него	3	4
56	и уже	3	4
57	не к	3	4
58	жизни и	4	4
59	в своей	3	4
60	то же	5	4
61	в какой	2	4
62	уже не	4	4
63	и все	2	4
64	как это	2	4
65	с ним	3	4
66	в себя	2	4
67	с его	2	3
68	мы имеем	2	3
69	точку зрения	2	3
70	это не	2	3
71	да и	3	3
72	а к	2	3
73	но не	2	3
74	к его	2	3
75	внутренней речи	3	3
76	между собой	2	3
77	как к	3	3
78	все эти	3	3
79	самом деле	3	3
80	и по	3	3
81	и для	3	3
82	и его	13	3
83	для других	2	3
84	с этой	2	3
85	сказать что	7	3
86	между тем	3	3
87	едва ли	2	3
88	дело с	2	2
89	зависит от	2	2
90	в душе	2	2
91	в нашем	11	2
92	высказывания как	4	2
93	хотя бы	5	2
94	как уже	2	2
95	и здесь	2	2
96	для нас	7	2
97	и более	3	2
98	должна быть	5	2
99	еще не	3	2
100	в самом	4	2
101	имеет место	2	2
102	но для	3	2
103	жизненной ситуации	2	2
104	оно не	2	2
105	но зато	2	2
106	что и	2	2
107	в процессе	6	2
108	подчеркнуть что	2	2
109	жизнью и	2	2
110	только на	3	2
111	те же	2	2
112	на самом	4	2
113	и что	2	2
114	с точки	2	2
115	так же	3	2
116	как на	2	2
117	мы не	3	2
118	в чем	2	2
119	но это	2	2
120	в ней	6	2
121	героя и	5	2
122	здесь не	3	2
