N	2gram	Bakhtin_Fr_8	Problemy
1	и в	56	34
2	и не	9	29
3	как бы	11	27
4	что он	2	23
5	в его	18	22
6	может быть	3	19
7	в нем	8	19
8	не может	2	19
9	и все	6	19
10	о себе	2	18
11	как и	5	18
12	но в	6	16
13	все это	8	16
14	и его	12	16
15	в этом	14	16
16	и с	8	15
17	прежде всего	6	15
18	он не	5	15
19	то же	11	14
20	к нему	2	14
21	самом деле	2	13
22	для него	2	13
23	но и	9	12
24	же время	10	12
25	и к	4	12
26	потому что	6	12
27	в то	12	12
28	вовсе не	6	11
29	в сущности	8	11
30	то что	3	11
31	на самом	2	11
32	не только	8	10
33	слова и	3	10
34	в отношении	5	9
35	не в	3	9
36	а не	2	9
37	никогда не	5	8
38	в самом	9	8
39	так же	2	8
40	точки зрения	6	8
41	с ним	2	8
42	и для	2	8
43	в другом	3	8
44	что в	5	7
45	и даже	8	7
46	все же	2	7
47	как мы	7	7
48	там где	3	7
49	что они	2	6
50	в пределах	5	6
51	и на	7	6
52	с его	5	6
53	мы уже	10	6
54	так и	13	6
55	в себе	4	6
56	только в	9	6
57	что это	4	5
58	это не	2	5
59	так что	3	5
60	и сам	2	5
61	себе и	2	5
62	из них	2	5
63	таким образом	17	5
64	на них	3	5
65	не мог	3	5
66	а в	2	5
67	и наконец	3	5
68	он и	2	5
69	с тем	2	5
70	в одном	2	5
71	даже в	4	5
72	что и	3	5
73	ни одного	2	5
74	в слове	2	5
75	друг другу	2	4
76	то ни	2	4
77	с другой	2	4
78	что все	4	4
79	переходим к	4	4
80	ни было	2	4
81	ни в	2	4
82	но это	2	4
83	у него	7	4
84	при этом	4	4
85	на его	6	4
86	бы то	2	4
87	как к	2	4
88	все эти	15	4
89	рядом с	3	4
90	его в	2	4
91	так как	4	4
92	если бы	2	4
93	как раз	2	4
94	но не	5	4
95	еще не	10	4
96	последнее слово	5	4
97	бы и	2	4
98	только на	2	4
99	в мире	2	4
100	с точки	2	4
101	в виде	2	4
102	вместе с	2	4
103	уже в	2	3
104	его к	3	3
105	в том	13	3
106	такой же	5	3
107	совсем не	2	3
108	до конца	11	3
109	хотя и	2	3
110	в котором	2	3
111	с ее	5	3
112	мы видели	5	3
113	уже говорили	7	3
114	другой стороны	2	3
115	вот как	2	3
116	характер и	3	3
117	их в	4	3
118	в ней	4	3
119	но он	3	3
120	во всем	4	3
121	большинстве случаев	6	3
122	бы в	3	3
123	не как	2	3
124	и во	2	3
125	в ее	6	3
126	том что	8	3
127	к концу	2	3
128	по своему	8	3
129	между тем	3	3
130	наконец в	4	3
131	в своей	2	3
132	и как	2	3
133	и то	2	3
134	говорили что	5	3
135	далеко не	2	3
136	в творчестве	5	3
137	не было	5	2
138	о них	2	2
139	с этой	2	2
140	это в	2	2
141	в большинстве	7	2
142	например в	4	2
143	все те	2	2
144	со всею	3	2
145	был бы	3	2
146	один из	5	2
147	в форме	3	2
148	в своем	3	2
149	эпизод с	2	2
150	в которых	2	2
151	той или	2	2
152	на одном	2	2
153	о том	4	2
154	почти все	2	2
155	сказать что	3	2
156	нет ни	2	2
157	к которому	3	2
158	во время	5	2
159	всех этих	3	2
160	он дает	2	2
161	в них	11	2
162	того времени	4	2
163	по всему	2	2
164	конечно в	2	2
165	точек зрения	2	2
166	которых он	2	2
167	говорит о	2	2
168	более того	3	2
169	было бы	2	2
170	конечно не	4	2
171	за пределы	4	2
172	во всех	8	2
173	и потому	4	2
174	благодаря этому	2	2
175	своего рода	5	2
176	когда он	2	2
177	но с	2	2
178	в той	6	2
179	уже не	3	2
180	в которой	4	2
181	той же	6	2
182	с такою	2	2
183	связан с	2	2
184	и почти	3	2
185	и ее	4	2
186	так сказать	5	2
187	все его	3	2
