N	2gram	Bakhtin_Pr_4	RusskieA
1	и в	46	29
2	что в	4	22
3	том что	4	22
4	в том	9	22
5	как бы	19	18
6	в других	2	15
7	и другие	3	14
8	может быть	23	13
9	так как	5	13
10	как и	12	11
11	одна из	2	11
12	в этом	16	11
13	все это	6	10
14	и с	7	10
15	не только	14	10
16	о том	5	9
17	а в	2	9
18	на части	2	9
19	но и	12	8
20	как в	4	7
21	или в	8	7
22	мы не	4	6
23	еще не	7	6
24	для нас	2	6
25	вместе с	2	6
26	таким образом	4	6
27	при этом	5	6
28	и на	11	6
29	в данном	2	6
30	мы имеем	3	6
31	потому что	4	5
32	это не	5	5
33	то что	4	5
34	и что	3	5
35	но не	4	5
36	для этого	2	5
37	к жизни	2	5
38	не может	19	5
39	но в	6	5
40	и все	9	4
41	вопрос о	2	4
42	уже не	4	4
43	по существу	3	4
44	так что	2	4
45	не в	10	4
46	этих случаях	2	4
47	к нему	5	4
48	же как	2	4
49	том же	4	4
50	так же	3	4
51	то и	2	4
52	то же	6	4
53	у нас	2	4
54	а не	11	4
55	в которых	2	4
56	их в	3	4
57	далеко не	3	4
58	на этом	3	3
59	тем что	3	3
60	в этих	4	3
61	и других	4	3
62	живет в	2	3
63	она не	3	3
64	до конца	4	3
65	было бы	3	3
66	и о	3	3
67	но если	3	3
68	в котором	5	3
69	во всех	5	3
70	в последний	2	3
71	в отличие	3	3
72	и через	2	3
73	все эти	4	3
74	и по	2	3
75	друг друга	6	3
76	как мы	12	3
77	между тем	2	3
78	но он	3	3
79	в этой	3	3
80	отличие от	3	3
81	не менее	2	2
82	об этом	2	2
83	могут быть	2	2
84	никогда не	6	2
85	с другой	3	2
86	из этих	3	2
87	он есть	2	2
88	прежде всего	9	2
89	что и	3	2
90	к ней	2	2
91	кроме того	4	2
92	и как	2	2
93	одним из	3	2
94	и при	3	2
95	здесь в	2	2
96	и пр	2	2
97	совершенно не	4	2
98	в него	6	2
99	в виду	4	2
100	но она	2	2
101	все же	4	2
102	в своей	3	2
103	все в	2	2
104	не к	3	2
105	в руках	2	2
106	там и	2	2
107	в их	4	2
108	влияние на	2	2
109	того как	2	2
110	не было	2	2
111	там где	2	2
112	этот вопрос	2	2
113	мы здесь	2	2
114	и для	3	2
115	должно быть	4	2
116	можно было	2	2
117	жизнь и	3	2
118	так в	2	2
119	людей и	4	2
120	с этим	2	2
121	на себя	4	2
122	во всем	4	2
123	в то	5	2
124	так чтобы	3	2
125	есть в	6	2
