N	3gram	Bakhtin_Pr_1	Psycholo
1	в том что	7	17
2	для того чтобы	2	13
3	в самом деле	2	11
4	с точки зрения	15	10
5	заключается в том	2	10
6	не может быть	3	8
7	в этом отношении	5	5
8	до сих пор	2	5
9	на самом деле	3	5
10	в данном случае	2	4
11	о том что	2	4
12	можно было бы	3	4
13	в то время	2	3
14	сами по себе	3	3
15	в конце концов	4	3
16	само по себе	2	3
17	том что он	4	3
18	и не может	2	2
19	то же время	7	2
20	таким образом все	2	2
21	бы то ни	3	2
22	во всяком случае	3	2
23	потому что она	2	2
24	подобно тому как	3	2
25	в то же	7	2
26	с другой стороны	2	2
