N	2gram	Trubetskoy_1	Hudozhes
1	и в	23	28
2	том что	19	19
3	и не	8	18
4	в том	30	15
5	не в	8	13
6	в этом	12	13
7	о том	7	12
8	как и	9	11
9	при этом	9	11
10	в его	5	11
11	не только	7	11
12	но и	9	9
13	в себе	5	9
14	в жизни	3	8
15	что он	7	8
16	может быть	16	8
17	так и	10	8
18	между тем	12	8
19	я не	2	7
20	и все	7	7
21	к тому	8	7
22	в мире	6	7
23	в частности	2	7
24	отношению к	9	7
25	по отношению	9	7
26	тогда как	6	7
27	с ним	6	7
28	это не	3	6
29	в котором	2	6
30	то что	18	6
31	жизни и	2	6
32	если бы	8	6
33	то же	4	6
34	не было	2	6
35	сводится к	2	6
36	а в	3	6
37	в глазах	2	6
38	и с	5	6
39	для себя	2	6
40	в то	6	6
41	что это	5	5
42	не менее	7	5
43	у него	5	5
44	в своем	10	5
45	как бы	10	5
46	с ее	2	5
47	в этой	6	5
48	что в	8	5
49	она не	2	5
50	и сам	2	5
51	в самом	8	5
52	никогда не	4	5
53	одно из	3	5
54	для него	2	5
55	к чужой	6	5
56	тому что	2	4
57	тем не	4	4
58	то в	2	4
59	но не	2	4
60	что они	2	4
61	же время	2	4
62	для того	8	4
63	он не	3	4
64	что и	7	4
65	и уже	2	4
66	то и	2	4
67	не может	17	4
68	того чтобы	8	4
69	как будто	5	4
70	только в	6	4
71	а между	8	4
72	в них	2	3
73	о них	2	3
74	в состоянии	4	3
75	столь же	5	3
76	с другой	6	3
77	что все	5	3
78	прежде всего	3	3
79	в нем	3	3
80	и ее	2	3
81	для нас	3	3
82	самом деле	12	3
83	все что	9	3
84	еще не	5	3
85	одной стороны	2	3
86	было бы	3	3
87	несмотря на	6	3
88	в ней	3	3
89	мы уже	4	3
90	в этих	3	3
91	все они	5	3
92	на него	2	3
93	все это	11	3
94	а с	4	3
95	с одной	3	3
96	и состоит	2	3
97	по его	2	3
98	так же	8	3
99	с ними	2	3
100	и на	6	3
101	что у	2	3
102	и это	3	3
103	к нему	2	3
104	все его	2	3
105	в основе	2	2
106	только не	2	2
107	себя и	2	2
108	отнюдь не	2	2
109	давно уже	2	2
110	именно в	5	2
111	и от	5	2
112	из этих	8	2
113	гораздо более	2	2
114	вовсе не	2	2
115	два человека	2	2
116	как мы	2	2
117	о которых	6	2
118	мы знаем	10	2
119	тому же	6	2
120	же как	3	2
121	одна из	2	2
122	как у	3	2
123	на этом	2	2
124	ибо в	4	2
125	и к	5	2
126	до сих	8	2
127	в нашем	3	2
128	все же	13	2
129	не будет	5	2
130	отношение к	4	2
131	из них	5	2
132	вместе с	6	2
133	сих пор	8	2
134	данном случае	3	2
135	что же	2	2
136	как на	4	2
137	те же	2	2
138	о которой	2	2
139	лишь в	5	2
140	во втором	2	2
141	тем самым	3	2
142	не более	2	2
143	и у	4	2
144	между ними	2	2
145	хотя бы	4	2
146	и для	6	2
147	с точки	8	2
148	в данном	3	2
149	и то	4	2
150	потому что	9	2
151	различия между	3	2
152	в виде	4	2
153	точки зрения	13	2
154	к той	2	2
155	говорить о	2	2
156	в другом	2	2
157	и только	2	2
158	и т.д	4	2
159	его в	5	2
160	та же	3	2
161	но в	4	2
162	же не	3	2
163	а для	2	2
