N	2gram	Losev_Dial_2	Analitik
1	в этом	8	18
2	в частности	2	16
3	и в	19	16
4	не только	19	16
5	так и	10	15
6	как и	10	14
7	в том	14	12
8	но и	12	12
9	и не	30	12
10	том что	10	12
11	могут быть	4	10
12	как бы	14	10
13	при этом	4	10
14	а не	16	10
15	и даже	14	9
16	в этой	3	9
17	ничего не	3	9
18	в данном	3	8
19	отнюдь не	6	8
20	к тому	2	7
21	в себе	15	7
22	то что	14	7
23	о том	5	7
24	с другой	5	6
25	в самом	5	6
26	в мире	2	6
27	говорить о	5	6
28	может быть	20	6
29	как это	7	6
30	но в	2	6
31	и к	7	5
32	данном случае	2	5
33	с одной	2	5
34	не менее	3	4
35	только не	2	4
36	в своем	4	4
37	в конце	2	4
38	можно сказать	5	4
39	уже не	3	4
40	не в	8	4
41	за пределы	4	4
42	но не	6	4
43	в сущности	2	4
44	в один	3	4
45	времени в	2	4
46	во всех	2	4
47	как в	2	4
48	все это	4	4
49	как раз	5	4
50	не может	9	4
51	на этом	2	4
52	и его	5	4
53	то же	12	4
54	точки зрения	12	4
55	только в	5	4
56	содержит в	4	3
57	никогда не	9	3
58	по крайней	9	3
59	прежде всего	8	3
60	что на	2	3
61	тем не	2	3
62	так что	7	3
63	есть в	2	3
64	было бы	3	3
65	крайней мере	9	3
66	несмотря на	2	3
67	и если	4	3
68	мы имеем	3	3
69	на его	2	3
70	ни о	2	3
71	или в	2	3
72	той или	4	3
73	что и	5	3
74	из них	3	3
75	в их	2	3
76	именно в	2	3
77	того или	2	3
78	а в	4	3
79	как мы	3	3
80	с ними	2	3
81	и то	7	3
82	в результате	2	3
83	тем что	2	3
84	как будто	7	3
85	я и	2	3
86	и все	12	3
87	в общем	2	2
88	в противоположность	2	2
89	того что	6	2
90	уже и	2	2
91	была бы	3	2
92	в состоянии	2	2
93	личность в	2	2
94	в одном	4	2
95	вовсе не	13	2
96	и я	2	2
97	не знаю	2	2
98	в одну	5	2
99	по себе	18	2
100	же время	5	2
101	ведь это	3	2
102	что в	7	2
103	что с	2	2
104	она не	8	2
105	еще не	4	2
106	о чем	3	2
107	миф и	2	2
108	в своей	8	2
109	ни с	4	2
110	себе не	3	2
111	даже в	3	2
112	это было	3	2
113	не есть	47	2
114	с ее	2	2
115	себя в	2	2
116	и их	3	2
117	вместе с	2	2
118	дело не	2	2
119	на него	2	2
120	что она	14	2
121	во времени	4	2
122	другой стороны	4	2
123	собственно говоря	2	2
124	таким образом	4	2
125	т е	30	2
126	того и	2	2
127	тех или	2	2
128	или точнее	3	2
129	с точки	8	2
130	так же	2	2
131	в таком	4	2
132	между тем	2	2
133	личности и	6	2
134	одно из	4	2
135	он не	4	2
136	это только	3	2
137	в то	6	2
138	в поэзии	7	2
139	его в	3	2
140	в этих	3	2
141	таком случае	3	2
142	сказать что	10	2
143	с ним	4	2
144	грань между	3	2
145	стало быть	10	2
146	же не	3	2
