N	2gram	Bakhtin_Fr_3	Marksizm
1	может быть	9	28
2	и в	40	19
3	как бы	3	19
4	и не	13	19
5	не может	3	18
6	точки зрения	2	17
7	то же	7	16
8	и его	17	16
9	как мы	10	15
10	в этом	15	15
11	таким образом	10	14
12	лишь в	2	14
13	в сущности	9	14
14	так сказать	5	14
15	не только	13	13
16	связи с	6	13
17	в нем	5	11
18	если бы	3	11
19	вовсе не	12	11
20	но и	11	10
21	том что	4	10
22	так и	3	10
23	и т.п	10	10
24	для него	5	9
25	при этом	3	9
26	в основе	5	9
27	как и	11	9
28	самом деле	3	9
29	а не	5	9
30	слова в	2	8
31	же время	6	8
32	по отношению	3	8
33	в то	6	8
34	с его	3	8
35	отношению к	2	8
36	только в	3	8
37	в связи	5	7
38	в том	8	7
39	но в	8	7
40	прежде всего	16	7
41	одна из	3	7
42	в языке	2	7
43	на самом	3	7
44	и для	5	7
45	ни в	4	6
46	и как	3	6
47	того чтобы	4	6
48	в самом	6	6
49	и следовательно	3	6
50	с помощью	2	6
51	и все	9	6
52	между тем	3	6
53	мы уже	13	6
54	во всех	6	6
55	слова и	2	6
56	для того	3	6
57	хотя бы	2	6
58	или иной	2	5
59	смысле слова	4	5
60	к нему	2	5
61	в форме	2	5
62	в их	4	5
63	и на	8	5
64	и здесь	4	5
65	к этому	6	5
66	того же	2	5
67	в его	13	5
68	этого слова	2	5
69	все же	2	5
70	в той	6	5
71	в данном	4	5
72	выражение в	2	5
73	это не	2	4
74	той или	2	4
75	то что	5	4
76	мы видели	3	4
77	влияние на	2	4
78	сказать что	3	4
79	как раз	5	4
80	что он	2	4
81	было бы	4	4
82	конечно не	2	4
83	в основном	4	4
84	связь с	6	4
85	только на	4	4
86	тем же	2	4
87	и ее	2	4
88	в себе	3	4
89	в этих	6	3
90	с другой	2	3
91	и от	3	3
92	для понимания	3	3
93	здесь мы	2	3
94	в этой	3	3
95	в ней	4	3
96	со всею	3	3
97	в котором	2	3
98	какой бы	2	3
99	а в	3	3
100	с этим	2	3
101	все эти	8	3
102	в другом	3	3
103	не было	5	3
104	в истории	4	3
105	но ведь	3	3
106	о том	4	3
107	так как	4	3
108	слово в	3	3
109	в ее	3	3
110	у нас	4	3
111	до сих	4	3
112	еще не	3	3
113	одной из	2	3
114	не к	2	3
115	в корне	2	3
116	он не	9	3
117	и до	8	3
118	что и	3	3
119	в своей	6	3
120	в отличие	3	3
121	на основе	2	3
122	форму и	2	3
123	той же	8	3
124	и это	2	3
125	отличие от	3	3
126	сих пор	4	3
127	связана с	2	2
128	уже в	2	2
129	что в	12	2
130	в нашем	4	2
131	его к	2	2
132	мы знаем	2	2
133	он был	3	2
134	следовательно и	2	2
135	как о	2	2
136	до конца	6	2
137	из важнейших	2	2
138	о чем	2	2
139	не так	3	2
140	и у	2	2
141	значительной степени	2	2
142	одним из	2	2
143	встречаем в	2	2
144	другими словами	3	2
145	жизни и	4	2
146	в своем	7	2
147	в особенности	5	2
148	именно в	2	2
149	они не	3	2
150	в системе	2	2
151	мы встречаем	4	2
152	и даже	4	2
153	рядом с	2	2
154	в более	3	2
155	и с	8	2
156	даже и	2	2
157	он и	7	2
158	xix века	4	2
159	но как	2	2
160	в начале	3	2
161	все то	2	2
162	правильного понимания	3	2
163	то есть	18	2
164	у него	8	2
165	поэтому в	2	2
166	но не	2	2
167	здесь в	4	2
168	мы увидим	2	2
169	и о	4	2
170	и потому	4	2
171	и прежде	3	2
172	всем этим	2	2
173	или же	2	2
174	еще более	4	2
175	эти моменты	3	2
176	в значительной	3	2
177	должны быть	2	2
178	ко всем	3	2
179	между ними	3	2
180	мы не	2	2
181	свидетельствует о	2	2
182	тем что	3	2
183	на протяжении	3	2
184	далеко не	2	2
185	там где	3	2
186	вместе с	3	2
