N	2gram	Bakhtin_Fr_4	Analitik
1	не только	10	22
2	и в	29	18
3	как и	12	14
4	так и	11	14
5	в этом	11	14
6	но и	9	13
7	и его	8	13
8	в частности	3	12
9	том что	3	12
10	в качестве	3	12
11	и не	16	12
12	при этом	3	11
13	как бы	8	10
14	то есть	21	10
15	может быть	2	9
16	со стороны	2	9
17	в том	7	9
18	с его	4	8
19	своего рода	6	8
20	и даже	3	8
21	не случайно	3	8
22	с другой	4	7
23	но не	2	7
24	в его	8	7
25	во второй	2	7
26	как раз	2	7
27	к тому	2	6
28	еще не	4	6
29	в этой	13	6
30	он не	3	6
31	в их	2	6
32	о том	2	6
33	никогда не	2	5
34	в конце	9	5
35	прежде всего	8	5
36	того же	5	5
37	и т.п	12	5
38	другой стороны	3	5
39	в сущности	6	5
40	уже не	2	5
41	той же	3	5
42	в слове	2	5
43	в результате	4	5
44	перед нами	4	4
45	о чем	2	4
46	в своем	3	4
47	что он	4	4
48	и к	2	4
49	и как	3	4
50	себя в	2	4
51	и сам	3	4
52	все же	3	4
53	таким образом	20	4
54	и на	11	4
55	далеко не	5	4
56	уже в	2	3
57	не столько	2	3
58	к этому	2	3
59	в ее	3	3
60	что они	2	3
61	же время	8	3
62	если в	2	3
63	с ее	3	3
64	как в	2	3
65	все это	4	3
66	то же	10	3
67	еще и	7	3
68	именно в	2	3
69	на языке	3	3
70	в году	3	3
71	роль в	3	3
72	здесь и	3	3
73	точки зрения	4	3
74	подобно тому	3	3
75	он и	5	3
76	но как	3	3
77	в то	10	3
78	жизнь и	4	3
79	его в	9	3
80	здесь не	3	3
81	в особенности	2	3
82	все эти	9	2
83	все они	5	2
84	в них	7	2
85	поэтому в	2	2
86	это не	5	2
87	но они	4	2
88	в жизни	2	2
89	в нем	5	2
90	о его	2	2
91	да и	2	2
92	в романе	10	2
93	в дальнейшем	3	2
94	то в	3	2
95	мира и	4	2
96	по своему	4	2
97	в большинстве	6	2
98	одной стороны	2	2
99	это и	5	2
100	о своем	2	2
101	на его	2	2
102	по преимуществу	3	2
103	хотя и	2	2
104	в ней	3	2
105	этом он	2	2
106	а также	2	2
107	по своей	3	2
108	один из	4	2
109	то что	4	2
110	не может	2	2
111	как к	3	2
112	с одной	2	2
113	в себя	2	2
114	и вот	3	2
115	в той	2	2
116	не мог	2	2
117	с точки	2	2
118	и по	5	2
119	и для	2	2
120	тому как	3	2
121	сказать что	5	2
122	мы можем	3	2
123	тем что	4	2
124	в себе	3	2
125	и здесь	3	2
126	только в	2	2
127	на эту	3	2
128	и все	13	2
129	дело в	2	2
130	так сказать	2	2
131	там где	3	2
132	но в	12	2
133	о своей	2	2
134	в новом	2	2
