N	2gram	Bakhtin_Pr_2	StatiiOP
1	и в	45	44
2	в том	8	36
3	что в	6	30
4	том что	7	29
5	в этом	20	21
6	вовсе не	7	19
7	то что	5	18
8	не только	16	18
9	было бы	4	17
10	а в	3	17
11	о том	3	17
12	и не	42	16
13	а не	10	16
14	может быть	18	15
15	в области	2	14
16	как в	4	13
17	можно было	2	13
18	не в	8	12
19	у нас	2	11
20	самом деле	4	11
21	точки зрения	19	11
22	что он	7	10
23	но и	15	10
24	но в	6	10
25	только в	9	10
26	если бы	2	9
27	в то	5	9
28	как и	14	9
29	того что	3	9
30	так и	3	9
31	в его	22	9
32	статьи в	2	8
33	например в	2	8
34	во всех	4	8
35	все же	4	8
36	из них	9	8
37	не может	24	8
38	и его	8	8
39	это не	3	8
40	с точки	9	8
41	но ведь	3	8
42	я не	6	7
43	прежде всего	11	7
44	в самом	13	7
45	сих пор	2	7
46	до сих	2	7
47	таким образом	11	7
48	этом отношении	2	7
49	сказать что	5	7
50	что они	3	7
51	потому что	8	6
52	так что	2	6
53	но это	2	6
54	для него	9	6
55	что и	5	6
56	в своей	6	6
57	со стороны	4	6
58	что же	4	6
59	именно в	3	6
60	в той	3	6
61	хотя бы	5	6
62	не менее	2	5
63	никогда не	17	5
64	была бы	3	5
65	так же	5	5
66	в котором	7	5
67	в нем	20	5
68	в целом	5	5
69	жизни и	15	5
70	все это	5	5
71	то же	5	5
72	этой области	2	5
73	и даже	3	5
74	и по	2	5
75	тем что	2	5
76	могут быть	4	5
77	все эти	4	5
78	так как	5	5
79	там где	6	5
80	что она	4	4
81	представление о	2	4
82	бы и	3	4
83	в ее	3	4
84	же время	3	4
85	но все	4	4
86	и что	2	4
87	как раз	6	4
88	как бы	15	4
89	на то	2	4
90	не было	2	4
91	что у	4	4
92	не имеет	3	4
93	этот вопрос	4	4
94	как это	2	4
95	в которой	2	4
96	в основе	2	3
97	а с	3	3
98	точку зрения	5	3
99	для себя	3	3
100	и с	7	3
101	не является	3	3
102	в конце	4	3
103	должна быть	3	3
104	в каждом	4	3
105	ни в	2	3
106	об этом	3	3
107	в начале	2	3
108	же как	4	3
109	но не	6	3
110	а на	2	3
111	еще не	9	3
112	кажется что	2	3
113	что не	5	3
114	и для	2	3
115	не по	3	3
116	в ней	7	3
117	не значит	2	3
118	даже в	6	3
119	его жизни	2	3
120	отношению к	8	3
121	ни с	2	3
122	в истории	2	3
123	а именно	3	3
124	по отношению	8	3
125	ничего общего	2	3
126	в уста	3	3
127	что для	2	3
128	но с	3	3
129	лишь в	2	3
130	в таком	3	3
131	в чем	2	3
132	конечно и	2	3
133	как к	2	3
134	в результате	3	3
135	не хочу	2	3
136	это очень	2	3
137	том числе	2	2
138	что все	3	2
139	уже в	4	2
140	бы не	3	2
141	а как	4	2
142	но на	2	2
143	да ведь	2	2
144	из которого	2	2
145	в этих	4	2
146	даже и	2	2
147	в своем	5	2
148	превращается в	4	2
149	с которыми	2	2
150	по крайней	2	2
151	быть в	2	2
152	тут не	2	2
153	смысле этого	2	2
154	крайней мере	2	2
155	идет о	2	2
156	и более	2	2
157	если не	2	2
158	есть в	8	2
159	при этом	2	2
160	ни один	3	2
161	она не	5	2
162	и сам	3	2
163	в сущности	7	2
164	в сторону	2	2
165	за пределы	5	2
166	и потому	6	2
167	свое время	2	2
168	этого слова	2	2
169	отношение к	8	2
170	которые в	2	2
171	подчеркнуть что	3	2
172	конечно не	6	2
173	отношения к	2	2
174	на него	2	2
175	и их	6	2
176	для этого	3	2
177	в свое	2	2
178	о них	2	2
179	а потому	2	2
180	тем самым	2	2
181	это вовсе	2	2
182	и у	2	2
183	ни одного	3	2
184	есть только	4	2
185	ничего не	3	2
186	не знает	4	2
187	числе и	2	2
188	в своих	4	2
189	можно найти	2	2
190	их в	7	2
191	у него	6	2
192	он не	9	2
193	что эта	2	2
194	в себе	5	2
195	нет ни	3	2
196	в сознании	2	2
197	его в	3	2
198	к нему	11	2
199	или же	2	2
200	отметить что	2	2
201	мы имеем	2	2
202	то есть	50	2
