N	2gram	Vygotskiy__3	slovoVRo
1	и в	38	39
2	может быть	19	37
3	и т	14	35
4	и его	6	33
5	т п	5	33
6	то есть	15	26
7	не только	12	24
8	и не	10	22
9	но и	5	21
10	не может	7	20
11	в нем	4	19
12	до конца	2	17
13	все это	3	16
14	в этом	13	16
15	а не	7	14
16	как в	4	13
17	во всех	4	12
18	в истории	2	11
19	вовсе не	8	10
20	к своему	2	9
21	не в	12	9
22	таким образом	12	8
23	точки зрения	16	8
24	при этом	4	7
25	для него	2	7
26	в его	5	7
27	как бы	14	7
28	никогда не	4	7
29	в этих	2	7
30	и даже	4	7
31	как мы	7	7
32	с ним	2	7
33	в них	3	6
34	и к	3	6
35	все же	8	6
36	как и	8	6
37	в своем	5	6
38	она не	6	6
39	в сущности	10	6
40	там где	6	6
41	все эти	4	6
42	так сказать	5	6
43	но в	3	6
44	не могут	2	5
45	с другой	7	5
46	и для	4	5
47	и все	10	5
48	для нас	8	5
49	том что	14	5
50	одной стороны	5	5
51	только в	4	5
52	в том	25	5
53	например в	2	5
54	один из	6	5
55	с одной	6	5
56	уже не	2	5
57	и наконец	2	5
58	конечно не	4	5
59	в плане	3	5
60	всех этих	2	4
61	ни в	3	4
62	одна из	4	4
63	для этого	2	4
64	отношения к	2	4
65	то же	10	4
66	что оно	2	4
67	в той	5	4
68	для всех	2	4
69	в таком	3	4
70	а в	7	4
71	и на	6	4
72	в основе	3	4
73	в то	3	4
74	его в	3	4
75	здесь не	3	4
76	так как	6	4
77	перед нами	8	3
78	человеке и	2	3
79	что в	20	3
80	одновременно и	3	3
81	хотя бы	2	3
82	должна быть	5	3
83	здесь в	2	3
84	в свою	4	3
85	что и	4	3
86	но это	3	3
87	на этом	5	3
88	у него	4	3
89	и как	8	3
90	слов и	2	3
91	и часто	2	3
92	как к	2	3
93	в ней	15	3
94	и дальше	2	3
95	с точки	9	3
96	той же	2	3
97	сказать что	4	3
98	между тем	7	3
99	как это	6	3
100	во всяком	2	3
101	действующих лиц	5	2
102	в данном	2	2
103	и затем	2	2
104	и более	2	2
105	и другие	2	2
106	а вовсе	2	2
107	но он	2	2
108	параллельно с	3	2
109	того как	3	2
110	конечно в	3	2
111	в себе	4	2
112	и здесь	6	2
113	что он	11	2
114	она может	3	2
115	с ее	2	2
116	в нее	2	2
117	свою очередь	2	2
118	очень легко	4	2
119	мы увидим	12	2
120	самый этот	2	2
121	со всеми	2	2
122	мы уже	7	2
123	к ней	2	2
124	всяком случае	2	2
125	должен быть	3	2
126	но мы	2	2
127	сих пор	5	2
128	мы видели	6	2
129	то что	35	2
130	не знаем	2	2
131	вместе с	5	2
132	все они	2	2
133	смысл и	4	2
134	с этим	8	2
135	т д	4	2
136	в виде	2	2
137	которых мы	6	2
138	мы не	5	2
139	они не	2	2
140	того чтобы	9	2
141	для того	8	2
142	или в	5	2
143	этот второй	3	2
144	автора и	2	2
145	он не	6	2
146	эти слова	2	2
147	далеко не	3	2
148	к его	2	2
149	но как	2	2
150	в другом	5	2
151	одним словом	2	2
152	о том	6	2
153	и между	4	2
154	в одном	8	2
155	из него	4	2
156	до сих	6	2
