N	2gram	Bakhtin_Fr_2	Marksizm
1	может быть	5	28
2	и в	49	19
3	как бы	11	19
4	и не	15	19
5	не может	7	18
6	точки зрения	6	17
7	то же	7	16
8	и его	17	16
9	как мы	7	15
10	в этом	15	15
11	таким образом	7	14
12	лишь в	4	14
13	в сущности	8	14
14	не только	17	13
15	с точки	5	13
16	связи с	2	13
17	в нем	9	11
18	вовсе не	10	11
19	в пределах	2	10
20	но и	13	10
21	том что	4	10
22	так и	6	10
23	и т.п	11	10
24	для него	9	9
25	при этом	5	9
26	как и	11	9
27	же время	6	8
28	в то	6	8
29	с его	5	8
30	только в	13	8
31	никогда не	5	7
32	в связи	2	7
33	в том	3	7
34	но в	4	7
35	и более	4	7
36	прежде всего	19	7
37	одна из	4	7
38	на самом	2	7
39	в смысле	2	6
40	ни в	3	6
41	того чтобы	2	6
42	в самом	3	6
43	и следовательно	2	6
44	и значение	2	6
45	и все	3	6
46	мы уже	6	6
47	во всех	6	6
48	мы можем	2	6
49	к нему	3	5
50	на этой	2	5
51	в форме	4	5
52	в их	2	5
53	так же	2	5
54	и на	17	5
55	совершенно не	2	5
56	в его	18	5
57	все же	7	5
58	выражение в	5	5
59	в отношении	2	4
60	на то	2	4
61	в формах	2	4
62	то что	6	4
63	мы видели	3	4
64	значение в	4	4
65	речь и	2	4
66	сказать что	6	4
67	что он	3	4
68	было бы	3	4
69	вполне понятно	2	4
70	в основном	5	4
71	связь с	3	4
72	в себе	4	4
73	и т.д	2	4
74	ничего не	2	4
75	учение о	2	3
76	громадное значение	2	3
77	в этих	4	3
78	характерно что	2	3
79	с другой	4	3
80	для понимания	2	3
81	да и	3	3
82	в этой	10	3
83	одной стороны	3	3
84	в ней	2	3
85	за пределы	2	3
86	а в	4	3
87	с одной	3	3
88	все эти	7	3
89	в другом	2	3
90	не было	4	3
91	в истории	6	3
92	о том	3	3
93	так как	6	3
94	в устах	2	3
95	сознания и	2	3
96	в ее	3	3
97	мы сказали	2	3
98	в качестве	2	3
99	связано с	2	3
100	до сих	4	3
101	еще не	2	3
102	одной из	2	3
103	относится к	5	3
104	и до	4	3
105	в своей	5	3
106	на материале	2	3
107	на основе	2	3
108	менее всего	3	3
109	во всяком	2	3
110	могут быть	2	3
111	они являются	2	3
112	и это	3	3
113	сих пор	4	3
114	место в	3	2
115	связана с	3	2
116	уже в	5	2
117	диалога в	2	2
118	что в	2	2
119	в нашем	2	2
120	точку зрения	2	2
121	на все	3	2
122	в собственном	3	2
123	в тех	2	2
124	он был	2	2
125	лишь как	2	2
126	что они	2	2
127	до конца	2	2
128	мы здесь	2	2
129	о чем	3	2
130	значительной степени	2	2
131	одним из	2	2
132	всяком случае	2	2
133	другими словами	3	2
134	жизни и	7	2
135	в своем	5	2
136	в особенности	5	2
137	отношения к	4	2
138	именно в	6	2
139	и xviii	2	2
140	и даже	2	2
141	как на	4	2
142	рядом с	6	2
143	и с	6	2
144	даже и	2	2
145	xix века	2	2
146	в начале	5	2
147	то есть	32	2
148	но они	3	2
149	у него	2	2
150	в жизни	4	2
151	но не	5	2
152	здесь в	6	2
153	и о	4	2
154	и потому	5	2
155	и особенно	3	2
156	собственном смысле	2	2
157	и прежде	2	2
158	на языке	2	2
159	в значительной	3	2
160	и эта	2	2
161	тем что	4	2
162	на протяжении	7	2
163	далеко не	3	2
164	там где	4	2
165	только с	3	2
166	вместе с	2	2
