N	2gram	Bakhtin_Pr_5	Vladivir
1	и в	35	31
2	не только	10	24
3	но и	14	19
4	то что	10	18
5	и не	27	17
6	у него	4	15
7	и даже	5	15
8	том что	3	14
9	что в	6	14
10	в этом	14	14
11	и с	12	14
12	что он	24	12
13	в его	21	12
14	но в	19	12
15	с его	7	11
16	в том	5	11
17	потому что	8	11
18	о том	2	11
19	так что	5	10
20	и то	5	10
21	он не	13	10
22	никогда не	4	9
23	как мы	8	9
24	а в	7	9
25	даже и	3	9
26	только в	6	9
27	в конце	5	9
28	в дальнейшем	2	8
29	и по	2	8
30	в то	11	8
31	так как	4	8
32	уже в	3	7
33	для него	14	7
34	о нем	2	7
35	в эти	2	7
36	как раз	4	7
37	и его	14	7
38	сказать что	3	7
39	мы уже	8	7
40	он и	5	6
41	и к	12	6
42	и сам	7	6
43	может быть	14	6
44	в котором	3	6
45	так и	8	6
46	не может	18	6
47	то же	15	6
48	и что	6	6
49	на этот	2	6
50	это было	2	6
51	а с	3	5
52	все это	14	5
53	вовсе не	7	5
54	не в	10	5
55	но как	4	5
56	которой он	3	5
57	со своим	2	5
58	и от	3	5
59	что и	3	5
60	когда он	3	5
61	что же	7	5
62	но он	4	5
63	с ним	7	5
64	я не	8	4
65	же время	10	4
66	в своем	2	4
67	что у	6	4
68	и все	15	4
69	этом смысле	3	4
70	в нем	16	4
71	к ней	2	4
72	в себе	5	4
73	да и	5	4
74	что его	2	4
75	и вообще	2	4
76	как и	18	4
77	и как	2	4
78	по своей	2	4
79	совсем не	3	4
80	он уже	3	4
81	хотя и	2	4
82	еще в	4	4
83	себя в	2	4
84	в своей	4	4
85	в этот	2	4
86	и у	4	4
87	из его	2	4
88	во всем	4	4
89	как он	2	4
90	к нему	13	4
91	в которой	2	4
92	этот раз	2	4
93	мы увидим	2	3
94	под влиянием	3	3
95	в общем	3	3
96	но только	3	3
97	но на	4	3
98	к тому	6	3
99	в виде	7	3
100	с другой	4	3
101	и так	4	3
102	раз и	3	3
103	он как	4	3
104	в жизни	2	3
105	как в	5	3
106	к своему	5	3
107	но не	6	3
108	но это	6	3
109	но я	2	3
110	что они	6	3
111	по своему	4	3
112	но что	2	3
113	всю жизнь	2	3
114	ничего не	3	3
115	тот же	4	3
116	за пределы	3	3
117	конце концов	3	3
118	все же	8	3
119	на его	4	3
120	в целом	3	3
121	отношение к	6	3
122	вместе с	2	3
123	на него	5	3
124	только на	4	3
125	другой стороны	3	3
126	в отношении	9	3
127	таким образом	7	3
128	человека как	2	3
129	все эти	3	3
130	и вот	4	3
131	не мог	3	3
132	уже не	3	3
133	и он	2	3
134	жизнь и	2	3
135	и на	6	3
136	он в	4	3
137	в начале	3	3
138	во время	5	3
139	из своего	4	3
140	то есть	16	3
141	тем что	4	2
142	он сам	6	2
143	с тем	3	2
144	уже и	2	2
145	не менее	2	2
146	для его	2	2
147	нет и	4	2
148	в них	4	2
149	хотя бы	2	2
150	к концу	3	2
151	что все	2	2
152	на всю	2	2
153	его к	3	2
154	одной из	2	2
155	но зато	4	2
156	мы знаем	2	2
157	ни в	2	2
158	тому же	3	2
159	это и	3	2
160	что я	13	2
161	от него	6	2
162	на этом	2	2
163	что с	2	2
164	еще не	7	2
165	при этом	2	2
166	того что	3	2
167	было бы	3	2
168	кажется что	2	2
169	что на	2	2
170	в самом	6	2
171	конечно не	2	2
172	и кажется	2	2
173	всяком случае	4	2
174	с которым	4	2
175	даже в	5	2
176	для себя	7	2
177	отношением к	3	2
178	и тут	2	2
179	которого он	3	2
180	из них	3	2
181	из этого	2	2
182	только что	3	2
183	как к	5	2
184	и для	8	2
185	лишь в	7	2
186	той же	2	2
187	с ними	5	2
188	где он	4	2
189	пока еще	2	2
190	во всяком	4	2
191	он так	2	2
192	точки зрения	7	2
193	к себе	18	2
194	у меня	6	2
195	мы должны	3	2
196	что сам	2	2
197	и это	5	2
198	и ни	2	2
199	в чем	4	2
