N	2gram	Losev_Vlad_3	Literetu
1	не только	25	24
2	при этом	3	19
3	в качестве	3	17
4	но и	18	17
5	а не	8	16
6	в том	18	16
7	том что	18	14
8	может быть	8	13
9	в году	10	13
10	и не	25	12
11	в этом	16	12
12	прежде всего	10	11
13	в своем	8	11
14	такого рода	4	10
15	то что	28	10
16	или иначе	2	9
17	так или	2	8
18	не в	3	8
19	в целом	2	8
20	и в	40	8
21	только в	13	8
22	как это	4	8
23	не менее	9	7
24	я не	3	7
25	в его	14	7
26	как бы	3	7
27	уже не	9	7
28	в себе	9	7
29	в жизни	2	6
30	как и	7	6
31	связи с	2	6
32	того что	7	6
33	точки зрения	13	6
34	xix века	6	6
35	то есть	24	6
36	с его	2	5
37	с этой	2	5
38	что он	5	5
39	же в	3	5
40	же время	2	5
41	а также	8	5
42	для себя	5	5
43	не может	14	5
44	то же	4	5
45	в отличие	3	5
46	уже в	3	5
47	тем самым	2	5
48	в данном	5	5
49	не столько	3	5
50	в то	7	5
51	отличие от	3	5
52	это не	3	4
53	в конце	12	4
54	в силу	2	4
55	но не	4	4
56	еще не	4	4
57	еще в	5	4
58	и тем	3	4
59	все же	4	4
60	из них	2	4
61	по преимуществу	2	4
62	в своей	9	4
63	данном случае	2	4
64	со стороны	2	4
65	так и	6	4
66	никогда не	11	4
67	в связи	3	4
68	друг друга	2	4
69	и его	10	4
70	как раз	10	4
71	в своих	7	4
72	не как	2	4
73	в этой	8	4
74	не было	5	3
75	что в	17	3
76	с другой	5	3
77	самого себя	2	3
78	сводится к	3	3
79	да и	6	3
80	что его	2	3
81	с их	3	3
82	в самом	4	3
83	несмотря на	7	3
84	не мог	6	3
85	у него	24	3
86	же и	2	3
87	в их	2	3
88	при всем	2	3
89	а в	7	3
90	таким образом	11	3
91	еще и	18	3
92	и даже	6	3
93	потому что	11	3
94	во всяком	3	3
95	но в	4	3
96	по своей	2	3
97	также и	17	3
98	далеко не	3	3
99	его в	2	3
100	дело в	5	3
101	в виду	3	3
102	этого не	3	2
103	как носитель	2	2
104	должна быть	2	2
105	по этому	3	2
106	отнюдь не	5	2
107	все они	2	2
108	которая в	2	2
109	из этих	3	2
110	раз и	8	2
111	и весьма	3	2
112	человека и	3	2
113	для понимания	2	2
114	же это	2	2
115	в мире	2	2
116	вл соловьева	188	2
117	к тому	7	2
118	а только	7	2
119	тем не	10	2
120	тому же	5	2
121	в другом	2	2
122	в нашей	2	2
123	того же	2	2
124	и само	2	2
125	для него	8	2
126	одной стороны	3	2
127	было бы	4	2
128	общего с	2	2
129	за пределы	3	2
130	всяком случае	3	2
131	на почве	2	2
132	даже в	4	2
133	не является	2	2
134	в нем	3	2
135	то это	10	2
136	не есть	10	2
137	если оно	4	2
138	только то	2	2
139	не к	2	2
140	в сущности	2	2
141	то он	4	2
142	могло быть	2	2
143	только на	5	2
144	то и	2	2
145	не на	2	2
146	и только	3	2
147	этом отношении	2	2
148	с одной	3	2
149	все эти	5	2
150	бы на	2	2
151	хотя бы	6	2
152	и вполне	2	2
153	с точки	6	2
154	в трактате	3	2
155	поскольку он	4	2
156	роль в	2	2
157	можно было	5	2
158	и то	9	2
159	тем что	5	2
160	на себя	2	2
161	себе в	2	2
162	о том	11	2
163	нет ничего	2	2
164	в россии	3	2
