N	2gram	Voloshinov_1	Komedia
1	и в	19	26
2	и не	26	14
3	к тому	2	12
4	так и	11	12
5	и его	19	12
6	в том	6	11
7	может быть	26	11
8	но и	8	10
9	в этом	16	10
10	что в	4	9
11	том что	3	9
12	если бы	2	9
13	ясно что	5	8
14	было бы	4	8
15	и на	4	7
16	из них	3	7
17	не только	8	7
18	что и	2	7
19	в своем	2	6
20	то что	8	6
21	еще не	4	6
22	в нем	10	6
23	в двух	2	6
24	того чтобы	5	6
25	и здесь	6	6
26	в то	3	6
27	о том	2	6
28	таким образом	17	6
29	независимо от	2	5
30	в которой	3	5
31	к этому	5	5
32	что он	2	5
33	в качестве	2	5
34	ни в	2	5
35	в истории	3	5
36	с этим	4	5
37	для того	4	5
38	и с	2	5
39	место в	3	4
40	не менее	4	4
41	в частности	2	4
42	тому что	2	4
43	и от	3	4
44	прежде всего	13	4
45	из этих	2	4
46	как мы	13	4
47	как и	12	4
48	одной из	3	4
49	в его	6	4
50	все же	8	4
51	в самом	10	4
52	и для	11	4
53	можно было	2	4
54	точки зрения	34	4
55	в начале	5	4
56	только в	9	4
57	так как	2	4
58	на этот	3	4
59	его в	3	4
60	между тем	3	4
61	том числе	2	3
62	для всех	2	3
63	до тех	2	3
64	с этой	2	3
65	в каждом	7	3
66	вопрос о	4	3
67	но если	2	3
68	мы знаем	5	3
69	жизни и	2	3
70	отношению к	2	3
71	но все	3	3
72	связи с	11	3
73	того же	6	3
74	во всех	7	3
75	же время	3	3
76	здесь в	3	3
77	из которых	2	3
78	в ней	4	3
79	в котором	3	3
80	не имеет	3	3
81	тех пор	2	3
82	в своей	3	3
83	и их	2	3
84	все это	3	3
85	по отношению	3	3
86	в связи	7	3
87	той же	2	3
88	то же	7	3
89	не было	3	3
90	как в	4	3
91	друг друга	8	3
92	а в	4	3
93	или в	2	3
94	или иначе	2	3
95	человека в	2	3
96	тем что	2	3
97	не может	24	3
98	как он	2	3
99	могла бы	2	3
100	но в	7	3
101	мы можем	2	3
102	ни было	10	2
103	и есть	3	2
104	в какой-то	2	2
105	отнюдь не	6	2
106	в нашем	2	2
107	то ни	8	2
108	в какой	3	2
109	с другой	5	2
110	нового времени	2	2
111	в одной	2	2
112	в конце	5	2
113	этом смысле	2	2
114	вовсе не	5	2
115	нет и	4	2
116	и к	3	2
117	в ее	7	2
118	не в	5	2
119	до сих	8	2
120	по которым	2	2
121	является не	6	2
122	одна из	2	2
123	тот же	4	2
124	бы то	8	2
125	в действительности	2	2
126	одним из	2	2
127	от того	4	2
128	он не	3	2
129	как бы	15	2
130	всяком случае	2	2
131	не является	4	2
132	хотя бы	5	2
133	и это	3	2
134	сих пор	8	2
135	всех остальных	2	2
136	целый ряд	3	2
137	эта ситуация	2	2
138	в отличие	5	2
139	с самого	4	2
140	бы и	2	2
141	рядом с	5	2
142	отличие от	5	2
143	мы не	6	2
144	в философии	2	2
145	во всяком	5	2
146	от этого	2	2
147	и во	2	2
148	и ее	3	2
149	к его	2	2
150	и все	5	2
151	в первом	3	2
152	из этого	2	2
153	бы в	2	2
154	в виду	2	2
