N	2gram	Losev_Dial_3	FransuaR
1	и в	24	41
2	мы уже	3	18
3	таким образом	13	17
4	в нем	3	16
5	и с	6	16
6	и его	5	13
7	но и	9	13
8	как мы	2	12
9	в этом	8	12
10	все это	6	11
11	все эти	3	11
12	прежде всего	8	10
13	в самом	7	10
14	не только	23	10
15	так как	6	10
16	то что	14	10
17	кроме того	6	9
18	и на	3	9
19	и все	6	9
20	о том	6	9
21	никогда не	7	8
22	в сущности	10	8
23	но в	2	8
24	у него	2	7
25	в них	5	7
26	вовсе не	13	7
27	том что	8	7
28	как бы	3	7
29	в особенности	7	7
30	как и	7	7
31	что в	7	7
32	в его	2	7
33	что он	13	6
34	например в	2	6
35	или в	2	6
36	также и	2	6
37	сказать что	4	6
38	в то	5	6
39	то же	6	5
40	с его	2	5
41	так же	4	5
42	же время	3	5
43	и он	2	5
44	из них	3	5
45	так и	5	5
46	в своем	3	5
47	и что	15	5
48	той же	3	5
49	тем что	3	5
50	в себе	2	5
51	во всем	3	5
52	что это	12	5
53	все время	3	4
54	с другой	4	4
55	но они	2	4
56	нового времени	2	4
57	и от	3	4
58	именно в	2	4
59	у нас	4	4
60	и как	8	4
61	не в	3	4
62	и вообще	2	4
63	все что	3	4
64	одной стороны	3	4
65	в ней	2	4
66	все же	3	4
67	не может	19	4
68	с одной	3	4
69	самом деле	6	4
70	и даже	13	4
71	а в	2	4
72	в основе	3	4
73	из этого	2	4
74	перед нами	3	3
75	с этой	5	3
76	в одной	3	3
77	с этим	3	3
78	первый план	4	3
79	на первый	4	3
80	но это	5	3
81	есть в	3	3
82	было бы	5	3
83	конечно не	4	3
84	никак не	2	3
85	жизни и	5	3
86	и для	2	3
87	при этом	2	3
88	и не	27	3
89	они не	2	3
90	того что	12	3
91	что не	5	3
92	к нему	3	3
93	есть только	12	3
94	в данном	2	3
95	людей и	2	3
96	только в	5	3
97	в первом	2	3
98	тело и	4	3
99	в чем	4	3
100	потому что	7	3
101	что их	2	2
102	не могут	4	2
103	что если	2	2
104	в частности	2	2
105	ведь это	2	2
106	для этого	2	2
107	превращается в	6	2
108	и во	2	2
109	что все	14	2
110	что именно	3	2
111	для нас	2	2
112	из самых	3	2
113	в том	5	2
114	и смерть	2	2
115	начало и	2	2
116	это и	7	2
117	так что	8	2
118	тем более	3	2
119	на этом	2	2
120	но не	2	2
121	есть именно	6	2
122	есть и	12	2
123	должна быть	6	2
124	со всеми	2	2
125	и всякой	2	2
126	никто не	2	2
127	может быть	13	2
128	за пределы	3	2
129	хотя и	5	2
130	он не	5	2
131	и когда	2	2
132	но если	6	2
133	и потому	2	2
134	себя в	2	2
135	природы и	2	2
136	а именно	2	2
137	есть нечто	23	2
138	другой стороны	2	2
139	и прежде	3	2
140	как раз	7	2
141	не на	6	2
142	как это	5	2
143	из того	2	2
144	в истории	4	2
145	а не	26	2
146	и у	2	2
147	с точки	14	2
148	мы не	5	2
149	и то	4	2
150	их в	2	2
151	точки зрения	25	2
152	из этих	2	2
153	говорить о	4	2
154	что мы	8	2
155	и этим	3	2
156	бы в	2	2
157	мира и	3	2
158	тогда когда	5	2
159	это было	3	2
160	как о	4	2
161	а для	2	2
