N	2gram	Berdyaev_M_1	Dialekti
1	не есть	9	40
2	и не	11	30
3	т е	2	25
4	это –	16	24
5	и в	28	18
6	он –	12	18
7	ничего не	3	17
8	может быть	30	17
9	точки зрения	4	17
10	в нем	13	16
11	и есть	14	16
12	не имеет	3	15
13	значит что	4	14
14	а не	25	14
15	потому что	16	14
16	что в	10	13
17	то что	5	13
18	не только	29	13
19	если бы	2	12
20	было бы	10	12
21	и что	2	12
22	в этом	20	12
23	не может	28	12
24	что он	10	11
25	как бы	2	11
26	учение о	3	11
27	все это	6	11
28	– не	5	11
29	это значит	3	11
30	в себе	7	11
31	так как	3	11
32	прежде всего	10	10
33	сказать что	2	10
34	никогда не	14	9
35	это не	5	9
36	в том	6	9
37	это есть	3	9
38	том что	3	9
39	к нему	7	8
40	в каком	2	8
41	не существует	2	7
42	и как	2	7
43	но и	25	7
44	также и	2	7
45	хотя бы	3	6
46	она не	4	6
47	ни с	4	6
48	– все	3	6
49	не было	18	6
50	и вот	3	6
51	не в	16	6
52	его не	3	6
53	в то	2	6
54	с ним	2	6
55	но в	7	6
56	он сам	6	5
57	в этих	4	5
58	в своем	10	5
59	есть и	3	5
60	и мы	2	5
61	но если	3	5
62	все же	2	5
63	отношение к	4	5
64	и он	12	5
65	есть только	2	5
66	а в	4	5
67	и с	3	5
68	в виду	2	5
69	в конце	7	4
70	к тому	3	4
71	быть может	7	4
72	это и	4	4
73	мы видим	2	4
74	но не	8	4
75	от него	4	4
76	в котором	8	4
77	только и	3	4
78	образ и	2	4
79	к ней	4	4
80	о том	2	4
81	как он	2	4
82	к богу	3	3
83	в них	4	3
84	должна быть	6	3
85	есть не	4	3
86	что и	4	3
87	конечно не	3	3
88	отношении к	2	3
89	он не	24	3
90	в его	9	3
91	не значит	2	3
92	и потому	10	3
93	его с	2	3
94	один из	4	3
95	жизни и	2	3
96	отношения к	4	3
97	мысли и	2	3
98	в их	4	3
99	в самом	11	3
100	должно быть	3	3
101	конце концов	2	3
102	света и	2	3
103	в основе	2	3
104	в ней	15	3
105	могут быть	2	3
106	даже и	2	3
107	и еще	3	3
108	только в	6	3
109	и все	10	3
110	бы в	2	3
111	от этого	2	3
112	на этом	3	2
113	не был	7	2
114	того что	7	2
115	бы и	3	2
116	не знает	4	2
117	человеческого сознания	2	2
118	я всегда	2	2
119	как в	2	2
120	с этой	4	2
121	не как	4	2
122	и от	2	2
123	к этому	2	2
124	вопрос о	2	2
125	в мире	10	2
126	как и	5	2
127	свет и	2	2
128	для него	11	2
129	до сих	2	2
130	мы увидим	3	2
131	для того	2	2
132	о чем	2	2
133	никто не	2	2
134	что человек	3	2
135	себе и	2	2
136	по сравнению	2	2
137	относится к	2	2
138	же можно	2	2
139	в него	3	2
140	мог бы	4	2
141	в своей	15	2
142	и их	3	2
143	с ней	2	2
144	сих пор	2	2
145	с этим	3	2
146	на земле	2	2
147	все эти	2	2
148	чтобы не	2	2
149	уже не	4	2
150	и у	2	2
151	и для	2	2
152	отличается от	2	2
153	он и	2	2
154	в которых	4	2
155	о своих	2	2
156	и это	12	2
157	в идее	2	2
158	время как	2	2
