N	2gram	Bakhtin_Fr_8	Morfolog
1	может быть	3	52
2	таким образом	17	20
3	не может	2	17
4	в этих	11	16
5	и в	56	13
6	в этом	14	13
7	действующих лиц	2	13
8	и др	8	12
9	так как	4	12
10	перед нами	3	11
11	мы видим	6	11
12	связи с	6	11
13	видим что	2	10
14	прежде всего	6	9
15	так и	13	9
16	в связи	3	9
17	то же	11	9
18	и не	9	9
19	а не	2	9
20	с другой	2	8
21	что и	3	8
22	в результате	5	8
23	в качестве	4	7
24	все же	2	7
25	это не	2	6
26	и здесь	3	6
27	в том	13	6
28	но не	5	6
29	а также	3	6
30	в форме	3	6
31	а в	2	6
32	во время	5	6
33	и другие	5	5
34	в образе	3	5
35	этот момент	2	5
36	во всех	8	5
37	далеко не	2	5
38	как бы	11	5
39	один из	5	5
40	то что	3	5
41	потому что	6	5
42	мы не	2	5
43	что в	5	4
44	к началу	2	4
45	и как	2	4
46	на котором	2	4
47	вовсе не	6	4
48	было бы	2	4
49	на его	6	4
50	несмотря на	2	4
51	не только	8	4
52	в некоторых	3	4
53	как мы	7	4
54	другой стороны	2	4
55	так же	2	4
56	как и	5	4
57	там где	3	4
58	хотя и	2	4
59	точки зрения	6	4
60	с точки	2	4
61	также и	2	4
62	его в	2	4
63	в других	2	4
64	если бы	2	3
65	в нашем	2	3
66	с собой	2	3
67	том что	8	3
68	но это	2	3
69	что они	2	3
70	кроме того	3	3
71	в пределах	5	3
72	того чтобы	4	3
73	в сущности	8	3
74	он не	5	3
75	ни в	2	3
76	но и	9	3
77	целый ряд	2	3
78	на самом	2	3
79	самом деле	2	3
80	из которых	2	3
81	к нему	2	3
82	и для	2	3
83	из них	2	3
84	и ее	4	3
85	в то	12	3
86	но в	6	3
87	совсем не	2	2
88	и более	4	2
89	с тем	2	2
90	в виде	2	2
91	в частности	7	2
92	к этому	2	2
93	что он	2	2
94	можно сказать	2	2
95	так например	2	2
96	и к	4	2
97	и при	2	2
98	только в	9	2
99	а на	2	2
100	в большинстве	7	2
101	есть и	5	2
102	то время	2	2
103	момент в	2	2
104	для него	2	2
105	одной стороны	2	2
106	одной из	3	2
107	мы уже	10	2
108	в таких	3	2
109	в настоящее	3	2
110	благодаря этому	2	2
111	или менее	2	2
112	как например	3	2
113	с одной	4	2
114	все эти	15	2
115	для того	2	2
116	уже не	3	2
117	и его	12	2
118	в каком	2	2
119	в другом	3	2
120	настоящее время	3	2
121	о том	4	2
122	что эти	2	2
123	большинстве случаев	6	2
124	одна из	4	2
125	сказать что	3	2
126	более или	2	2
127	нашей работы	2	2
