N	2gram	Propp_Isto_7	EvropaiC
1	таким образом	7	32
2	в том	7	31
3	и в	24	24
4	том что	10	20
5	все эти	2	19
6	не может	14	18
7	то что	7	17
8	может быть	14	15
9	все же	9	15
10	точки зрения	4	13
11	до сих	2	12
12	сих пор	3	12
13	в этом	12	12
14	все это	8	11
15	с этим	2	11
16	мы знаем	2	10
17	как бы	4	10
18	во всех	7	10
19	так и	5	10
20	на то	3	9
21	при этом	4	9
22	как и	6	9
23	того же	2	9
24	что в	13	9
25	не в	9	8
26	в самом	2	8
27	так же	6	8
28	знаем что	3	8
29	и все	6	8
30	не менее	5	7
31	но и	11	7
32	и не	4	7
33	и что	10	7
34	из этих	3	7
35	о том	9	7
36	что он	21	7
37	по существу	4	7
38	в силу	2	7
39	с другой	9	6
40	так что	3	6
41	отличается от	2	6
42	того что	6	6
43	и на	2	6
44	так как	8	6
45	с ним	5	6
46	еще не	8	6
47	что и	8	6
48	тогда как	3	6
49	мы можем	4	6
50	только в	6	6
51	вместе с	7	6
52	что это	6	5
53	и от	2	5
54	у него	10	5
55	другой стороны	8	5
56	потому что	9	5
57	его в	3	5
58	но в	5	5
59	ничем не	2	5
60	к этому	2	5
61	в то	2	5
62	что при	2	5
63	и если	3	5
64	не только	21	5
65	не будет	2	5
66	но все	4	5
67	в которой	2	5
68	на вопрос	4	4
69	не могут	2	4
70	никогда не	4	4
71	та же	2	4
72	в конце	3	4
73	тем не	4	4
74	что его	2	4
75	в дальнейшем	3	4
76	выше и	2	4
77	хотя и	3	4
78	отношение к	5	4
79	из них	2	4
80	в их	4	4
81	не так	2	4
82	всех этих	6	4
83	в состоянии	4	4
84	в одну	2	4
85	связи с	3	4
86	мы должны	4	4
87	мы уже	4	4
88	он не	6	4
89	выше мы	3	4
90	оказывается что	2	4
91	то же	8	4
92	и у	2	4
93	представление об	5	4
94	же как	4	3
95	с одной	5	3
96	они должны	2	3
97	в этих	13	3
98	представление о	3	3
99	вопрос о	3	3
100	в тех	5	3
101	к которой	2	3
102	для нас	6	3
103	не вполне	3	3
104	это представление	2	3
105	в нем	6	3
106	данном случае	3	3
107	и наконец	3	3
108	и по	3	3
109	а в	10	3
110	это не	10	3
111	что мы	3	3
112	при помощи	3	3
113	но по	2	3
114	прежде всего	2	3
115	во всем	2	3
116	от него	3	3
117	тот же	2	3
118	конечно не	2	3
119	на земле	2	3
120	случаях когда	4	3
121	должны быть	3	3
122	что по	2	3
123	в данном	4	3
124	которые не	2	3
125	очень много	2	3
126	тем более	2	3
127	в связи	2	3
128	и это	2	3
129	тому что	2	2
130	что у	4	2
131	с этой	6	2
132	что эти	2	2
133	не стоит	2	2
134	как мы	3	2
135	все в	2	2
136	совершенно ясно	4	2
137	что они	3	2
138	одной стороны	5	2
139	к нему	7	2
140	том чтобы	3	2
141	к ним	2	2
142	но для	2	2
143	в котором	2	2
144	мы видели	7	2
145	другими словами	2	2
146	по его	2	2
147	на том	2	2
148	что она	5	2
149	то и	4	2
150	показывают что	6	2
151	они не	2	2
152	и так	2	2
153	в один	2	2
154	это конечно	2	2
155	в основе	2	2
156	и там	2	2
157	стоят в	2	2
158	в них	3	2
159	же что	2	2
160	тогда когда	3	2
161	если он	3	2
162	вовсе не	4	2
163	на первый	4	2
164	одна из	7	2
165	но не	6	2
166	она не	2	2
167	было бы	2	2
168	со своей	2	2
169	не от	2	2
170	между прочим	3	2
171	на него	2	2
172	из одного	3	2
173	все дело	2	2
174	это обстоятельство	2	2
175	этот вопрос	2	2
176	и ее	2	2
177	если это	2	2
178	все его	2	2
