N	2gram	Vinokur_St_1	Problema
1	то что	18	42
2	вовсе не	19	35
3	то есть	2	33
4	и в	44	32
5	и не	16	31
6	не менее	5	19
7	в этом	21	19
8	тем не	2	18
9	не только	18	17
10	потому что	6	16
11	а не	16	15
12	в виде	3	15
13	в себе	2	15
14	как бы	4	14
15	может быть	15	14
16	у нас	11	14
17	но в	10	14
18	и тем	3	13
19	в нем	5	13
20	сказать что	7	13
21	что мы	5	13
22	при помощи	2	13
23	как раз	4	13
24	что в	30	12
25	а именно	3	12
26	том что	29	12
27	так и	9	12
28	и т	30	11
29	и даже	5	11
30	также и	9	11
31	о том	17	11
32	так как	5	11
33	ничего общего	3	11
34	то же	5	10
35	прежде всего	7	10
36	в этой	11	10
37	т д	21	10
38	об этом	3	10
39	ничего не	2	10
40	но не	3	9
41	в том	36	9
42	но и	10	9
43	и что	4	9
44	так же	5	9
45	еще не	3	9
46	что же	6	9
47	того чтобы	11	9
48	в таком	3	9
49	в данном	14	9
50	и это	2	9
51	на то	4	8
52	есть только	2	8
53	данном случае	6	8
54	не может	8	8
55	все эти	5	8
56	даже и	2	8
57	было бы	17	8
58	общего с	3	8
59	в своей	6	8
60	для того	10	8
61	но это	6	8
62	никогда не	5	7
63	ни в	3	7
64	такого рода	2	7
65	все это	5	7
66	того что	9	7
67	всех этих	2	7
68	и все	2	7
69	что он	10	7
70	во всех	8	7
71	во всяком	6	7
72	тем что	5	7
73	только в	10	7
74	в конце	3	6
75	так что	6	6
76	при этом	2	6
77	в самом	7	6
78	таким образом	7	6
79	это не	8	6
80	говорить о	2	6
81	и то	5	6
82	его в	2	6
83	как это	4	6
84	не существует	3	6
85	в то	9	6
86	совершенно не	5	6
87	за пределы	2	6
88	в его	9	6
89	на самом	6	6
90	самом деле	11	6
91	можно ли	4	5
92	в своем	2	5
93	для нас	7	5
94	есть в	2	5
95	не являются	3	5
96	в котором	5	5
97	что она	4	5
98	еще и	2	5
99	в сознании	2	5
100	не является	3	5
101	то в	3	5
102	тем более	4	5
103	в других	2	5
104	совсем не	2	4
105	именно в	6	4
106	тому что	3	4
107	не в	12	4
108	по поводу	7	4
109	и только	3	4
110	не было	4	4
111	а в	17	4
112	их в	2	4
113	в истории	3	4
114	ни на	2	4
115	с которыми	2	4
116	если бы	9	4
117	литературы и	2	4
118	а также	2	4
119	как в	13	4
120	если не	2	4
121	тем самым	2	4
122	и для	3	4
123	д и	2	4
124	и вообще	3	4
125	уже в	2	3
126	что это	4	3
127	что не	3	3
128	в этих	2	3
129	в отношении	9	3
130	с другой	9	3
131	что все	2	3
132	но все	4	3
133	что они	7	3
134	случае не	2	3
135	несмотря на	2	3
136	но для	2	3
137	всяком случае	6	3
138	хотя бы	6	3
139	и уже	2	3
140	из них	8	3
141	другой стороны	7	3
142	для этого	2	3
143	и его	8	3
144	что оно	3	3
145	и вполне	3	3
146	в которых	5	3
147	же и	4	3
148	с этим	3	3
149	но он	2	3
150	точки зрения	11	3
151	что здесь	2	3
152	но ведь	8	3
153	однако и	2	3
154	нисколько не	2	3
155	тем или	3	3
156	по этому	3	3
157	бы мы	2	3
158	для себя	3	3
159	же касается	3	3
160	и во	2	3
161	в случае	2	3
162	ясно что	10	3
163	не хочет	2	3
164	в ее	4	3
165	как и	9	3
166	того же	3	3
167	до сих	7	3
168	но именно	2	3
169	нужно сказать	5	3
170	он не	2	3
171	говорит о	3	3
172	быть и	2	3
173	сих пор	7	3
174	да и	3	3
175	этому поводу	2	3
176	хотя в	2	3
177	свидетельствует о	2	3
178	на этот	3	3
179	к нему	2	3
180	с точки	8	3
181	можно было	13	3
182	в каком	3	3
183	как будто	4	3
184	дело в	6	3
185	в чем	3	3
186	значит что	3	3
187	же как	3	2
188	медного всадника	2	2
189	имеет ничего	2	2
190	вообще не	2	2
191	этом случае	2	2
192	крайней мере	2	2
193	без всякого	2	2
194	является не	4	2
195	ведь если	2	2
196	для него	6	2
197	пушкина что	2	2
198	например в	8	2
199	но если	4	2
200	так или	2	2
201	то или	3	2
202	не для	2	2
203	а потому	2	2
204	мы находим	4	2
205	этой области	5	2
206	и очень	4	2
207	не имеет	4	2
208	по его	2	2
209	что для	3	2
210	во многих	3	2
211	в результате	3	2
212	больше чем	2	2
213	и с	3	2
214	одно из	2	2
215	из этих	6	2
216	того или	4	2
217	в первом	2	2
218	мы имеем	2	2
219	между тем	3	2
220	том как	4	2
221	что ни	2	2
222	могут быть	5	2
223	он должен	2	2
224	и так	3	2
225	по крайней	2	2
226	у пушкина	8	2
227	или иного	4	2
228	по существу	2	2
229	без всяких	2	2
230	в качестве	4	2
231	она не	2	2
232	со всеми	2	2
233	в сущности	2	2
234	между прочим	2	2
235	не значит	3	2
236	и потому	2	2
237	гораздо больше	2	2
238	гораздо более	4	2
239	разница между	2	2
240	это вовсе	2	2
241	мы не	2	2
242	или иначе	2	2
243	что этот	2	2
244	вопроса о	3	2
245	которые в	2	2
246	без всякой	3	2
247	в которой	4	2
248	в области	14	2
249	что нет	2	2
250	этот раз	2	2
