N	2gram	Vinokur_Ku_2	Formalny
1	т е	22	32
2	и не	16	30
3	вовсе не	9	28
4	и в	23	27
5	может быть	15	25
6	не может	9	24
7	так и	4	21
8	и его	3	19
9	таким образом	5	18
10	в этом	18	18
11	а не	10	17
12	точки зрения	14	16
13	самом деле	9	16
14	и пр	8	15
15	в нем	4	15
16	в процессе	3	15
17	то же	6	15
18	на самом	2	14
19	как и	2	14
20	с точки	8	14
21	не в	8	12
22	если бы	12	12
23	и от	2	11
24	в самом	12	11
25	и т	39	11
26	но и	7	10
27	не могут	5	10
28	лишь в	5	9
29	так как	15	9
30	не только	20	9
31	так же	4	9
32	что в	10	8
33	ни в	4	8
34	при этом	2	8
35	в пределах	4	8
36	как бы	4	8
37	с помощью	7	8
38	отнюдь не	4	8
39	и все	2	8
40	то что	9	8
41	как раз	3	8
42	как мы	3	8
43	только в	5	8
44	не менее	7	7
45	в том	19	7
46	же время	3	7
47	все это	5	7
48	потому что	25	7
49	в то	4	7
50	между тем	6	7
51	с тем	2	7
52	совершенно не	3	7
53	в его	5	7
54	если мы	4	7
55	тем же	2	7
56	там где	5	7
57	с другой	8	6
58	всяком случае	5	6
59	т д	14	6
60	все эти	12	6
61	в своих	2	6
62	но в	11	6
63	что он	5	6
64	еще не	5	6
65	было бы	15	6
66	все же	7	6
67	в своей	2	6
68	хотя бы	9	6
69	и для	2	6
70	в данном	4	6
71	во всяком	5	6
72	вместе с	5	6
73	никогда не	2	5
74	зависимости от	5	5
75	что они	2	5
76	в плоскости	2	5
77	того чтобы	11	5
78	другой стороны	7	5
79	в ней	3	5
80	в результате	4	5
81	большинстве случаев	2	5
82	в зависимости	4	5
83	но не	6	5
84	и потому	2	5
85	что же	5	5
86	т п	24	5
87	сводится к	3	5
88	тем что	3	5
89	связи с	3	5
90	смысла и	2	4
91	уже в	3	4
92	прежде всего	8	4
93	к тому	4	4
94	мы знаем	4	4
95	да и	6	4
96	следовательно и	2	4
97	можно говорить	2	4
98	до конца	3	4
99	для того	9	4
100	же и	2	4
101	мы видели	2	4
102	данном случае	2	4
103	со стороны	4	4
104	смысл и	3	4
105	в связи	4	4
106	как это	5	4
107	следует что	3	4
108	по себе	10	4
109	том что	11	4
110	слов и	2	4
111	она не	2	4
112	в корне	2	4
113	конечно не	2	4
114	как в	3	4
115	для данного	2	4
116	роль в	2	4
117	могут быть	4	4
118	установка на	2	4
119	слова и	5	4
120	же как	2	3
121	бы и	4	3
122	что это	7	3
123	никаких оснований	2	3
124	это не	6	3
125	в конце	4	3
126	те же	3	3
127	можно сказать	4	3
128	для нас	4	3
129	должна быть	5	3
130	того что	3	3
131	в виду	3	3
132	и тем	5	3
133	той же	2	3
134	этом отношении	3	3
135	и что	8	3
136	в которых	2	3
137	и на	6	3
138	не следует	5	3
139	никак не	3	3
140	сказать что	4	3
141	и с	7	3
142	и следовательно	2	3
143	нуждается в	2	3
144	он и	2	3
145	и более	2	3
146	в них	4	3
147	на фоне	3	3
148	ясно что	5	3
149	у нас	12	3
150	того же	3	3
151	оно не	2	3
152	в той	2	3
153	уже не	8	3
154	не на	2	3
155	или иное	3	2
156	темы и	2	2
157	а на	2	2
158	для этого	3	2
159	в отношении	2	2
160	но так	2	2
161	главным образом	3	2
162	была бы	4	2
163	на все	2	2
164	п в	3	2
165	лишь с	2	2
166	всех этих	3	2
167	но это	3	2
168	в этой	6	2
169	на этом	3	2
170	очевидно что	2	2
171	смысле слова	2	2
172	но для	3	2
173	был бы	2	2
174	дело не	2	2
175	от того	4	2
176	что она	3	2
177	отличается от	3	2
178	за счет	2	2
179	в своем	2	2
180	языке как	3	2
181	отношения к	2	2
182	в самой	2	2
183	и даже	2	2
184	знаем что	3	2
185	конце концов	3	2
186	нисколько не	3	2
187	сознания и	2	2
188	этом смысле	5	2
189	смысле этого	2	2
190	превращается в	2	2
191	не как	2	2
192	к этому	4	2
193	языка как	2	2
194	данный момент	3	2
195	говорить о	4	2
196	мы должны	2	2
197	в целях	2	2
198	в сущности	9	2
199	таким же	2	2
200	но оно	2	2
201	бы например	2	2
202	этого слова	5	2
203	должен быть	5	2
204	что и	3	2
205	тем не	6	2
206	но уже	2	2
207	так называемые	2	2
208	как не	3	2
209	так в	3	2
210	в языке	10	2
211	в отличие	2	2
212	это только	2	2
213	это и	3	2
214	чтобы не	2	2
215	то или	3	2
216	слова как	3	2
217	от этого	2	2
218	быть только	2	2
219	в каком	4	2
220	ту же	6	2
221	и это	3	2
222	здесь не	3	2
223	отличие от	2	2
224	в области	11	2
225	ничего не	4	2
