N	2gram	Vygotskiy__1	Mirosoze
1	может быть	22	30
2	не только	13	29
3	и в	31	28
4	не может	17	28
5	но и	2	25
6	а не	13	25
7	он не	3	24
8	в этом	12	20
9	не было	3	18
10	у него	4	17
11	не в	11	16
12	потому что	10	16
13	в своей	3	15
14	и есть	5	14
15	никогда не	8	14
16	человека и	2	14
17	до конца	6	14
18	в нем	2	13
19	и это	3	12
20	в самом	11	11
21	и не	16	11
22	что в	23	10
23	в своем	3	10
24	был бы	5	10
25	прежде всего	4	10
26	и все	5	10
27	что он	7	10
28	было бы	6	10
29	и потому	2	10
30	с тем	3	9
31	в его	6	9
32	не есть	3	9
33	и его	7	9
34	но не	3	8
35	в котором	4	8
36	того что	10	7
37	в конце	3	7
38	но в	3	7
39	к нему	2	7
40	в себе	4	7
41	должна быть	3	6
42	в том	30	6
43	в этой	3	6
44	все это	8	6
45	вместе с	8	6
46	только в	14	6
47	в которой	4	6
48	не могут	3	5
49	у нас	4	5
50	как и	16	5
51	то что	32	5
52	что есть	2	5
53	уже в	3	4
54	в этих	4	4
55	с этой	4	4
56	и вместе	2	4
57	смысле слова	3	4
58	человека не	3	4
59	отношение к	2	4
60	и по	3	4
61	а в	6	4
62	увидим что	2	4
63	в которых	3	4
64	точки зрения	15	4
65	и там	2	4
66	в них	2	4
67	один из	4	4
68	это и	3	4
69	от него	2	4
70	она не	5	4
71	что и	13	4
72	есть не	2	4
73	уже не	2	4
74	себя и	2	3
75	потому не	3	3
76	и вот	3	3
77	к тому	4	3
78	для нас	5	3
79	это есть	5	3
80	в него	2	3
81	и их	2	3
82	его не	2	3
83	с этим	3	3
84	его в	2	3
85	так как	18	3
86	то есть	26	3
87	и с	2	3
88	одно из	2	3
89	в жизни	2	3
90	в ее	5	3
91	том что	16	3
92	ничего не	2	3
93	мы увидим	4	3
94	когда он	2	3
95	бы и	2	3
96	будто бы	2	3
97	учению о	2	2
98	и от	2	2
99	вопрос о	3	2
100	о чем	2	2
101	для того	6	2
102	в виду	4	2
103	человека то	2	2
104	жизни и	3	2
105	могут быть	11	2
106	тому чтобы	3	2
107	я хотел	2	2
108	отличается от	2	2
109	и что	8	2
110	показывает как	2	2
111	есть только	2	2
112	время как	5	2
113	сказать что	7	2
114	как бы	5	2
115	о том	7	2
116	как он	2	2
117	когда мы	3	2
118	бы в	2	2
119	с ним	2	2
120	не существует	2	2
121	в основе	2	2
122	к этой	2	2
123	если бы	6	2
124	и во	2	2
125	к этому	4	2
126	различие между	4	2
127	самому себе	2	2
128	мы видим	5	2
129	в то	5	2
130	все что	3	2
131	то время	5	2
132	как будто	5	2
133	до сих	3	2
134	и к	3	2
135	и когда	3	2
136	начинает с	2	2
137	все же	5	2
138	сих пор	3	2
139	как в	9	2
140	мысли и	2	2
141	приводит к	2	2
142	оказывается что	5	2
143	т е	3	2
144	того чтобы	7	2
145	и у	4	2
146	к чему	2	2
147	и как	2	2
148	и для	5	2
149	конце концов	3	2
150	образ и	2	2
151	в каком	2	2
